tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,60013.21993059991,2259219933315015014,2,2259219933315,19.952612,1,2259,2.9304883,16.527538,16.5332,0.035844296,0.017,131.5694779,27.3512777,0.9042857,t17_f5_c3,0.9999938,16.5191,0.0209,617120233,True,False,False,1.1.6,0.0,ZTF23aaclqtq
ztf,60013.30152780004,2259301523315015006,1,2259301523315,18.609169,1,2259,4.418605,16.431732,16.3367,0.0476856,0.0432,131.5695019,27.3512628,0.88857144,t17_f5_c3,0.9999999,16.3289,0.0548,617120133,True,False,False,1.1.6,0.0,ZTF23aaclqtq
ztf,60017.20636569988,2263206363315015018,1,2263206363315,20.761723,1,2263,4.470028,16.500835,16.5002,0.041291557,0.0106,131.569479,27.3512965,0.9028571,t17_f5_c3,0.9998838,16.4747,0.0122,617120133,True,False,False,1.1.6,0.0,ZTF23aaclqtq
ztf,60021.17126160022,2267171263315015021,2,2267171263315,20.1477,1,2267,2.9058368,16.603655,16.5875,0.033441078,0.0151,131.5694694,27.351258,0.8914286,t17_f5_c3,1.0,16.5803,0.0185,617120233,True,False,False,1.1.6,0.0,ZTF23aaclqtq
ztf,60031.152673599776,2277152673315015024,2,2277152673315,20.216738,1,2277,2.9370723,16.714003,16.7204,0.032681078,0.0169,131.5694781,27.351283,0.9071429,t17_f5_c3,0.9999975,16.7115,0.0207,617120233,True,False,False,1.1.6,0.0,ZTF23aaclqtq
ztf,60031.194560199976,2277194563315015020,1,2277194563315,20.288532,1,2277,4.4542747,16.827242,16.823,0.037357114,0.0175,131.5694848,27.3512859,0.9142857,t17_f5_c3,0.99999905,16.8277,0.0217,617120133,True,False,False,1.1.6,0.0,ZTF23aaclqtq
ztf,60036.27914350014,2282279143315015008,1,2282279143315,19.25954,1,2282,4.4364758,16.925293,16.913,0.044481523,0.0409,131.5694901,27.3512759,0.92142856,t17_f5_c3,0.999998,16.8516,0.0493,617120133,True,False,False,1.1.6,0.0,ZTF23aaclqtq
ztf,60043.19093749998,2289190933315015013,2,2289190933315,20.01938,1,2289,2.9401124,16.846811,16.8927,0.039335642,0.0229,131.5694822,27.3512892,0.92,t17_f5_c3,0.9999962,16.8751,0.0282,617120233,True,False,False,1.1.6,0.0,ZTF23aaclqtq
ztf,60043.31214120006,2289312143315015003,1,2289312143315,19.172031,1,2289,4.468506,17.109238,17.1069,0.05858808,0.0528,131.569492,27.3512845,0.92714286,t17_f5_c3,0.99999946,17.0554,0.0643,617120133,True,False,False,1.1.6,0.0,ZTF23aaclqtq
ztf,60045.176840300206,2291176843315015022,1,2291176843315,20.732132,1,2291,4.4561586,17.149282,17.1751,0.037975486,0.0181,131.5694783,27.3512898,0.92142856,t17_f5_c3,0.99996233,17.1615,0.0218,617120133,True,False,False,1.1.6,0.0,ZTF23aaclqtq
ztf,60045.238645799924,2291238643315015005,2,2291238643315,20.58121,1,2291,2.9445379,16.901764,16.8902,0.033884395,0.0158,131.5694868,27.3512976,0.9085714,t17_f5_c3,0.9992955,16.9068,0.0195,617120233,True,False,False,1.1.6,0.0,ZTF23aaclqtq
ztf,60049.18635419989,2295186353315015016,1,2295186353315,20.612999,1,2295,4.4813094,17.218794,17.236,0.054857247,0.02,131.5694907,27.3512918,0.93714285,t17_f5_c3,0.99999833,17.2097,0.0239,617120133,True,False,False,1.1.6,0.0,ZTF23aaclqtq
ztf,60049.19370369986,2295193703315015023,2,2295193703315,20.519936,1,2295,2.9589036,16.925383,16.945,0.04029661,0.0171,131.5694821,27.3512973,0.9028571,t17_f5_c3,0.9997102,16.9195,0.0205,617120233,True,False,False,1.1.6,0.0,ZTF23aaclqtq
ztf,60051.17321760021,2297173213315015030,2,2297173213315,20.578197,1,2297,2.9392679,16.954765,16.9464,0.034116726,0.0163,131.5694843,27.3512879,0.7842857,t17_f5_c3,0.99997914,16.9291,0.0196,617120233,True,False,False,1.1.6,0.0,ZTF23aaclqtq
ztf,60051.194918999914,2297194913315015026,1,2297194913315,20.783794,1,2297,4.4512696,17.253933,17.233,0.04092552,0.018,131.5694923,27.3512798,0.9257143,t17_f5_c3,0.9999776,17.2022,0.0213,617120133,True,False,False,1.1.6,0.0,ZTF23aaclqtq
ztf,60053.22214120021,2299222143315015018,2,2299222143315,20.205921,1,2299,2.9248552,16.97641,16.991,0.039603975,0.0211,131.5694847,27.351285,0.92285717,t17_f5_c3,0.99999785,16.9953,0.0264,617120233,True,False,False,1.1.6,0.0,ZTF23aaclqtq
ztf,60053.26745369984,2299267453315015008,1,2299267453315,19.07102,1,2299,4.454812,17.330515,17.3244,0.07485577,0.0504,131.5695013,27.3512723,0.69857144,t17_f5_c3,0.9999863,17.303,0.0628,617120133,True,False,False,1.1.6,0.0,ZTF23aaclqtq
ztf,60055.17826389987,2301178263315015019,1,2301178263315,20.504581,1,2301,4.4462924,17.372446,17.3686,0.054395307,0.0237,131.5694765,27.3512876,0.91,t17_f5_c3,0.99999976,17.3425,0.0288,617120133,True,False,False,1.1.6,0.0,ZTF23aaclqtq
ztf,60055.21276619984,2301212763315015023,2,2301212763315,20.404966,1,2301,2.948253,17.007902,16.9958,0.03882343,0.0193,131.5694928,27.3513028,0.91,t17_f5_c3,0.9988471,16.9759,0.0235,617120233,True,False,False,1.1.6,0.0,ZTF23aaclqtq
ztf,60057.17342589982,2303173423315015018,2,2303173423315,20.393623,1,2303,2.967097,17.014133,17.0464,0.028927468,0.0212,131.5694726,27.3512881,0.89428574,t17_f5_c3,0.9998356,17.0363,0.0262,617120233,True,False,False,1.2.0,0.0,ZTF23aaclqtq
ztf,60057.21091439994,2303210913315015018,1,2303210913315,20.404085,1,2303,4.4300723,17.394026,17.3839,0.053322863,0.0267,131.5694837,27.3512781,0.93857145,t17_f5_c3,0.99999964,17.3634,0.0328,617120133,True,False,False,1.2.0,0.0,ZTF23aaclqtq
ztf,60059.16707180021,2305167073315015010,1,2305167073315,20.141975,1,2305,4.415139,17.445702,17.4862,0.051230527,0.0317,131.5694865,27.3512686,0.93857145,t17_f5_c3,0.99999994,17.4499,0.0386,617120133,True,False,False,1.2.0,0.0,ZTF23aaclqtq
ztf,60059.19886570005,2305198863315015016,2,2305198863315,19.977345,1,2305,2.913001,17.023405,17.0319,0.044449057,0.0247,131.5694823,27.3512733,0.91,t17_f5_c3,0.99999785,16.9846,0.0296,617120233,True,False,False,1.2.0,0.0,ZTF23aaclqtq
ztf,60065.223715300206,2311223713315015015,2,2311223713315,19.64587,1,2311,2.9816177,17.092112,17.1079,0.042491008,0.04,131.5694701,27.3512945,0.9242857,t17_f5_c3,0.9999612,17.0878,0.05,617120233,True,False,False,1.2.0,0.0,ZTF23aaclqtq
ztf,60073.17371529993,2319173713315015016,2,2319173713315,20.19189,1,2319,2.9614975,17.218584,17.2573,0.04598723,0.0286,131.5694844,27.3513012,0.92285717,t17_f5_c3,0.9998043,17.256,0.0358,617120233,True,False,False,1.2.0,0.0,ZTF23aaclqtq
