tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,oid
ztf,60318.13077550009,2564130772415015011,2,2564130772415,19.8574,1,2564,1.57508,18.1772,18.1112,0.062569,0.0583,67.9919146,-10.4582952,0.891429,t17_f5_c3,18.154,0.0771,False,False,True,23.12.x,0.0,2.564132182415015e+18,,,,,,ZTF24aabdwqv
ztf,60318.131238400005,2564131232415015013,2,2564131232415,19.8676,1,2564,1.13323,18.1972,18.3097,0.066271,0.07,67.9918709,-10.4581637,0.95,t17_f5_c3,18.3005,0.0884,False,True,False,23.12.x,0.0,2.564132182415015e+18,18.138107,0.062653996,0.06276052,,,ZTF24aabdwqv
ztf,60318.131713000126,2564131712415015011,2,2564131712415,19.8809,1,2564,0.851324,18.1488,18.1204,0.065881,0.0585,67.9918447,-10.4580676,0.934286,t17_f5_c3,18.0808,0.0718,False,True,False,23.12.x,0.0,2.564133122415015e+18,18.092218,0.06243737,0.0625356,,,ZTF24aabdwqv
ztf,60318.13218750013,2564132182415015012,2,2564132182415,19.8296,1,2564,0.711675,18.1873,18.1091,0.074988,0.058,67.9918341,-10.4579759,0.887143,t17_f5_c3,18.0816,0.0719,False,True,False,23.12.x,0.0,2.564133122415015e+18,18.128729,0.07095746,0.07104993,,,ZTF24aabdwqv
ztf,60318.13265050016,2564132652415015011,2,2564132652415,19.7524,1,2564,0.63922,18.1416,18.0443,0.070967,0.0548,67.991799,-10.4578729,0.754286,t17_f5_c3,17.9774,0.0655,False,True,False,23.12.x,0.0,2.564133592415015e+18,18.085382,0.067295946,0.06738596,,,ZTF24aabdwqv
ztf,60318.13312500017,2564133122415015014,2,2564133122415,19.827717,1,2564,0.8348953,18.142899,18.1233,0.07322278,0.0586,67.9917525,-10.4577443,0.8457143,t17_f5_c3,18.0698,0.071,True,True,False,23.12.x,0.0,,18.086615,0.06943627,0.06952371,0.9999982,354120224.0,ZTF24aabdwqv
ztf,60318.13359950017,2564133592415015012,2,2564133592415,19.824928,1,2564,1.0270011,18.20493,18.2417,0.06563,0.0655,67.9917611,-10.4576876,0.9071429,t17_f5_c3,18.1843,0.0792,True,True,False,23.12.x,0.0,,18.145426,0.06202089,0.062129956,0.99998236,354120224.0,ZTF24aabdwqv
ztf,60318.134062500205,2564134062415015015,2,2564134062415,19.81922,1,2564,1.3409699,18.132967,18.1547,0.062090777,0.0608,67.9917123,-10.4575783,0.88714284,t17_f5_c3,18.1776,0.079,True,True,False,23.12.x,0.0,,18.077183,0.05887989,0.058981203,0.999998,354120224.0,ZTF24aabdwqv
ztf,60318.13453700021,2564134532415015012,2,2564134532415,19.86469,1,2564,1.655253,18.128225,18.1488,0.06645254,0.0601,67.9917412,-10.4574941,0.9071429,t17_f5_c3,18.1815,0.0787,True,False,True,23.12.x,0.0,,,,,0.99999976,354120224.0,ZTF24aabdwqv
ztf,60318.135011599865,2564135012415015010,2,2564135012415,19.848497,1,2564,1.9215552,18.159515,18.1682,0.055188913,0.0606,67.9916852,-10.4574092,0.8971428,t17_f5_c3,18.1613,0.0767,True,False,True,23.12.x,0.0,,,,,0.99999404,354120224.0,ZTF24aabdwqv
