tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,60317.21858800016,2563218581715015020,2,2563218581715,20.12627,1,2563,8.604072,18.462381,18.457,0.06779782,0.072,98.2228438,18.138773,0.94857144,t17_f5_c3,1.0,18.4246,0.089,563120217,True,False,True,23.12.x,0.0,ZTF24aaavmzw
ztf,60317.21905090008,2563219051715015017,2,2563219051715,20.154207,1,2563,8.559781,18.46048,18.4326,0.0684679,0.0691,98.2227422,18.1388057,0.9442857,t17_f5_c3,0.9999999,18.373,0.0833,563120217,True,False,True,23.12.x,0.0,ZTF24aaavmzw
ztf,60317.2195255002,2563219521715015019,2,2563219521715,20.25105,1,2563,8.42653,18.47643,18.4197,0.073695295,0.0642,98.2226566,18.1388016,0.93714285,t17_f5_c3,0.9999999,18.3291,0.0753,563120217,True,False,True,23.12.x,0.0,ZTF24aaavmzw
ztf,60317.220000000205,2563220001715015021,2,2563220001715,20.300322,1,2563,8.495457,18.54999,18.5148,0.07069024,0.0676,98.2225343,18.1388631,0.9557143,t17_f5_c3,0.9999994,18.4968,0.0846,563120217,True,False,True,23.12.x,0.0,ZTF24aaavmzw
ztf,60317.22047450021,2563220471715015018,2,2563220471715,20.356573,1,2563,8.509983,18.507233,18.5212,0.08602668,0.0656,98.2224471,18.1388941,0.9614286,t17_f5_c3,0.9999995,18.4068,0.0751,563120217,True,False,True,23.12.x,0.0,ZTF24aaavmzw
ztf,60317.22093749978,2563220931715015025,2,2563220931715,20.34979,1,2563,8.547086,18.4626,18.4632,0.06950425,0.0624,98.2223374,18.1389333,0.9614286,t17_f5_c3,0.9999999,18.4647,0.0794,563120217,True,False,True,23.12.x,0.0,ZTF24aaavmzw
