tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,60221.509340300225,2467509344015015001,2,2467509344015,18.625,1,2467,1.43385,18.5648,19.1609,0.335575,0.2578,142.3162359,-1.1688285,0.274286,t17_f5_c3,19.0938,0.3111,False,False,False,1.2.1,0.0,2.467514394015015e+18,,,,,,ZTF23abhzdhc
ztf,60221.51186340023,2467511864015015001,2,2467511864015,18.874,1,2467,1.93448,18.6127,18.7341,0.229644,0.1779,142.3162775,-1.1686939,0.435714,t17_f5_c3,18.7434,0.2301,False,False,False,1.2.1,0.0,2.467514394015015e+18,,,,,,ZTF23abhzdhc
ztf,60221.514398099855,2467514394015015002,2,2467514394015,18.866796,1,2467,1.8167483,18.49255,18.5505,0.1787714,0.1458,142.3162593,-1.1687227,0.45714286,t17_f5_c3,18.6959,0.2135,True,False,False,1.2.1,0.0,,0.44379774,416120240.0,,,,ZTF23abhzdhc
ztf,60221.516921299975,2467516924015015001,2,2467516924015,18.6935,1,2467,1.32873,19.0425,18.6416,0.344377,0.1567,142.3160141,-1.1688487,0.157143,t17_f5_c3,18.4704,0.1716,False,True,True,1.2.1,0.0,2.468517064015015e+18,,,18.633942,0.23570333,0.23638017,ZTF23abhzdhc
ztf,60221.51945600007,2467519454015015003,2,2467519454015,18.9697,1,2467,2.06295,18.6627,18.6057,0.181013,0.1528,142.3161172,-1.1686305,0.325714,t17_f5_c3,18.544,0.185,False,False,False,1.2.1,0.0,2.468517064015015e+18,,,,,,ZTF23abhzdhc
ztf,60222.51019679988,2468510194015015001,2,2468510194015,19.291222,1,2468,1.780577,18.65059,18.6751,0.114461236,0.1675,142.316138,-1.1687108,0.7828571,t17_f5_c3,18.4788,0.1793,True,False,False,1.2.1,0.0,,0.96002305,416120240.0,,,,ZTF23abhzdhc
ztf,60222.51706020022,2468517064015015003,2,2468517064015,19.470322,1,2468,1.8491422,18.676508,18.4834,0.1023681,0.1328,142.3161078,-1.1686905,0.7885714,t17_f5_c3,18.5764,0.1853,True,False,False,1.2.1,0.0,,0.9992789,416120240.0,,,,ZTF23abhzdhc
ztf,60222.51958330022,2468519584015015002,2,2468519584015,19.4351,1,2468,1.5207223,18.650702,18.7633,0.11076005,0.1735,142.3161389,-1.1687841,0.9128571,t17_f5_c3,18.9094,0.2546,True,False,False,1.2.1,0.0,,0.9971187,416120240.0,,,,ZTF23abhzdhc
ztf,60222.52210649988,2468522104015015002,2,2468522104015,19.350668,1,2468,1.6512891,18.54806,18.2608,0.0999729,0.1092,142.3162149,-1.1687589,0.6,t17_f5_c3,18.2174,0.1345,True,False,False,1.2.1,0.0,,0.9657562,416120240.0,,,,ZTF23abhzdhc
ztf,60222.52464119997,2468524644015015003,2,2468524644015,19.339994,1,2468,1.6575546,18.641474,18.761,0.10000007,0.1761,142.3162008,-1.1687539,0.7842857,t17_f5_c3,18.8415,0.2431,True,False,False,1.2.1,0.0,,0.9913666,416120240.0,,,,ZTF23abhzdhc
ztf,60223.510590299964,2469510594015015003,2,2469510594015,19.317116,1,2469,1.9466388,18.768518,18.7525,0.11532477,0.1666,142.3162015,-1.1686713,0.72571427,t17_f5_c3,18.751,0.2131,True,False,False,1.2.1,0.0,,0.92671406,416120240.0,,,,ZTF23abhzdhc
ztf,60223.513125000056,2469513124015015000,2,2469513124015,19.250826,1,2469,1.3085798,18.76405,18.8843,0.16103931,0.1887,142.3161758,-1.1688489,0.6628571,t17_f5_c3,18.7246,0.209,True,True,True,1.2.1,0.0,,0.7886157,416120240.0,18.435385,0.118042596,0.118977726,ZTF23abhzdhc
ztf,60223.51564810006,2469515644015015000,2,2469515644015,19.561937,1,2469,1.6576505,18.74018,18.8404,0.10819964,0.1772,142.3161291,-1.168745,0.8842857,t17_f5_c3,18.8534,0.2299,True,False,False,1.2.1,0.0,,0.9993297,416120240.0,,,,ZTF23abhzdhc
ztf,60223.51817130018,2469518174015015002,2,2469518174015,19.478714,1,2469,1.7695731,18.695004,18.7901,0.09595635,0.1717,142.3162263,-1.1687274,0.9014286,t17_f5_c3,18.9358,0.2517,True,False,False,1.2.1,0.0,,0.9955604,416120240.0,,,,ZTF23abhzdhc
ztf,60223.52070599981,2469520704015015001,2,2469520704015,19.737782,1,2469,1.7519684,18.75007,18.6552,0.11515231,0.1457,142.3161534,-1.1687205,0.89285713,t17_f5_c3,18.5157,0.1643,True,False,False,1.2.1,0.0,,0.99875313,416120240.0,,,,ZTF23abhzdhc
ztf,60223.52070599981,2469520704015025001,2,2469520704015,19.7378,1,2469,1.75197,18.7501,18.6552,0.115152,0.1457,142.3161534,-1.1687205,0.892857,t17_f5_c3,18.5157,0.1643,False,False,False,1.2.1,0.0,2.470513584015015e+18,,,,,,ZTF23abhzdhc
ztf,60224.51107640006,2470511074015015001,2,2470511074015,19.7642,1,2470,1.7007,18.8406,19.0421,0.084814,0.1936,142.316179,-1.1687373,0.928571,t17_f5_c3,19.056,0.2512,False,False,False,1.2.1,0.0,2.470513584015015e+18,,,,,,ZTF23abhzdhc
ztf,60224.51358800009,2470513584015015002,2,2470513584015,19.808634,1,2470,1.695379,18.838724,18.8219,0.112835005,0.1547,142.3161612,-1.1687368,0.9114286,t17_f5_c3,18.7484,0.1853,True,False,False,1.2.1,0.0,,0.9970052,416120240.0,,,,ZTF23abhzdhc
ztf,60224.516099500004,2470516094015015001,2,2470516094015,19.869225,1,2470,1.8034998,18.720179,18.6645,0.094703905,0.1305,142.3161653,-1.1687067,0.9242857,t17_f5_c3,18.8375,0.1958,True,False,False,1.2.1,0.0,,0.99971175,416120240.0,,,,ZTF23abhzdhc
ztf,60224.51861110004,2470518614015015003,2,2470518614015,19.90363,1,2470,1.7683952,18.749731,18.6602,0.09056703,0.129,142.3161392,-1.168715,0.9114286,t17_f5_c3,18.6866,0.1691,True,False,False,1.2.1,0.0,,0.9990568,416120240.0,,,,ZTF23abhzdhc
ztf,60224.52113430016,2470521134015015000,2,2470521134015,19.883444,1,2470,1.7512162,18.756578,18.8021,0.100239865,0.147,142.3161432,-1.1687193,0.91571426,t17_f5_c3,18.835,0.1938,True,False,False,1.2.1,0.0,,0.99970096,416120240.0,,,,ZTF23abhzdhc
ztf,60225.51413189992,2471514134015015004,2,2471514134015,19.700706,1,2471,1.6748419,18.825996,19.0815,0.09149206,0.2128,142.3161985,-1.1687485,0.92,t17_f5_c3,19.1222,0.2833,True,False,False,1.2.1,0.0,,0.9999449,416120240.0,,,,ZTF23abhzdhc
ztf,60225.51908560004,2471519084015015000,2,2471519084015,19.718155,1,2471,1.6483732,18.84592,18.8214,0.101286806,0.1694,142.3161878,-1.1687538,0.92,t17_f5_c3,18.8663,0.2264,True,False,False,1.2.1,0.0,,0.9978168,416120240.0,,,,ZTF23abhzdhc
ztf,60225.521562499925,2471521564015015002,2,2471521564015,19.677176,1,2471,1.7074682,18.84229,19.1958,0.11016615,0.2431,142.3161426,-1.1687316,0.8957143,t17_f5_c3,19.3974,0.375,True,False,False,1.2.1,0.0,,0.99973536,416120240.0,,,,ZTF23abhzdhc
ztf,60236.48266200023,2482482664015015001,2,2482482664015,19.689102,1,2482,1.7410722,19.140457,19.4205,0.15845823,0.2137,142.3161947,-1.1687288,0.69285715,t17_f5_c3,19.5515,0.3088,True,False,False,1.2.1,0.0,,0.9824585,416120240.0,,,,ZTF23abhzdhc
ztf,60238.49937500013,2484499374015015003,2,2484499374015,20.098309,1,2484,1.5697463,19.250814,18.9923,0.10181218,0.1354,142.3161923,-1.1687774,0.7271429,t17_f5_c3,18.9729,0.1701,True,False,False,1.2.1,0.0,,0.9275493,416120240.0,,,,ZTF23abhzdhc
