tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,oid
ztf,59984.55868060002,2230558682315015015,2,2230558682315,18.68,1,2230,1.49851,17.3812,17.4395,0.105865,0.0776,286.0870955,-3.6409402,0.517143,t17_f5_c3,17.3878,0.0944,False,False,False,1.1.6,0.0,2.230561122315015e+18,,,,,,ZTF22aaaunul
ztf,59984.561122700106,2230561122315015002,2,2230561122315,18.654829,1,2230,0.9606477,17.428772,17.6276,0.079118736,0.0943,286.0869646,-3.6408592,0.61714286,t17_f5_c3,17.6442,0.1223,True,True,True,1.1.6,0.0,,15.862337,0.010777892,0.018694133,0.9901224,436120223.0,ZTF22aaaunul
ztf,59984.5635532001,2230563552315015003,2,2230563552315,18.52982,1,2230,0.7680618,17.658955,17.5885,0.12464952,0.098,286.0869253,-3.6408023,0.5957143,t17_f5_c3,17.5655,0.1226,True,True,True,1.1.6,0.0,,15.912486,0.019149654,0.02495188,0.9885287,436120223.0,ZTF22aaaunul
ztf,59984.56598380022,2230565982315015002,2,2230565982315,18.472715,1,2230,0.9513609,17.511724,17.7104,0.10312816,0.1193,286.0869754,-3.6408154,0.5857143,t17_f5_c3,17.7032,0.1517,True,True,True,1.1.6,0.0,,15.881372,0.016916582,0.022973998,0.99982834,436120223.0,ZTF22aaaunul
ztf,59984.56842589984,2230568422315015005,2,2230568422315,18.318,1,2230,0.22906,17.3993,17.5611,0.114361,0.1253,286.0866718,-3.6408107,0.571429,t17_f5_c3,17.6249,0.1702,False,True,True,1.1.6,0.0,2.231563252315015e+18,15.855301,0.023035796,0.02758534,,,ZTF22aaaunul
ztf,59985.55839119991,2231558392315015009,2,2231558392315,18.7712,1,2231,1.46427,17.6126,17.6622,0.100975,0.0889,286.0870997,-3.640905,0.475714,t17_f5_c3,17.6228,0.1095,False,False,False,1.1.6,0.0,2.231563252315015e+18,,,,,,ZTF22aaaunul
ztf,59985.56082180003,2231560822315015002,2,2231560822315,18.8174,1,2231,0.117447,17.9061,17.6907,0.116243,0.097,286.0867235,-3.6407296,0.604286,t17_f5_c3,17.7787,0.1343,False,True,True,1.1.6,0.0,2.231563252315015e+18,15.957659,0.009754144,0.019319268,,,ZTF22aaaunul
ztf,59985.563252300024,2231563252315015007,2,2231563252315,18.548794,1,2231,0.8670892,17.504131,17.6123,0.11653737,0.0922,286.08693,-3.6408731,0.55857146,t17_f5_c3,17.6319,0.1197,True,True,True,1.1.6,0.0,,15.879677,0.020987242,0.026102573,0.90718585,436120223.0,ZTF22aaaunul
ztf,60021.483692099806,2267483692315015010,2,2267483692315,19.581799,1,2267,0.66112894,18.146763,18.3298,0.16094336,0.1033,286.0868228,-3.6409075,0.55,t17_f5_c3,18.2413,0.1204,True,True,False,1.1.6,0.0,,15.99414,0.01392003,0.022162762,0.99996966,436120223.0,ZTF22aaaunul
ztf,60032.442847200204,2278442842315015005,2,2278442842315,19.487553,1,2278,0.48820078,17.652775,17.6894,0.10976443,0.0524,286.0868487,-3.6407398,0.56,t17_f5_c3,17.671,0.0644,True,True,False,1.1.6,0.0,,15.911246,0.015227904,0.022072436,0.9999987,436120223.0,ZTF22aaaunul
