tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,parent_candid,oid
ztf,59249.56531250011,1495565311615015031,2,1495565311615,19.207,1,1495,1.99656,17.66,18.1909,0.144322,0.1419,280.8831545,-3.3639566,0.274286,t17_f5_c3,17.8935,0.1339,False,False,False,correction_0.0.1,0.0,,,,,,,ZTF21aagzfja
ztf,59249.56769679999,1495567691615015013,2,1495567691615,19.035826,1,1495,1.5382968,17.922422,18.0529,0.15047193,0.1344,280.8831654,-3.3635572,0.6042857,t17_f5_c3,17.8744,0.1424,True,False,False,correction_0.0.1,0.0,0.01698816,435120216.0,,,,,ZTF21aagzfja
ztf,59249.570081000216,1495570081615015020,2,1495570081615,18.958252,1,1495,1.5639716,18.21839,18.3178,0.17150924,0.1904,280.8831715,-3.3635972,0.6685714,t17_f5_c3,18.3728,0.2517,True,False,False,correction_0.0.1,0.0,0.0288049,435120216.0,,,,,ZTF21aagzfja
ztf,59250.56371530006,1496563712915015033,2,1496563712915,19.1388,1,1496,0.761537,17.6944,17.8645,0.165186,0.0982,280.8829016,-3.3636416,0.562857,t17_f5_c3,17.927,0.1304,False,True,True,correction_0.0.1,0.0,,,14.8897295,100.0,0.012476848,,ZTF21aagzfja
ztf,59251.56912040012,1497569122915015050,2,1497569122915,18.3279,1,1497,1.1833,17.2329,17.4409,0.157877,0.0932,280.8829405,-3.3638126,0.475714,t17_f5_c3,17.3569,0.1093,False,True,True,correction_0.0.1,0.0,,,14.847138,100.0,0.01753937,,ZTF21aagzfja
ztf,59253.56723379996,1499567232915015022,2,1499567232915,19.1773,1,1499,0.73669,17.4692,17.7732,0.119808,0.0998,280.8828739,-3.3636909,0.578571,t17_f5_c3,17.6951,0.1168,False,True,True,correction_0.0.1,0.0,,,14.87099,100.0,0.010944649,,ZTF21aagzfja
ztf,59255.54848380014,1501548481615015042,2,1501548481615,19.7796,1,1501,0.854686,17.3049,17.9754,0.147038,0.0832,280.8829112,-3.3637561,0.357143,t17_f5_c3,18.0386,0.109,False,True,True,correction_0.0.1,0.0,,,14.839673,100.0,0.015182354,,ZTF21aagzfja
ztf,59255.551562500186,1501551561615015025,2,1501551561615,19.7317,1,1501,1.14416,17.7694,17.98,0.105835,0.0873,280.8829269,-3.3638461,0.631429,t17_f5_c3,17.7737,0.0867,False,True,True,correction_0.0.1,0.0,,,14.879413,100.0,0.0073898328,,ZTF21aagzfja
ztf,59255.55462960014,1501554621615015077,2,1501554621615,19.661291,1,1501,1.6174119,17.535341,17.6295,0.07915313,0.0635,280.8830887,-3.3638724,0.39571428,t17_f5_c3,17.4527,0.0651,True,False,False,correction_0.0.1,0.0,0.17628078,435120216.0,,,,,ZTF21aagzfja
ztf,59255.55769680021,1501557691615015070,2,1501557691615,19.641039,1,1501,1.3162197,17.574364,17.6842,0.1484964,0.0659,280.8830522,-3.3637777,0.37,t17_f5_c3,17.5613,0.0723,True,True,True,correction_0.0.1,0.0,0.18836522,435120216.0,14.864595,100.0,0.012240768,,ZTF21aagzfja
