tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,59249.537164399866,1495537161115015002,1,1495537161115,20.111164,1,1495,1.4923227,19.724863,19.7963,0.17724906,0.2355,263.9900658,66.1021177,0.93,t17_f5_c3,0.9999881,19.7705,0.2935,848120111.0,True,False,False,correction_0.0.1,0.0,,,,ZTF21aagyvrm
ztf,59251.49480320001,1497494801115015002,2,1497494801115,19.9904,1,1497,1.40435,19.541,19.7112,0.13965,0.2489,263.9900564,66.1021273,0.951429,t17_f5_c3,,19.7386,0.3252,,False,False,False,correction_0.0.1,0.0,,,,ZTF21aagyvrm
ztf,59251.53483799985,1497534831115015004,1,1497534831115,20.1998,1,1497,1.52667,19.5135,19.421,0.138714,0.1482,263.9901606,66.102166,0.85,t17_f5_c3,,19.3298,0.1733,,False,False,False,correction_0.0.1,0.0,,,,ZTF21aagyvrm
ztf,59253.513830999844,1499513831115015009,2,1499513831115,20.497297,1,1499,1.4829202,19.54533,19.7696,0.13350685,0.2123,263.9901442,66.102144,0.95,t17_f5_c3,0.999992,19.9073,0.3053,848120211.0,True,False,False,correction_0.0.1,0.0,,,,ZTF21aagyvrm
ztf,59253.5359259001,1499535921115015005,1,1499535921115,20.597569,1,1499,1.3992605,19.31966,19.3163,0.10789396,0.1065,263.9899947,66.1021206,0.9628571,t17_f5_c3,0.99999684,19.2948,0.1317,848120111.0,True,True,True,correction_0.0.1,0.0,18.49926,0.035067044,0.050680075,ZTF21aagyvrm
ztf,59255.53614579979,1501536141115015006,1,1501536141115,20.702494,1,1501,1.4684075,19.365246,19.3594,0.100739405,0.0945,263.9900592,66.1021248,0.92285717,t17_f5_c3,0.99999934,19.2901,0.1111,848120111.0,True,False,False,correction_0.0.1,0.0,,,,ZTF21aagyvrm
ztf,59258.527280100156,1504527281115015003,1,1504527281115,20.23599,1,1504,1.3980463,19.392935,19.7729,0.129816,0.1916,263.9900268,66.1021412,0.83428574,t17_f5_c3,0.9999891,19.8391,0.2584,848120111.0,True,True,True,correction_0.0.1,0.0,18.533064,0.045085426,0.05880036,ZTF21aagyvrm
ztf,59263.47053240007,1509470531115015002,2,1509470531115,19.552984,1,1509,1.5050418,19.292864,19.1345,0.20179115,0.1465,263.9900013,66.102053,0.44285715,t17_f5_c3,0.9723838,19.1911,0.1964,848120211.0,True,False,False,correction_0.0.1,0.0,,,,ZTF21aagyvrm
ztf,59263.5373958,1509537391115015006,1,1509537391115,20.151913,1,1509,1.4323,19.363024,19.3176,0.15950514,0.1127,263.9899255,66.1020713,0.54142857,t17_f5_c3,0.99488246,19.3447,0.146,848120111.0,True,False,False,correction_0.0.1,0.0,,,,ZTF21aagyvrm
ztf,59266.528761600144,1512528761115015002,2,1512528761115,19.540493,1,1512,1.3711196,19.177902,19.3622,0.20887066,0.1661,263.9900041,66.1021133,0.5371429,t17_f5_c3,0.9879986,19.3514,0.2091,848120211.0,True,True,True,correction_0.0.1,0.0,18.238659,0.07438993,0.087938756,ZTF21aagyvrm
ztf,59268.44388889987,1514443881115015003,2,1514443881115,20.157513,1,1514,1.6633664,19.309385,19.2303,0.11988325,0.1816,263.9902299,66.1021024,0.97,t17_f5_c3,0.99997246,19.2699,0.2402,848120211.0,True,False,False,correction_0.0.1,0.0,,,,ZTF21aagyvrm
ztf,59268.51451390004,1514514511115015003,1,1514514511115,20.578356,1,1514,1.5677372,19.369686,19.3018,0.12618302,0.1128,263.9901528,66.1021351,0.93142855,t17_f5_c3,0.9999931,19.3047,0.1429,848120111.0,True,False,False,correction_0.0.1,0.0,,,,ZTF21aagyvrm
ztf,59270.51164350007,1516511641115015004,2,1516511641115,19.425001,1,1516,1.8283491,19.177475,19.4685,0.14887592,0.2892,263.990253,66.1020335,0.69714284,t17_f5_c3,0.99519444,19.2072,0.2912,848120211.0,True,False,False,correction_0.0.1,0.0,,,,ZTF21aagyvrm
ztf,59272.43146990007,1518431461115015005,1,1518431461115,18.7831,1,1518,1.90978,18.9414,18.7927,0.231728,0.2772,263.9903861,66.102107,0.515714,t17_f5_c3,,18.6986,0.3265,,False,False,False,correction_0.0.1,0.0,,,,ZTF21aagyvrm
ztf,59272.47334490018,1518473341115015003,2,1518473341115,19.33689,1,1518,1.5894904,19.278728,18.9351,0.18017156,0.2508,263.9900835,66.1020571,0.87,t17_f5_c3,0.9887768,19.1402,0.3882,848120211.0,True,False,False,correction_0.0.1,0.0,,,,ZTF21aagyvrm
ztf,59276.44879630022,1522448791115015001,1,1522448791115,19.712975,1,1522,1.5711235,19.519724,19.2508,0.16213162,0.213,263.9901026,66.1020988,0.89857143,t17_f5_c3,0.9999524,19.278,0.2795,848120111.0,True,False,False,correction_0.0.1,0.0,,,,ZTF21aagyvrm
ztf,59276.49895829987,1522498951115015006,2,1522498951115,20.1563,1,1522,1.6471547,19.28462,19.0954,0.10992502,0.1593,263.9902322,66.1021165,0.96428573,t17_f5_c3,0.99968183,19.1666,0.2166,848120211.0,True,False,False,correction_0.0.1,0.0,,,,ZTF21aagyvrm
ztf,59280.391944400035,1526391941115015003,1,1526391941115,19.921576,1,1526,1.5567753,19.663357,19.7748,0.19782959,0.2432,263.9902031,66.1021841,0.76285714,t17_f5_c3,0.9982862,19.6466,0.2756,848120111.0,True,False,False,correction_0.0.1,0.0,,,,ZTF21aagyvrm
ztf,59291.38773149997,1537387731115015006,2,1537387731115,20.346502,1,1537,1.6286414,19.395687,19.4702,0.12114586,0.1854,263.9902252,66.1021205,0.9714286,t17_f5_c3,0.9999348,19.6097,0.2675,848120211.0,True,False,False,correction_0.0.1,0.0,,,,ZTF21aagyvrm
ztf,59291.51084489981,1537510841115015006,1,1537510841115,20.604578,1,1537,1.515903,19.897446,19.8123,0.15773289,0.168,263.9901052,66.1021297,0.8957143,t17_f5_c3,0.9999703,19.8096,0.2119,848120111.0,True,False,False,correction_0.0.1,0.0,,,,ZTF21aagyvrm
ztf,59294.391701399814,1540391701115015004,1,1540391701115,20.227882,1,1540,1.1770861,19.927252,19.6561,0.21475703,0.1863,263.9898868,66.1021677,0.6242857,t17_f5_c3,0.998281,19.5126,0.2075,848120111.0,True,True,True,correction_0.0.1,0.0,18.743313,0.055768955,0.07217248,ZTF21aagyvrm
ztf,59297.39182869997,1543391821115015001,2,1543391821115,19.781113,1,1543,1.5563996,19.413696,19.4762,0.14990447,0.2653,263.9901998,66.1021425,0.96,t17_f5_c3,0.9999953,19.5638,0.3675,848120211.0,True,False,False,correction_0.0.1,0.0,,,,ZTF21aagyvrm
ztf,59302.42886570003,1548428861115015008,2,1548428861115,19.7021,1,1548,1.61481,19.2404,19.5448,0.189291,0.3694,263.9902474,66.1021444,0.734286,t17_f5_c3,,19.5695,0.4844,,False,False,False,correction_0.0.1,0.0,,,,ZTF21aagyvrm
ztf,59304.4514930998,1550451491115015004,2,1550451491115,19.506098,1,1550,1.5580572,19.375935,19.338,0.19029698,0.2619,263.9901992,66.1021412,0.71428573,t17_f5_c3,0.9997093,19.6375,0.4416,848120211.0,True,False,False,correction_0.0.1,0.0,,,,ZTF21aagyvrm
ztf,59307.47076389985,1553470761115015010,2,1553470761115,20.513147,1,1553,1.5657554,19.278467,19.2178,0.10797584,0.1356,263.9901851,66.1021245,0.93857145,t17_f5_c3,0.9999138,19.2917,0.1838,848120211.0,True,False,False,correction_0.0.1,0.0,,,,ZTF21aagyvrm
ztf,59309.470625000075,1555470621115015003,2,1555470621115,20.315905,1,1555,1.3825778,19.291523,19.3143,0.12214227,0.1486,263.99003,66.1021254,0.96428573,t17_f5_c3,0.99998045,19.453,0.2139,848120211.0,True,True,True,correction_0.0.1,0.0,18.285055,100.0,0.04833692,ZTF21aagyvrm
ztf,59311.3668056,1557366801115015004,1,1557366801115,20.363691,1,1557,1.3224888,20.160528,20.445,0.17770764,0.3254,263.9900356,66.1021932,0.89285713,t17_f5_c3,0.9950325,20.379,0.3892,848120111.0,True,True,True,correction_0.0.1,0.0,18.816256,0.015939359,0.051522493,ZTF21aagyvrm
ztf,59311.48523150012,1557485231115015007,2,1557485231115,20.70367,1,1557,1.4536886,19.25395,19.2171,0.101593785,0.1113,263.9901282,66.1021519,0.9657143,t17_f5_c3,0.99999666,19.3614,0.1597,848120211.0,True,False,False,correction_0.0.1,0.0,,,,ZTF21aagyvrm
