tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,oid
ztf,59137.45571759995,1383455714915015004,1,1383455714915,20.446,1,1383,1.51604,20.1457,19.8581,0.224258,0.2338,126.0241777,22.3799893,0.65,t17_f5_c3,19.4681,0.209,False,False,False,bulk_1.0.0,0.0,1.387484824915015e+18,,,,,,ZTF18aagiaza
ztf,59139.444571800064,1385444574915015010,1,1385444574915,20.1073,1,1385,1.55388,20.0583,20.096,0.330028,0.4041,126.024188,22.3799906,0.641429,t17_f5_c3,19.9575,0.4535,False,False,False,bulk_1.0.0,0.0,1.387484824915015e+18,,,,,,ZTF18aagiaza
ztf,59141.484826399945,1387484824915015007,2,1387484824915,20.413557,1,1387,1.0879877,19.452526,19.774,0.17249337,0.2377,126.0239455,22.3798422,0.63714284,t17_f5_c3,19.7792,0.2981,True,True,False,bulk_1.0.0,0.0,0.0,16.90388,0.011567659,0.01649354,0.24114898,567120249.0,ZTF18aagiaza
ztf,60200.50572919985,2446505724915015010,2,2446505724915,19.9824,1,2446,1.06424,19.4015,19.7123,0.244377,0.3064,126.023897,22.3798136,0.635714,t17_f5_c3,19.8378,0.4352,False,True,False,1.2.1,0.0,2.450514454915015e+18,16.898895,0.021386433,0.02437914,,,ZTF18aagiaza
ztf,60204.51445600018,2450514454915015011,2,2450514454915,20.141462,1,2450,0.71852,19.494665,19.4712,0.1611229,0.2247,126.0239049,22.3799685,0.8242857,t17_f5_c3,19.7903,0.3798,True,True,False,1.2.1,0.0,,16.907839,0.009055219,0.014873968,0.98877203,567120249.0,ZTF18aagiaza
ztf,60222.48704859987,2468487044915015003,2,2468487044915,19.325499,1,2468,0.5608337,19.10898,19.3033,0.21575,0.2754,126.0238132,22.3799321,0.82285714,t17_f5_c3,19.2905,0.347,True,True,False,1.2.1,0.0,,16.865911,0.024866182,0.027335247,0.99876225,567120249.0,ZTF18aagiaza
ztf,60258.40540509997,2504405404915015007,1,2504405404915,20.06574,1,2504,0.9045012,19.902084,20.3263,0.20230679,0.397,126.0239907,22.3800286,0.85142857,t17_f5_c3,20.5873,0.6432,True,True,False,1.2.1,0.0,,18.01418,0.033897348,0.035550714,0.99980474,567120149.0,ZTF18aagiaza
ztf,60262.469490699936,2508469494915015010,2,2508469494915,20.271444,1,2508,0.71116674,19.432053,19.3343,0.17804489,0.1714,126.0239082,22.3799768,0.7185714,t17_f5_c3,19.3692,0.222,True,True,False,1.2.1,0.0,,16.901905,0.0127338655,0.017316919,0.83559215,567120249.0,ZTF18aagiaza
ztf,60293.4148380002,2539414834915015014,2,2539414834915,20.335747,1,2539,0.35667032,19.455858,19.5734,0.13264665,0.1593,126.0238129,22.3800437,0.88,t17_f5_c3,19.4034,0.1724,True,True,False,23.12.x,0.0,,16.904198,0.0046553556,0.0126483,0.9999871,567120249.0,ZTF18aagiaza
ztf,60293.48158559995,2539481584915015017,1,2539481584915,20.8217,1,2539,0.249418,20.6144,20.8044,0.265493,0.3317,126.0237339,22.3800984,0.9,t17_f5_c3,20.9272,0.4729,False,True,True,23.12.x,0.0,2.557284424915015e+18,18.110086,0.023712317,0.02644399,,,ZTF18aagiaza
ztf,60311.28442130005,2557284424915015004,2,2557284424915,19.752792,1,2557,0.36399212,19.38242,19.343,0.19536287,0.2276,126.0238122,22.380093,0.9185714,t17_f5_c3,19.3732,0.2967,True,True,False,23.12.x,0.0,,16.896976,0.015986245,0.019799992,0.9998658,567120249.0,ZTF18aagiaza
ztf,60323.35634260019,2569356344915015009,2,2569356344915,19.993433,1,2569,0.75330526,19.358505,19.3918,0.15915254,0.1835,126.0239334,22.3800959,0.8971428,t17_f5_c3,19.2869,0.2095,True,True,False,23.12.x,0.0,,16.89453,0.011610694,0.016452169,0.9991625,567120249.0,ZTF18aagiaza
ztf,60627.53950229986,2873539504915015006,2,2873539504915,20.145714,1,2873,0.31082588,19.455881,19.2982,0.19137578,0.1774,126.0237618,22.3801276,0.81714284,t17_f5_c3,19.3394,0.2318,True,True,False,25.0.0,0.0,,16.9042,0.013952803,0.018247971,0.99506927,567120249.0,ZTF18aagiaza
ztf,60728.21207180014,2974212074915015012,2,2974212074915,20.096064,1,2974,0.6501781,19.300175,19.5211,0.1465957,0.2271,126.0238873,22.3801288,0.93857145,t17_f5_c3,19.6033,0.3088,True,True,False,26.0.1,0.0,,16.888351,0.010884659,0.01589982,0.99999166,567120249.0,ZTF18aagiaza
ztf,60734.27109949989,2980271094915015011,2,2980271094915,20.1757,1,2980,0.10408601,19.40458,19.4505,0.1798039,0.1942,126.0237388,22.3800715,0.93285716,t17_f5_c3,19.508,0.2569,True,True,False,26.0.1,0.0,,16.899202,0.01353026,0.017891569,0.9969976,567120249.0,ZTF18aagiaza
ztf,61031.38078700006,3277380784915015017,2,3277380784915,20.550936,1,3277,1.0842994,19.680798,19.7537,0.18961877,0.2138,126.0240278,22.3799928,0.4457143,t17_f5_c3,19.7471,0.2671,True,True,False,27.5.7a32.dev1,0.0,,16.923746,0.008975322,0.014964442,0.06907669,567120249.0,ZTF18aagiaza
