tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,60679.573935199995,2925573930615015042,2,2925573930615,18.070242,1,2925,0.5643732,16.717766,14.468767,17.0265,0.10907413,0.0041275853,0.013744294,0.0919,265.687065,4.7771441,0.61,t17_f5_c3,0.9428645,17.0065,0.1141,1531120206,True,True,False,26.0.1,0.0,ZTF22abeecyr
ztf,60679.5744097,2925574400615015004,2,2925574400615,18.240356,1,2925,0.80993813,16.672213,14.462921,16.7845,0.0658547,100.0,0.008607363,0.0713,265.6871345,4.776963,0.71,t17_f5_c3,0.9925859,16.7233,0.0852,1531120206,True,True,False,26.0.1,0.0,ZTF22abeecyr
ztf,60687.5686458,2933568640615015002,2,2933568640615,18.275684,1,2933,0.56883216,16.820843,14.48123,17.0302,0.08367736,100.0,0.009699801,0.0579,265.6870792,4.7770075,0.61285716,t17_f5_c3,0.9169372,16.9846,0.0696,1531120206,True,True,False,26.0.1,0.0,ZTF22abeecyr
ztf,60688.56201389991,2934562010615015018,2,2934562010615,18.03087,1,2934,0.541769,16.520807,14.441891,16.5973,0.06811466,100.0,0.01003862,0.0468,265.6870324,4.7771742,0.66571426,t17_f5_c3,0.77662444,16.5429,0.0562,1531120206,True,True,False,26.0.1,0.0,ZTF22abeecyr
ztf,60688.56538189994,2934565380615015020,2,2934565380615,18.286139,1,2934,0.70543075,16.418728,14.42623,16.4249,0.04182719,100.0,0.006675128,0.0397,265.6870953,4.7769543,0.6357143,t17_f5_c3,0.9411839,16.3601,0.0471,1531120206,True,True,False,26.0.1,0.0,ZTF22abeecyr
ztf,60688.56981479982,2934569810615015016,2,2934569810615,18.277668,1,2934,0.114319295,16.187244,14.385816,16.3854,0.05251518,100.0,0.009993405,0.0383,265.6869165,4.7770327,0.6542857,t17_f5_c3,0.986822,16.3585,0.0471,1531120206,True,True,False,26.0.1,0.0,ZTF22abeecyr
ztf,60692.56087959977,2938560870615015002,2,2938560870615,19.112741,1,2938,0.7410133,16.314623,14.408932,16.3824,0.043426484,100.0,0.0075072064,0.0276,265.6867398,4.7771533,0.8042857,t17_f5_c3,0.9850554,16.3883,0.0341,1531120206,True,True,False,26.0.1,0.0,ZTF22abeecyr
ztf,61051.58247689996,3297582470615010143,2,3297582470615,17.660818,-1,3297,0.6230661,16.903854,14.755605,17.2743,0.12778641,0.0045426637,0.017667891,0.1445,265.6869084,4.7772368,0.48142856,t17_f5_c3,0.80134696,17.2971,0.1888,1531120206,True,True,False,27.5.7a32.dev1,0.0,ZTF22abeecyr
ztf,61052.571411999874,3298571410615015157,2,3298571410615,18.71979,1,3298,0.8210348,17.33676,14.529907,17.5083,0.09505612,100.0,0.0071653794,0.0877,265.6868837,4.776836,0.46571428,t17_f5_c3,0.8437699,17.4972,0.1081,1531120206,True,True,False,27.5.7a32.dev1,0.0,ZTF22abeecyr
ztf,61053.571030099876,3299571030615015007,2,3299571030615,18.838663,1,3299,1.3220164,16.685194,14.464609,16.4107,0.06911678,100.0,0.008940246,0.0266,265.6866147,4.7772646,0.4757143,t17_f5_c3,0.65826976,16.3489,0.0309,1531120206,True,True,False,27.5.7a32.dev1,0.0,ZTF22abeecyr
ztf,61053.57616900001,3299576160615015001,2,3299576160615,18.349453,1,3299,0.45319194,16.34999,14.414965,16.3738,0.050133664,100.0,0.008435656,0.0366,265.6869403,4.7771895,0.6742857,t17_f5_c3,0.93154836,16.3337,0.0443,1531120206,True,True,False,27.5.7a32.dev1,0.0,ZTF22abeecyr
ztf,61053.581689800136,3299581680615015120,2,3299581680615,17.894394,1,3299,0.48852298,16.487215,14.436874,16.681,0.08134921,100.0,0.012308837,0.0793,265.686927,4.7769252,0.4842857,t17_f5_c3,0.98626554,16.5847,0.0925,1531120206,True,True,False,27.5.7a32.dev1,0.0,ZTF22abeecyr
