tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,oid
ztf,59248.5541087999,1494554105015015014,2,1494554105015,19.8463,1,1494,0.615341,15.5059,13.996175,15.5343,0.070463,100.0,0.017541662,0.0102,280.3671359,13.9717428,0.601429,t17_f5_c3,15.5049,0.0115,False,True,False,correction_0.0.1,0.0,,,ZTF20aahhbpf
ztf,59248.557129600085,1494557125015015016,2,1494557125015,19.9116,1,1494,0.754521,15.5303,14.002197,15.5794,0.083331,100.0,0.020396965,0.0104,280.3671416,13.9717022,0.595714,t17_f5_c3,15.5427,0.0116,False,True,False,correction_0.0.1,0.0,,,ZTF20aahhbpf
ztf,59248.56315970002,1494563155015015010,2,1494563155015,19.5869,1,1494,0.602922,15.5861,14.015593,15.5864,0.057164,100.0,0.013456122,0.0114,280.3671175,13.9717385,0.607143,t17_f5_c3,15.5593,0.013,False,True,False,correction_0.0.1,0.0,,,ZTF20aahhbpf
ztf,59249.54962959979,1495549625015015009,2,1495549625015,19.4625,1,1495,0.733753,15.5031,13.995477,15.5716,0.046086,100.0,0.011495279,0.0113,280.3671849,13.9717333,0.677143,t17_f5_c3,15.5236,0.0127,False,True,False,correction_0.0.1,0.0,,,ZTF20aahhbpf
ztf,59249.55259260023,1495552595015015013,2,1495552595015,19.5551,1,1495,0.685268,15.5793,14.0139885,15.5629,0.04342,100.0,0.010269877,0.0107,280.3671477,13.9717234,0.544286,t17_f5_c3,15.5009,0.0118,False,True,False,correction_0.0.1,0.0,,,ZTF20aahhbpf
ztf,59249.55555560021,1495555555015015007,2,1495555555015,19.473,1,1495,0.708079,15.5642,14.010398,15.5846,0.052425,100.0,0.012531917,0.0115,280.3671207,13.9717068,0.557143,t17_f5_c3,15.5442,0.013,False,True,False,correction_0.0.1,0.0,,,ZTF20aahhbpf
ztf,59249.55851850007,1495558515015015008,2,1495558515015,19.5304,1,1495,0.424285,15.6304,14.02586,15.5864,0.036139,100.0,0.008244419,0.0113,280.367132,13.9718093,0.68,t17_f5_c3,15.5438,0.0128,False,True,False,correction_0.0.1,0.0,,,ZTF20aahhbpf
ztf,59249.561481500044,1495561485015015012,2,1495561485015,19.5798,1,1495,0.640181,15.6688,14.034501,15.5837,0.041896,100.0,0.009299355,0.011,280.3671182,13.971726,0.617143,t17_f5_c3,15.5403,0.0124,False,True,False,correction_0.0.1,0.0,,,ZTF20aahhbpf
ztf,59250.547847200185,1496547845015015010,2,1496547845015,19.4521,1,1496,0.477997,15.5185,13.999297,15.5387,0.036116,100.0,0.008912889,0.0111,280.3671277,13.9717841,0.822857,t17_f5_c3,15.5119,0.0127,False,True,False,correction_0.0.1,0.0,,,ZTF20aahhbpf
ztf,59250.550844899844,1496550845015015009,2,1496550845015,19.5477,1,1496,0.359589,15.5054,13.99605,15.6309,0.072868,100.0,0.018146666,0.0108,280.3670834,13.9717975,0.791429,t17_f5_c3,15.6149,0.0123,False,True,False,correction_0.0.1,0.0,,,ZTF20aahhbpf
