tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,59300.3368286998,1546336820015015015,1,1546336820015,18.53238,1,1546,0.96796393,18.379894,17.98968,18.4737,0.14139889,0.094721414,0.098709755,0.269,192.2743255,-12.2076641,0.7014286,t17_f5_c3,0.99958336,18.8346,0.4813,371120100.0,True,True,False,correction_0.0.1,0.0,ZTF21aaquhqr
ztf,59303.29293979984,1549292930015015039,1,1549292930015,18.654457,1,1549,0.99237037,18.080326,17.772173,18.2064,0.102541216,0.073780715,0.07720352,0.2137,192.2743056,-12.2076761,0.82285714,t17_f5_c3,0.99996454,18.1291,0.2553,371120100.0,True,True,False,correction_0.0.1,0.0,ZTF21aaquhqr
ztf,59303.3349768999,1549334970015015031,2,1549334970015,18.8346,1,1549,1.4993417,18.155306,,18.2138,0.11987385,,,0.2176,192.2743496,-12.2076946,0.88714284,t17_f5_c3,0.9999398,18.3094,0.3051,371120200.0,True,False,False,correction_0.0.1,0.0,ZTF21aaquhqr
ztf,59304.270393500105,1550270391315015002,1,1550270391315,18.900234,1,1550,1.3413812,17.982248,17.68338,18.1095,0.091616355,0.06685421,0.069570586,0.1519,192.2743469,-12.2076632,0.8457143,t17_f5_c3,0.99999785,18.0715,0.188,372120113.0,True,True,False,correction_0.0.1,0.0,ZTF21aaquhqr
ztf,59304.31721059978,1550317211315015028,2,1550317211315,18.905325,1,1550,1.2271495,18.089626,17.651659,18.03,0.11355263,0.06649375,0.07585958,0.14,192.2743477,-12.2076469,0.8457143,t17_f5_c3,0.99937713,18.0715,0.1865,372120213.0,True,True,True,correction_0.0.1,0.0,ZTF21aaquhqr
ztf,59305.316041700076,1551316040015015027,1,1551316040015,19.401419,1,1551,0.9473933,17.98617,17.700533,17.9565,0.081789784,0.05915876,0.062870175,0.0902,192.274304,-12.2076612,0.9142857,t17_f5_c3,0.9999959,17.9577,0.1153,371120100.0,True,True,False,correction_0.0.1,0.0,ZTF21aaquhqr
ztf,59307.29488429986,1553294880015015024,1,1553294880015,20.410933,1,1553,0.92274874,17.868176,17.608717,17.8837,0.05417265,0.037910998,0.04265759,0.04,192.274331,-12.2076496,0.9557143,t17_f5_c3,0.9999998,17.951,0.0528,371120100.0,True,True,False,correction_0.0.1,0.0,ZTF21aaquhqr
ztf,59307.31456020009,1553314561315015017,1,1553314561315,20.443888,1,1553,1.3857448,17.857239,17.587162,17.7595,0.049278565,0.034149416,0.038426224,0.0352,192.2743543,-12.2076741,0.9185714,t17_f5_c3,0.99999976,17.8236,0.0463,372120113.0,True,True,False,correction_0.0.1,0.0,ZTF21aaquhqr
ztf,59307.336608800106,1553336601315015011,2,1553336601315,20.29118,1,1553,1.4018359,17.878435,,17.8615,0.059399277,,,0.0462,192.2743656,-12.2076964,0.9457143,t17_f5_c3,0.9999993,17.8452,0.0568,372120213.0,True,False,False,correction_0.0.1,0.0,ZTF21aaquhqr
ztf,59307.45310189994,1553453100015015015,2,1553453100015,19.69332,1,1553,1.425489,17.903927,,17.8924,0.06567846,,,0.0753,192.274325,-12.2076868,0.95,t17_f5_c3,0.9999857,17.9489,0.1008,371120200.0,True,False,False,correction_0.0.1,0.0,ZTF21aaquhqr
