tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,rbversion,oid
ztf,58242.40746530006,488407461015015001,1,488407461015,20.0668,1,488,0.525294,19.9206,17.682228,19.7033,0.123319,100.0,0.01569208,0.1624,227.9608315,66.4134782,0.37,19.1604,0.2083,False,True,False,bulk_1.0.0,0.0,5.18266801015015e+17,,,,ZTF18aamyaaj
ztf,58255.34684030013,501346841015015000,1,501346841015,20.8052,1,501,0.280598,19.4414,17.60816,19.3452,0.080364,100.0,0.0148513215,0.108,227.9607153,66.4135282,0.423333,19.4911,0.1512,False,True,False,bulk_1.0.0,0.0,5.30243211015015e+17,,,,ZTF18aamyaaj
ztf,58258.286041699816,504286041015015000,1,504286041015,20.7352,1,504,0.544714,19.3928,17.599012,19.4134,0.078987,100.0,0.015137037,0.115,227.9604932,66.4134427,0.356667,19.2129,0.1175,False,True,False,bulk_1.0.0,0.0,5.30243211015015e+17,,,,ZTF18aamyaaj
ztf,58269.28303240007,515283031015015000,1,515283031015,19.691,1,515,0.334528,19.3102,17.58269,19.4723,0.16393,0.026200006,0.033392895,0.307,227.9607989,66.4135427,0.67,19.4631,0.3891,False,True,False,bulk_1.0.0,0.0,5.36197851015015e+17,,,,ZTF18aamyaaj
ztf,58272.26680559991,518266801015015004,1,518266801015,20.662035,1,518,0.18216634,19.417978,17.603792,19.4399,0.08754004,100.0,0.016463893,0.1354,227.960613,66.4135429,0.83666664,19.4482,0.1692,False,True,False,bulk_1.0.0,0.0,5.46309501015015e+17,0.0,846120110.0,,ZTF18aamyaaj
ztf,58278.22134259995,524221341015015000,1,524221341015,20.702919,1,524,0.31709456,19.436832,17.607313,19.4128,0.084227905,100.0,0.015618832,0.1219,227.9606676,66.4135039,0.87333333,19.4294,0.1527,False,True,False,bulk_1.0.0,0.0,5.46309501015015e+17,0.0,846120110.0,,ZTF18aamyaaj
ztf,58284.243217600044,530243211015015000,1,530243211015,20.782454,1,530,0.21190375,19.592241,17.634502,19.6973,0.09458768,100.0,0.015586154,0.1543,227.9604974,66.4135479,0.87,19.8803,0.2246,False,True,False,bulk_1.0.0,0.0,5.58331841015015e+17,0.0,846120110.0,,ZTF18aamyaaj
ztf,58290.19785880018,536197851015015001,1,536197851015,20.20172,1,536,0.09911581,19.51627,17.621613,19.5864,0.17509088,0.02178233,0.030577393,0.2189,227.9605904,66.4135597,0.79333335,19.4028,0.2337,False,True,False,bulk_1.0.0,0.0,5.52182781015015e+17,0.0,846120110.0,,ZTF18aamyaaj
ztf,58293.19946759986,539199461015015000,1,539199461015,19.956318,1,539,0.33027717,19.32823,17.586338,20.0241,0.19460636,0.033148862,0.039120104,0.3949,227.9607574,66.4135213,0.68,19.8382,0.4237,False,True,False,bulk_1.0.0,0.0,5.58331841015015e+17,0.0,846120110.0,,ZTF18aamyaaj
ztf,58296.18171299994,542181711015015000,1,542181711015,19.350996,1,542,0.17908145,19.169987,17.552622,19.3582,0.2082754,0.042418424,0.046956062,0.3,227.9605192,66.4135497,0.5733333,19.3223,0.371,False,True,False,bulk_1.0.0,0.0,5.52182781015015e+17,0.0,846120110.0,,ZTF18aamyaaj
ztf,58300.309502299875,546309501015015005,1,546309501015,19.864569,1,546,0.3669609,18.903782,17.486652,18.9163,0.14232256,0.03361074,0.038585305,0.1676,227.9607789,66.4135136,0.69666666,18.8845,0.2072,False,True,False,bulk_1.0.0,0.0,5.52182781015015e+17,0.0,846120110.0,,ZTF18aamyaaj
ztf,58300.32285880018,546322851015015002,2,546322851015,19.923918,1,546,0.17971528,19.014618,17.056564,18.9142,0.1193896,100.0,0.019667327,0.1794,227.960624,66.413536,0.81,18.7753,0.1998,False,True,False,bulk_1.0.0,0.0,5.58331841015015e+17,0.0,846120210.0,,ZTF18aamyaaj
ztf,58303.34869210003,549348691015015001,2,549348691015,20.09566,1,549,0.26854596,19.338684,17.10373,19.1538,0.21529342,100.0,0.02748202,0.1795,227.9607346,66.4135242,0.6666667,19.3647,0.2732,False,True,False,bulk_1.0.0,0.0,5.58331841015015e+17,0.0,846120210.0,,ZTF18aamyaaj
ztf,58306.18278940022,552182781015015000,2,552182781015,20.189796,1,552,0.35355002,18.778082,17.01388,18.6758,0.11600351,100.0,0.022844955,0.1031,227.9608512,66.4135564,0.77666664,18.5923,0.1185,False,True,False,bulk_1.0.0,0.0,5.58331841015015e+17,0.0,846120210.0,,ZTF18aamyaaj
ztf,58312.220046299975,558220041015015001,2,558220041015,20.406914,1,558,0.19069651,18.668358,16.991377,18.5821,0.09377303,100.0,0.02001177,0.0901,227.9606612,66.4135316,0.76,18.5617,0.1091,False,True,False,bulk_1.0.0,0.0,5.58331841015015e+17,0.0,846120210.0,,ZTF18aamyaaj
ztf,58312.3318403,558331841015015004,1,558331841015,20.376625,1,558,0.20424391,18.44863,17.343264,18.4681,0.09254514,0.029019855,0.033435434,0.0742,227.960734,66.4135644,0.75333333,18.4781,0.0929,False,True,False,bulk_1.0.0,0.0,5.83178151015015e+17,0.0,846120110.0,,ZTF18aamyaaj
ztf,58320.196886599995,566196881015015006,1,566196881015,20.23282,1,566,0.2799701,18.608513,17.39835,18.6521,0.074140005,0.016920323,0.024321318,0.0953,227.9607934,66.4135682,0.83,18.5517,0.1096,False,True,False,bulk_1.0.0,0.0,5.83178151015015e+17,0.0,846120110.0,t8_f5_c3,ZTF18aamyaaj
ztf,58320.2684491002,566268441015015001,2,566268441015,20.199045,1,566,0.2571496,18.895718,17.03606,18.9987,0.12572195,100.0,0.022675047,0.1526,227.9607347,66.4135274,0.81333333,19.0077,0.193,False,True,False,bulk_1.0.0,0.0,5.83178151015015e+17,0.0,846120210.0,t8_f5_c3,ZTF18aamyaaj
ztf,58324.18237269996,570182371015015005,2,570182371015,18.962942,1,570,0.21938235,18.710632,17.000261,18.8353,0.13894989,100.0,0.028754761,0.3757,227.9606401,66.4135207,0.73,18.4854,0.3486,False,True,False,bulk_1.0.0,0.0,5.83178151015015e+17,0.0,846120210.0,t8_f5_c3,ZTF18aamyaaj
ztf,58324.30443290016,570304431015015001,1,570304431015,19.440554,1,570,0.02646117,18.414606,17.330847,18.3662,0.09423011,0.030602755,0.034728512,0.1335,227.9606007,66.4135821,0.80333334,18.4297,0.1805,False,True,False,bulk_1.0.0,0.0,5.83178151015015e+17,0.0,846120110.0,t8_f5_c3,ZTF18aamyaaj
ztf,58331.166782400105,577166781015015001,2,577166781015,20.15654,1,577,0.3321162,18.745323,17.007349,18.7239,0.120476976,100.0,0.02430607,0.1112,227.9608344,66.4135547,0.8566667,18.6725,0.1322,False,True,False,bulk_1.0.0,0.0,5.83178151015015e+17,0.0,846120210.0,t8_f5_c3,ZTF18aamyaaj
ztf,58331.3037268999,577303721015015001,1,577303721015,19.798752,1,577,0.116905846,18.379852,17.31791,18.318,0.09006723,0.029729584,0.033867992,0.1055,227.9605656,66.4135638,0.8066667,18.3527,0.1383,False,True,False,bulk_1.0.0,0.0,5.83178151015015e+17,0.0,846120110.0,t8_f5_c3,ZTF18aamyaaj
ztf,58334.16403939994,580164031015015003,2,580164031015,20.153173,1,580,0.20322926,18.93335,17.042751,19.1596,0.13008882,100.0,0.022803469,0.1733,227.9607045,66.4135414,0.83666664,19.2355,0.2327,False,True,False,bulk_1.0.0,0.0,5.83178151015015e+17,0.0,846120210.0,t8_f5_c3,ZTF18aamyaaj
ztf,58334.18496529991,580184961015015003,1,580184961015,20.639275,1,580,0.21714021,18.556696,17.381077,18.6548,0.088227436,0.024434455,0.029878307,0.0683,227.9607419,66.4135657,0.82666665,18.7084,0.0882,False,True,False,bulk_1.0.0,0.0,5.83178151015015e+17,0.0,846120110.0,t8_f5_c3,ZTF18aamyaaj
ztf,58337.178159699775,583178151015015004,1,583178151015,20.745228,1,583,0.11138303,18.453482,17.345013,18.507,0.07326484,0.02049356,0.026394187,0.0561,227.9606698,66.4135757,0.7266667,18.4524,0.0653,False,True,False,bulk_1.0.0,0.0,5.96177241015015e+17,0.0,846120110.0,t8_f5_c3,ZTF18aamyaaj
ztf,58337.19593749987,583195931015015000,2,583195931015,20.41159,1,583,0.48152688,18.861279,17.029768,18.7812,0.14464119,100.0,0.02677242,0.0981,227.9609072,66.413516,0.63,18.7188,0.1143,False,True,False,bulk_1.0.0,0.0,5.96177241015015e+17,0.0,846120210.0,t8_f5_c3,ZTF18aamyaaj
ztf,58344.16545139998,590165451015015003,1,590165451015,20.562317,1,590,0.19454242,18.536753,17.37428,18.5898,0.08927716,0.025386987,0.030602157,0.0691,227.9607234,66.4135625,0.7633333,18.5533,0.0826,False,True,False,bulk_1.0.0,0.0,5.96177241015015e+17,0.0,846120110.0,t8_f5_c3,ZTF18aamyaaj
ztf,58344.183298599906,590183291015015003,2,590183291015,20.368174,1,590,0.06660754,18.907383,17.038155,18.932,0.120494045,100.0,0.021541426,0.1234,227.9606432,66.4135738,0.67,18.864,0.1438,False,True,False,bulk_1.0.0,0.0,5.96177241015015e+17,0.0,846120210.0,t8_f5_c3,ZTF18aamyaaj
ztf,58347.20162039995,593201621015015002,1,593201621015,20.351137,1,593,0.20465672,18.579681,17.388807,18.5315,0.085780084,0.022816194,0.028644186,0.0767,227.9607476,66.4135878,0.78333336,18.4414,0.0883,False,True,False,bulk_1.0.0,0.0,5.96177241015015e+17,0.0,846120110.0,t8_f5_c3,ZTF18aamyaaj
ztf,58350.177245399915,596177241015015000,2,596177241015,20.240822,1,596,0.19550511,18.879625,17.03314,18.6256,0.12519713,100.0,0.022856006,0.1071,227.9606393,66.413523,0.6,18.5594,0.1261,True,True,False,bulk_1.0.0,0.0,0.0,0.0,846120210.0,t8_f5_c3,ZTF18aamyaaj
