tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,rbversion,oid
ztf,58317.3583217999,563358321015015032,1,563358321015,20.41769,1,563,1.4056907,19.656624,19.798,0.17538443,0.2037,287.6289982,15.5087376,0.40666667,0.0,19.6139,0.2277,590120110.0,False,False,False,bulk_1.0.0,0.0,5.653739910150151e+17,,,,,ZTF18aaxanyx
ztf,58317.40226850007,563402261015015393,2,563402261015,20.0468,1,563,0.921752,18.9454,18.2899,0.133228,0.0833,287.6290298,15.5086855,0.473333,,18.007,0.0878,,False,True,False,bulk_1.0.0,0.0,5.653739910150151e+17,18.63698,0.098599456,0.10028311,t8_f5_c3,ZTF18aaxanyx
ztf,58318.40084489994,564400841015015078,1,564400841015,20.929085,1,564,1.3865004,19.647858,19.691,0.127306,0.1307,287.6289924,15.5087249,0.47666666,0.0,19.6302,0.1654,590120110.0,False,True,True,bulk_1.0.0,0.0,5.653739910150151e+17,19.51447,0.11047068,0.11258841,t8_f5_c3,ZTF18aaxanyx
ztf,58319.37399310013,565373991015015079,1,565373991015,20.551466,1,565,1.4493111,20.10207,20.4719,0.19508669,0.3257,287.6289858,15.5087438,0.29333332,0.0,20.4373,0.4169,590120110.0,True,False,False,bulk_1.0.0,0.0,0.0,,,,t8_f5_c3,ZTF18aaxanyx
ztf,58363.18714120006,609187141015015076,1,609187141015,20.344866,1,609,1.2476257,19.536068,19.624,0.15305269,0.1601,287.6290246,15.5087,0.61333334,0.0,19.6852,0.2219,590120110.0,False,True,True,bulk_1.0.0,0.0,6.09233901015015e+17,19.415031,0.13546309,0.13690713,t8_f5_c3,ZTF18aaxanyx
ztf,58363.233900499996,609233901015015049,2,609233901015,20.276686,1,609,1.1112136,18.82873,18.9705,0.09827646,0.1215,287.6290003,15.5087281,0.8,0.0,19.1495,0.196,590120210.0,False,True,False,bulk_1.0.0,0.0,6.11248061015015e+17,18.548016,0.073989905,0.07588637,t8_f5_c3,ZTF18aaxanyx
ztf,58364.14704860002,610147041015015045,2,610147041015,20.333664,1,610,1.0866829,18.996382,18.9614,0.10578194,0.114,287.6289859,15.5087141,0.77666664,0.0,19.1083,0.1807,590120210.0,False,True,False,bulk_1.0.0,0.0,6.11248061015015e+17,18.67513,0.076371804,0.078688495,t8_f5_c3,ZTF18aaxanyx
ztf,58364.23129629996,610231291015015090,1,610231291015,20.883385,1,610,1.4251359,19.719618,19.4477,0.14771575,0.1047,287.6289953,15.5087441,0.53333336,0.0,19.5916,0.1599,590120110.0,False,False,False,bulk_1.0.0,0.0,6.11248061015015e+17,,,,t8_f5_c3,ZTF18aaxanyx
ztf,58365.24806710007,611248061015015099,1,611248061015,20.952637,1,611,1.4361652,19.465412,19.5183,0.13058165,0.1087,287.6289887,15.508741,0.6533333,0.0,19.8071,0.1912,590120110.0,False,False,False,bulk_1.0.0,0.0,6.12227331015015e+17,,,,t8_f5_c3,ZTF18aaxanyx
ztf,58366.2273380002,612227331015015098,1,612227331015,21.031761,1,612,1.3126262,19.462704,19.4477,0.12136439,0.0948,287.6289896,15.5086958,0.62333333,0.0,19.4165,0.1248,590120110.0,False,True,True,bulk_1.0.0,0.0,6.13231291015015e+17,19.349176,0.10770984,0.109315105,t8_f5_c3,ZTF18aaxanyx
