tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,oid
ztf,58580.315555599984,826315554315010012,2,826315554315,20.3119,-1,826,1.47622,20.6306,20.5368,0.335338,0.4365,200.3723883,12.3368196,0.517143,t15_f5_c3,20.9797,0.8507,False,False,True,bulk_1.0.0,0.0,8.4324965071501e+17,,,,,,ZTF19aacyshv
ztf,58580.326828700025,826326820715010005,2,826326820715,20.233582,-1,826,0.42005062,19.971037,19.9698,0.1997263,0.2854,200.3722663,12.3368081,0.79571426,t15_f5_c3,19.7191,0.2927,False,True,True,bulk_1.0.0,0.0,8.4324965071501e+17,20.07458,0.1487433,0.21971112,0.0,1573120207.0,ZTF19aacyshv
ztf,58582.26956020016,828269560715010000,2,828269560715,20.1905,-1,828,0.470944,19.8776,19.2442,0.192704,0.1795,200.3722997,12.3368907,0.474286,t15_f5_c3,18.9727,0.1804,False,True,True,bulk_1.0.0,0.0,8.4324965071501e+17,20.187601,0.18311849,0.2563844,,,ZTF19aacyshv
ztf,58589.249768500216,835249760715010010,2,835249760715,19.1713,-1,835,0.658466,19.6964,19.1273,0.293245,0.3507,200.3723297,12.3369599,0.431429,t15_f5_c3,18.9766,0.3927,False,True,True,bulk_1.0.0,0.0,8.4324965071501e+17,20.48792,0.5599672,0.60790986,,,ZTF19aacyshv
ztf,58596.27400460001,842274004315010014,2,842274004315,20.2776,-1,842,1.09303,20.5263,21.3579,0.36918,1.1112,200.3722581,12.3368535,0.632857,t15_f5_c3,21.1369,1.1707,False,True,True,bulk_1.0.0,0.0,8.4324965071501e+17,19.88749,0.10014638,0.20498121,,,ZTF19aacyshv
ztf,58597.24965280015,843249650715010002,2,843249650715,20.414728,-1,843,0.32194874,19.833866,19.6053,0.12027668,0.1946,200.3722568,12.3368526,0.8142857,t15_f5_c3,19.5452,0.2379,False,True,True,bulk_1.0.0,0.0,8.5224591071501e+17,20.248661,100.0,0.17623784,0.0,1573120207.0,ZTF19aacyshv
ztf,58600.27659719996,846276594315010014,2,846276594315,20.713,-1,846,1.16076,20.5128,19.9988,0.254555,0.2324,200.3722225,12.3369377,0.432857,t15_f5_c3,19.6718,0.2229,False,True,True,bulk_1.0.0,0.0,8.5224591071501e+17,19.89506,100.0,0.14410703,,,ZTF19aacyshv
ztf,58606.210833299905,852210834315010012,2,852210834315,20.6335,-1,852,1.36775,20.7452,20.2618,0.276561,0.3216,200.3722945,12.3369431,0.574286,t15_f5_c3,20.282,0.4246,False,True,True,bulk_1.0.0,0.0,8.5224591071501e+17,19.782648,100.0,0.113964684,,,ZTF19aacyshv
ztf,58606.24591440009,852245910715010003,2,852245910715,20.367592,-1,852,0.3315426,19.9505,20.1134,0.16488431,0.3138,200.3722486,12.3368217,0.87142855,t15_f5_c3,20.0293,0.3754,False,True,True,bulk_1.0.0,0.0,8.5427123071501e+17,20.097628,0.091474436,0.18881236,0.0,1573120207.0,ZTF19aacyshv
ztf,58608.271238400135,854271230715010002,2,854271230715,20.537657,-1,854,0.4909205,19.909319,19.7657,0.1627454,0.2232,200.372306,12.3368812,0.6642857,t15_f5_c3,19.721,0.2772,True,True,True,bulk_1.0.0,0.0,0.0,20.146788,0.105599634,0.20253327,0.0,1573120207.0,ZTF19aacyshv
ztf,61008.553657399956,3254553650715010001,2,3254553650715,20.088982,-1,3254,0.32653117,20.029493,19.8485,0.21518569,0.3282,200.3722594,12.3368716,0.88857144,t17_f5_c3,19.741,0.3831,True,True,False,27.5.7a32.dev1,0.0,,20.013712,0.14698014,0.2120806,0.9998259,1573120207.0,ZTF19aacyshv
ztf,61010.55144680012,3256551440715010012,2,3256551440715,19.86731,-1,3256,0.7046682,19.860037,20.3959,0.1937741,0.4899,200.3723486,12.3367819,0.8314286,t17_f5_c3,20.4378,0.6566,True,True,False,27.5.7a32.dev1,0.0,,20.211418,0.19515266,0.26782316,0.9998033,1573120207.0,ZTF19aacyshv
