tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion,oid
ztf,59683.42769679986,1929427695015015017,2,1929427695015,19.4324,1,1929,3.83702,16.8639,17.0366,0.074744,0.0469,287.0338361,14.4795674,0.622857,,17.0659,0.0584,,False,False,False,correction_1.0.6,0.0,1.942461785015015e+18,t17_f5_c3,ZTF18abibsco
ztf,59694.464803200215,1940464805015015041,2,1940464805015,19.4942,1,1940,3.64784,17.0384,16.6962,0.050823,0.0301,287.033895,14.4795667,0.381429,,16.6081,0.0331,,False,False,False,correction_1.0.6,0.0,1.942461785015015e+18,t17_f5_c3,ZTF18abibsco
ztf,59696.46178240003,1942461785015015022,2,1942461785015,20.000443,1,1942,3.3144023,17.182154,17.1324,0.084315926,0.0355,287.0340074,14.4795738,0.30714285,0.08600247,17.1631,0.0423,539120250.0,True,False,False,correction_1.0.6,0.0,,t17_f5_c3,ZTF18abibsco
ztf,59698.46388889989,1944463885015015020,2,1944463885015,19.8908,1,1944,3.60288,17.3526,17.6827,0.080698,0.0647,287.0339791,14.4794739,0.431429,,17.5997,0.0695,,False,False,False,correction_1.0.6,0.0,1.953414625015015e+18,t17_f5_c3,ZTF18abibsco
ztf,59698.46388889989,1944463885015015021,2,1944463885015,19.8908,1,1944,3.85697,17.3308,17.3403,0.055886,0.0465,287.0338203,14.4795785,0.565714,,17.251,0.0501,,False,False,False,correction_1.0.6,0.0,1.953414625015015e+18,t17_f5_c3,ZTF18abibsco
ztf,59707.41462960001,1953414625015015022,2,1953414625015,19.926512,1,1953,2.7505608,17.540785,17.2838,0.081682235,0.0432,287.0341852,14.4796095,0.23142858,0.00680616,17.2608,0.0491,539120250.0,True,False,False,correction_1.0.6,0.0,,t17_f5_c3,ZTF18abibsco
ztf,59877.112650500145,2123112655015010041,2,2123112655015,20.4467,-1,2123,1.85412,17.8488,17.4982,0.332733,0.0439,287.0343242,14.4798574,0.307143,,17.437,0.0466,,False,False,True,1.1.6,0.0,2.14210934501501e+18,t17_f5_c3,ZTF18abibsco
ztf,59879.11252309987,2125112525015010018,2,2125112525015,19.9704,-1,2125,3.30992,17.833,17.6116,0.100584,0.0576,287.0339457,14.4796832,0.197143,,17.6825,0.0719,,False,False,True,1.1.6,0.0,2.14210934501501e+18,t17_f5_c3,ZTF18abibsco
ztf,59889.141076399945,2135141075015010017,2,2135141075015,19.443,-1,2135,2.9705,17.9028,18.1356,0.27055,0.1277,287.0340689,14.4796594,0.257143,,18.1845,0.1633,,False,False,True,1.1.6,0.0,2.14210934501501e+18,t17_f5_c3,ZTF18abibsco
ztf,59894.16030090023,2140160305015010017,2,2140160305015,19.5033,-1,2140,3.34794,17.7949,17.5261,0.118616,0.0738,287.0339428,14.4796514,0.291429,,17.5752,0.0943,,False,False,True,1.1.6,0.0,2.14210934501501e+18,t17_f5_c3,ZTF18abibsco
ztf,59896.10934029985,2142109345015010012,2,2142109345015,19.832834,-1,2142,3.2829792,17.807474,17.6542,0.123962075,0.0658,287.0339656,14.4796584,0.42142856,0.03476864,17.673,0.0794,539120250.0,True,False,True,1.1.6,0.0,,t17_f5_c3,ZTF18abibsco
ztf,60224.17166669993,2470171665015010015,2,2470171665015,20.4542,-1,2470,3.74121,18.0043,17.7762,0.079209,0.0565,287.033861,14.4795708,0.442857,,17.7042,0.0595,,False,False,True,1.2.1,0.0,2.49115374501501e+18,t17_f5_c3,ZTF18abibsco
ztf,60237.15017359983,2483150175015010019,2,2483150175015,20.435,-1,2483,3.67498,17.8571,17.4544,0.105441,0.0434,287.0338885,14.4795692,0.39,,17.3932,0.046,,False,False,True,1.2.1,0.0,2.49115374501501e+18,t17_f5_c3,ZTF18abibsco
ztf,60239.12086809985,2485120865015020027,2,2485120865015,20.4539,-1,2485,3.6787,17.93,17.4854,0.126161,0.0431,287.0338748,14.4795818,0.36,,17.3398,0.0425,,False,False,True,1.2.1,0.0,2.49115374501501e+18,t17_f5_c3,ZTF18abibsco
ztf,60245.153750000056,2491153745015010019,2,2491153745015,19.739311,-1,2491,2.4201014,17.806114,17.5125,0.11435043,0.0628,287.0341328,14.4798927,0.5271429,0.09488827,17.467,0.0724,539120250.0,True,False,True,1.2.1,0.0,,t17_f5_c3,ZTF18abibsco
ztf,60420.41179399984,2666411795015015014,2,2666411795015,20.034,1,2666,3.84498,16.6767,16.7505,0.058623,0.0279,287.0338407,14.4795449,0.698571,,16.7318,0.0317,,False,False,False,24.4.1,0.0,2.696399805015015e+18,t17_f5_c3,ZTF18abibsco
ztf,60422.40581020014,2668405815015015009,2,2668405815015,20.1418,1,2668,3.91484,16.768,17.2153,0.083615,0.041,287.0338227,14.4795384,0.574286,,17.1924,0.0461,,False,False,False,24.4.1,0.0,2.696399805015015e+18,t17_f5_c3,ZTF18abibsco
ztf,60439.416840299964,2685416845015015013,2,2685416845015,20.2126,1,2685,3.82812,17.2765,17.3611,0.085892,0.0437,287.0338314,14.4795658,0.682857,,17.2688,0.0456,,False,False,False,24.4.1,0.0,2.696399805015015e+18,t17_f5_c3,ZTF18abibsco
ztf,60441.42417819984,2687424175015015016,2,2687424175015,19.9673,1,2687,3.82437,17.281,17.304,0.061296,0.0447,287.0338241,14.4795831,0.561429,,17.2841,0.051,,False,False,False,24.4.1,0.0,2.696399805015015e+18,t17_f5_c3,ZTF18abibsco
ztf,60450.399803199805,2696399805015015024,2,2696399805015,19.697384,1,2696,3.267779,17.41672,17.2026,0.06997829,0.0446,287.0340021,14.479605,0.21714285,0.2591982,17.1867,0.0524,539120250.0,True,False,False,24.4.1,0.0,,t17_f5_c3,ZTF18abibsco
ztf,60938.14962959988,3184149625015020020,2,3184149625015,20.4839,-1,3184,3.83897,18.5378,18.2172,0.132347,0.0791,287.0338544,14.4795307,0.377143,,17.8342,0.0629,,False,False,True,27.5.6,0.0,3.20215015501501e+18,t17_f5_c3,ZTF18abibsco
ztf,60948.219479199965,3194219475015010019,2,3194219475015,20.0869,-1,3194,3.60128,18.1526,17.8114,0.183624,0.0687,287.0338588,14.4796539,0.308571,,17.8263,0.0808,,False,False,True,27.5.6,0.0,3.20215015501501e+18,t17_f5_c3,ZTF18abibsco
ztf,60954.11896990007,3200118965015010018,2,3200118965015,20.0185,-1,3200,3.04073,18.0731,17.4637,0.187856,0.0521,287.0340144,14.4797109,0.27,,17.4863,0.0623,,False,False,True,27.5.6,0.0,3.20215015501501e+18,t17_f5_c3,ZTF18abibsco
ztf,60956.15015049977,3202150155015010020,2,3202150155015,19.54814,-1,3202,2.8564088,18.040842,17.7706,0.13424343,0.0848,287.034069,14.479727,0.24857143,0.02638069,17.877,0.1137,539120250.0,True,False,True,27.5.6,0.0,,t17_f5_c3,ZTF18abibsco
