tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,60054.353981500026,2300353983815015008,1,2300353983815,20.003256,1,2300,1.4008175,18.229107,18.4824,0.07839603,0.0869,196.3748087,-9.6283069,0.9185714,t17_f5_c3,0.9958713,18.7065,0.135,372120138,True,False,False,1.1.6,0.0,,,,ZTF23aadbwtw
ztf,60056.274178199936,2302274173815015013,1,2302274173815,20.223698,1,2302,1.4300677,18.174303,18.3539,0.061137058,0.0742,196.37481,-9.6282988,0.94714284,t17_f5_c3,0.9999246,18.4965,0.1067,372120138,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60056.30995369982,2302309953815015017,2,2302309953815,20.243649,1,2302,3.0116937,17.63022,17.6808,0.045249395,0.0435,196.3748074,-9.6283145,0.9242857,t17_f5_c3,0.99991345,17.7814,0.0597,372120238,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60058.26888890006,2304268883815015019,2,2304268883815,20.259068,1,2304,3.0314813,17.642462,17.74,0.06365622,0.0439,196.3748066,-9.628305,0.9057143,t17_f5_c3,0.99809927,17.7977,0.0579,372120238,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60058.34832180012,2304348323815015022,1,2304348323815,20.255789,1,2304,1.4073639,18.252325,18.5271,0.063758366,0.0813,196.3748117,-9.6283052,0.93714285,t17_f5_c3,0.9997655,18.6455,0.1138,372120138,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60060.276458300184,2306276453815015011,1,2306276453815,20.049767,1,2306,1.5032417,18.22728,18.4237,0.066053934,0.0844,196.374814,-9.6282847,0.9342857,t17_f5_c3,0.9999547,18.6,0.1251,372120138,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60060.29488429986,2306294883815015009,2,2306294883815,19.880995,1,2306,2.9818811,17.698278,17.7538,0.061021086,0.0534,196.3748075,-9.628319,0.86285716,t17_f5_c3,0.9999963,17.8417,0.073,372120238,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60062.295011600014,2308295013815015014,2,2308295013815,20.014566,1,2308,3.0212467,17.694208,17.7531,0.054706894,0.0541,196.3747978,-9.6283096,0.93142855,t17_f5_c3,0.9999723,17.8217,0.0727,372120238,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60064.23269680003,2310232693815015016,1,2310232693815,19.097351,1,2310,1.5454189,18.33425,18.3025,0.121415675,0.187,196.3748115,-9.6282722,0.60142857,t17_f5_c3,0.9991699,18.4798,0.2819,372120138,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60064.300798600074,2310300793815015017,2,2310300793815,19.796953,1,2310,3.0191023,17.712158,17.9422,0.07029843,0.0759,196.3748081,-9.6283083,0.9185714,t17_f5_c3,0.99999714,18.01,0.1025,372120238,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60073.250752300024,2319250753815015026,1,2319250753815,20.19726,1,2319,1.4528244,18.403551,18.6987,0.08064146,0.104,196.3748251,-9.6282933,0.93857145,t17_f5_c3,0.9997406,18.8611,0.1526,372120138,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60073.297557900194,2319297553815015019,2,2319297553815,19.83983,1,2319,3.0259364,17.805744,17.9089,0.05794629,0.0724,196.3748041,-9.6283071,0.94714284,t17_f5_c3,0.9999994,17.9089,0.0919,372120238,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60077.249594899826,2323249593815015035,2,2323249593815,20.288496,1,2323,3.01426,17.835558,17.9036,0.059884593,0.0497,196.3748038,-9.6283105,0.92714286,t17_f5_c3,0.99999905,17.9578,0.0652,372120238,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60077.25201389985,2323252013815015017,1,2323252013815,20.23837,1,2323,1.5296696,18.406288,18.4844,0.08218771,0.0755,196.374877,-9.6282786,0.85,t17_f5_c3,0.9819006,18.6233,0.1079,372120138,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60079.296122699976,2325296123815015017,2,2325296123815,20.083996,1,2325,3.0108159,17.816698,17.8644,0.05347096,0.052,196.3748089,-9.6283104,0.89,t17_f5_c3,0.9999987,17.9047,0.0679,372120238,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60081.28936340008,2327289363815015016,2,2327289363815,20.19316,1,2327,3.0209997,17.851845,17.9359,0.05463487,0.0538,196.3748095,-9.6283074,0.93857145,t17_f5_c3,0.9999989,18.0004,0.0716,372120238,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60081.33188659977,2327331883815015027,1,2327331883815,19.961472,1,2327,1.3169068,18.436052,18.6113,0.08432566,0.1069,196.3748205,-9.6283312,0.9514286,t17_f5_c3,0.99903,18.8674,0.1707,372120138,True,True,False,1.2.0,0.0,17.906084,0.028420052,0.051757436,ZTF23aadbwtw
ztf,60083.19291670015,2329192913815015021,1,2329192913815,20.367418,1,2329,1.397471,18.496983,18.6704,0.06887698,0.0894,196.374819,-9.6283085,0.93285716,t17_f5_c3,0.9988015,18.695,0.115,372120138,True,True,True,1.2.0,0.0,17.943075,100.0,0.041353416,ZTF23aadbwtw
ztf,60083.22767359996,2329227673815015020,2,2329227673815,20.364164,1,2329,3.1126783,17.903664,18.0007,0.051698584,0.0547,196.3748087,-9.6282866,0.93285716,t17_f5_c3,0.99992716,18.0959,0.0746,372120238,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60085.21210649982,2331212103815015021,1,2331212103815,20.350426,1,2331,1.4065903,18.499695,18.6909,0.07010033,0.093,196.374833,-9.628307,0.9457143,t17_f5_c3,0.98953295,18.7713,0.1259,372120138,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60085.25378469983,2331253783815015022,2,2331253783815,20.16611,1,2331,2.9797668,17.852402,18.0209,0.06360603,0.0586,196.3748033,-9.6283206,0.9457143,t17_f5_c3,0.9999953,18.103,0.0792,372120238,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60088.247546299826,2334247543815015025,2,2334247543815,20.43969,1,2334,3.0543723,17.941393,18.24,0.07186912,0.063,196.374808,-9.6283022,0.9,t17_f5_c3,0.9991418,18.3621,0.088,372120238,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60088.29574069986,2334295743815015024,1,2334295743815,20.406263,1,2334,1.4789249,18.499556,18.645,0.081831604,0.0829,196.374834,-9.6282867,0.9442857,t17_f5_c3,0.9982564,18.717,0.1111,372120138,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60093.19160880009,2339191603815015014,2,2339191603815,19.783861,1,2339,3.1105874,17.930113,18.0915,0.076232105,0.0959,196.374801,-9.6282851,0.9285714,t17_f5_c3,0.9999963,18.1906,0.1336,372120238,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60098.19350690022,2344193503815015002,1,2344193503815,19.119108,1,2344,1.3760695,18.55504,18.9835,0.12736808,0.3475,196.3748673,-9.6283208,0.8971428,t17_f5_c3,0.99997747,18.7979,0.3758,372120138,True,True,True,1.2.0,0.0,17.97756,0.058863357,0.074828714,ZTF23aadbwtw
ztf,60100.193240699824,2346193243815015009,1,2346193243815,19.478167,1,2346,1.5088941,18.670767,18.8726,0.11316634,0.191,196.3748332,-9.6282782,0.88714284,t17_f5_c3,0.99775624,18.907,0.252,372120138,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60100.241192100104,2346241193815015011,2,2346241193815,19.498417,1,2346,3.0373755,18.019817,18.2267,0.07314504,0.1253,196.3747961,-9.6283054,0.9357143,t17_f5_c3,0.99996746,18.3795,0.1839,372120238,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60102.18373840023,2348183733815015017,2,2348183733815,19.868977,1,2348,2.9701562,18.000841,18.0534,0.06317201,0.0726,196.374804,-9.6283231,0.92,t17_f5_c3,0.9999714,18.1352,0.0986,372120238,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60105.25018520001,2351250183815015021,2,2351250183815,20.353544,1,2351,3.0418296,18.051443,18.1585,0.055803917,0.0626,196.3747969,-9.6283039,0.93714285,t17_f5_c3,0.9908406,18.2329,0.0838,372120238,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60109.188495399896,2355188493815015026,2,2355188493815,20.102335,1,2355,3.053004,18.08919,18.2433,0.065679654,0.0739,196.3748052,-9.6282992,0.93714285,t17_f5_c3,0.99999404,18.3739,0.105,372120238,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60113.210787000135,2359210783815015020,2,2359210783815,20.256536,1,2359,3.0451255,18.101723,18.199,0.07553087,0.0697,196.3747975,-9.628303,0.9242857,t17_f5_c3,0.9753599,18.3276,0.0985,372120238,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60115.193414399866,2361193413815015014,2,2361193413815,19.852472,1,2361,2.9906063,18.13267,18.3804,0.07105692,0.1148,196.3747954,-9.6283207,0.92714286,t17_f5_c3,0.99999595,18.3193,0.1379,372120238,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60117.21005789982,2363210053815015016,2,2363210053815,19.966558,1,2363,2.9946113,18.13602,18.2841,0.06300167,0.0937,196.3747957,-9.6283178,0.9342857,t17_f5_c3,0.99992347,18.2834,0.1185,372120238,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60119.202442099806,2365202443815015010,2,2365202443815,20.040176,1,2365,3.0431015,18.14648,18.3461,0.07296616,0.0985,196.374791,-9.6283062,0.94,t17_f5_c3,0.99999976,18.4968,0.1429,372120238,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
ztf,60125.188240699936,2371188243815015005,2,2371188243815,19.31321,1,2371,3.0109694,18.188587,18.2872,0.07869641,0.1663,196.3747862,-9.6283151,0.93,t17_f5_c3,0.9999995,18.1013,0.1796,372120238,True,False,False,1.2.0,0.0,,,,ZTF23aadbwtw
