tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,oid
ztf,60319.51071760012,2565510713215015009,2,2565510713215,20.1798,1,2565,1.40183,19.1274,19.1456,0.080861,0.1401,154.0716311,6.0909369,0.917143,t17_f5_c3,19.4266,0.232,False,False,False,23.12.x,0.0,2.565517303215015e+18,,,,,,ZTF24aabmyng
ztf,60319.51118060015,2565511183215015009,2,2565511183215,20.1744,1,2565,1.48302,19.2406,19.4827,0.108329,0.1914,154.0716581,6.0909445,0.894286,t17_f5_c3,19.4495,0.2379,False,False,False,23.12.x,0.0,2.565517303215015e+18,,,,,,ZTF24aabmyng
ztf,60319.511655100156,2565511653215015008,2,2565511653215,20.2011,1,2565,1.42494,19.2122,19.2212,0.110932,0.1465,154.0716242,6.0909039,0.921429,t17_f5_c3,19.2258,0.1885,False,False,False,23.12.x,0.0,2.565517303215015e+18,,,,,,ZTF24aabmyng
ztf,60319.51212960016,2565512123215015011,2,2565512123215,20.2187,1,2565,1.37809,19.1418,19.0692,0.091626,0.1272,154.0716076,6.0909002,0.927143,t17_f5_c3,19.0412,0.1586,False,True,True,23.12.x,0.0,2.565517303215015e+18,19.085167,0.08542532,0.08696923,,,ZTF24aabmyng
ztf,60319.51259260019,2565512593215015009,2,2565512593215,20.1506,1,2565,1.44061,19.1619,19.2511,0.093191,0.1575,154.0715956,6.0908457,0.91,t17_f5_c3,19.1178,0.1786,False,False,False,23.12.x,0.0,2.565517303215015e+18,,,,,,ZTF24aabmyng
ztf,60319.5130671002,2565513063215015009,2,2565513063215,20.1797,1,2565,1.37895,19.2081,19.3069,0.119576,0.1608,154.0715694,6.0908393,0.91,t17_f5_c3,19.4583,0.2367,False,True,True,23.12.x,0.0,2.565517303215015e+18,19.147997,0.111808226,0.113136634,,,ZTF24aabmyng
ztf,60319.51354169985,2565513543215015006,2,2565513543215,20.0723,1,2565,1.35863,19.1752,19.1717,0.119774,0.1502,154.0715509,6.0908257,0.904286,t17_f5_c3,19.3605,0.2287,False,True,True,23.12.x,0.0,2.565517303215015e+18,19.116844,0.11225663,0.113506414,,,ZTF24aabmyng
ztf,60319.51400459977,2565514003215015008,2,2565514003215,19.9831,1,2565,1.48785,19.09,19.1403,0.102744,0.1531,154.0715561,6.0907781,0.894286,t17_f5_c3,19.176,0.2025,False,False,False,23.12.x,0.0,2.565521073215015e+18,,,,,,ZTF24aabmyng
ztf,60319.51447919989,2565514473215015005,2,2565514473215,19.9428,1,2565,1.48837,19.2336,19.0245,0.127275,0.1402,154.0714999,6.0907314,0.711429,t17_f5_c3,19.0333,0.1811,False,False,False,23.12.x,0.0,2.565521073215015e+18,,,,,,ZTF24aabmyng
ztf,60319.514953699894,2565514953215015009,2,2565514953215,20.1135,1,2565,1.49589,19.1166,19.1253,0.120414,0.1444,154.0715271,6.0907491,0.901429,t17_f5_c3,19.0898,0.179,False,False,False,23.12.x,0.0,2.565521073215015e+18,,,,,,ZTF24aabmyng
ztf,60319.51541669993,2565515413215015011,2,2565515413215,20.1056,1,2565,1.50151,19.1622,19.1926,0.133719,0.1534,154.0714776,6.0907126,0.9,t17_f5_c3,19.3202,0.2209,False,False,False,23.12.x,0.0,2.565521073215015e+18,,,,,,ZTF24aabmyng
ztf,60319.51589119993,2565515893215015007,2,2565515893215,20.0392,1,2565,1.54966,19.224,19.1183,0.112813,0.1442,154.0714926,6.0907059,0.821429,t17_f5_c3,19.0295,0.1704,False,False,False,23.12.x,0.0,2.565521073215015e+18,,,,,,ZTF24aabmyng
