tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,60692.57678239979,2938576782315015012,2,2938576782315,18.48997,1,2938,0.565354,16.61449,15.457442,16.6707,0.047143683,100.0,0.01624068,0.0587,280.8684417,6.5933956,0.7442857,t17_f5_c3,0.99999994,16.6567,0.0741,1533120223,True,True,False,26.0.1,0.0,ZTF20aazphvj
ztf,60692.57724539982,2938577242315015009,2,2938577242315,18.457731,1,2938,0.113931075,16.681702,15.480129,16.6588,0.038275097,100.0,0.012655736,0.0602,280.8683024,6.5935274,0.74857146,t17_f5_c3,0.99999994,16.5903,0.0722,1533120223,True,True,False,26.0.1,0.0,ZTF20aazphvj
ztf,60692.577719899826,2938577712315015013,2,2938577712315,18.450922,1,2938,0.6113916,16.77438,15.509907,16.7824,0.05591526,100.0,0.01744782,0.0698,280.8681619,6.5935643,0.82714283,t17_f5_c3,1.0,16.8007,0.0908,1533120223,True,True,False,26.0.1,0.0,ZTF20aazphvj
ztf,60693.57642359985,2939576422315015017,2,2939576422315,18.22816,1,2939,0.54814917,16.757843,15.50472,16.9032,0.041753534,100.0,0.013165697,0.0857,280.868419,6.5933817,0.73142856,t17_f5_c3,1.0,16.8404,0.1035,1533120223,True,True,False,26.0.1,0.0,ZTF20aazphvj
ztf,60694.57306709979,2940573062315015017,2,2940573062315,18.398703,1,2940,0.5621984,16.565702,15.440387,16.6831,0.047358334,100.0,0.016798481,0.0525,280.8684662,6.5934315,0.6514286,t17_f5_c3,0.99998856,16.6997,0.0679,1533120223,True,True,False,26.0.1,0.0,ZTF20aazphvj
ztf,60694.57401619991,2940574012315015015,2,2940574012315,18.031755,1,2940,0.41566062,16.785421,15.51334,16.7893,0.08490641,0.017853927,0.02630922,0.0586,280.8684254,6.5934435,0.43571427,t17_f5_c3,0.99149585,16.7927,0.075,1533120223,True,True,False,26.0.1,0.0,ZTF20aazphvj
ztf,60706.55908560008,2952559082315015029,2,2952559082315,19.782564,1,2952,0.42717326,16.930637,15.556296,16.999,0.06350098,100.0,0.017907873,0.0321,280.8684317,6.5934588,0.82714283,t17_f5_c3,1.0,17.0728,0.0429,1533120223,True,True,False,26.0.1,0.0,ZTF20aazphvj
ztf,60706.56320599979,2952563202315015036,2,2952563202315,19.381533,1,2952,0.2907197,16.85398,15.534124,16.9395,0.07917679,0.012775663,0.023477726,0.0364,280.8684002,6.5934701,0.78,t17_f5_c3,1.0,16.9447,0.046,1533120223,True,True,False,26.0.1,0.0,ZTF20aazphvj
ztf,60706.56730319979,2952567302315015027,2,2952567302315,19.17543,1,2952,0.2619754,16.894157,15.545884,16.9712,0.06473839,100.0,0.01870047,0.0433,280.8682953,6.5934355,0.75285715,t17_f5_c3,0.99999976,16.9512,0.0538,1533120223,True,True,False,26.0.1,0.0,ZTF20aazphvj
ztf,60707.55734949978,2953557342315015037,2,2953557342315,19.29671,1,2953,0.3922522,17.021193,15.581079,17.0246,0.039143078,100.0,0.010389851,0.0391,280.8682527,6.5934207,0.7728571,t17_f5_c3,0.99999964,17.0541,0.0505,1533120223,True,True,False,26.0.1,0.0,ZTF20aazphvj
