tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,58276.42526620021,522425262915010038,2,522425262915,20.487648,-1,522,1.7769662,16.456282,16.648,0.02455052,0.0287,297.6447671,25.3144296,0.35,0.0,16.7764,0.0349,640120229.0,True,False,True,bulk_1.0.0,0.0,0.0,,,,,ZTF18aaypecj
ztf,58354.35728010023,600357282915010023,2,600357282915,19.91747,-1,600,1.437433,17.293442,17.3577,0.09424802,0.0667,297.6445434,25.314268,0.29333332,0.0,17.5417,0.088,640120229.0,True,False,True,bulk_1.0.0,0.0,0.0,t8_f5_c3,,,,ZTF18aaypecj
ztf,58568.52844909998,814528442915015013,2,814528442915,18.610548,1,814,1.2701894,15.965003,15.9026,0.17217971,0.0316,297.6445711,25.3143779,0.20285714,0.0,16.0318,0.0439,640120229.0,True,True,True,bulk_1.0.0,0.0,0.0,t15_f5_c3,13.079105,100.0,0.012067653,ZTF18aaypecj
ztf,58971.40203699982,1217402032915015034,2,1217402032915,19.8792,1,1217,0.424354,15.133,15.4323,0.129169,0.0116,297.6443028,25.3144679,0.57,,15.4073,0.0122,,False,True,True,bulk_1.0.0,0.0,1.243446072915015e+18,t17_f5_c3,12.994816,100.0,0.01802538,ZTF18aaypecj
ztf,58971.40203699982,1217402032915015035,2,1217402032915,19.8792,1,1217,2.01386,15.2406,16.0757,0.014017,0.0162,297.6446896,25.3141807,0.275714,,15.983,0.0187,,False,False,False,bulk_1.0.0,0.0,1.243446072915015e+18,t17_f5_c3,,,,ZTF18aaypecj
ztf,58985.4631829001,1231463182915015034,2,1231463182915,20.7076,1,1231,0.917094,14.9817,15.1878,0.189219,0.0079,297.6444483,25.3143939,0.445714,,15.2054,0.0086,,False,True,True,bulk_1.0.0,0.0,1.243446072915015e+18,t17_f5_c3,12.972393,0.0037150346,0.029733222,ZTF18aaypecj
ztf,58987.47920140019,1233479202915015026,2,1233479202915,20.6263,1,1233,0.11782,14.8296,15.0642,0.133114,0.0075,297.6442353,25.3145319,0.514286,,15.0532,0.0077,,False,True,True,bulk_1.0.0,0.0,1.243446072915015e+18,t17_f5_c3,12.947036,100.0,0.023507042,ZTF18aaypecj
ztf,58994.4276389,1240427632915015028,1,1240427632915,20.816,1,1240,0.326336,18.3277,18.6625,0.154788,0.0758,297.6441742,25.3145305,0.588571,,18.6485,0.0857,,False,True,False,bulk_1.0.0,0.0,1.243446072915015e+18,t17_f5_c3,16.466415,0.02052865,0.027875582,ZTF18aaypecj
ztf,58997.44607640011,1243446072915015018,2,1243446072915,20.815237,1,1243,1.1776019,14.970529,15.3067,0.1546014,0.0079,297.6445389,25.314381,0.39857143,0.6070988,15.1096,0.0078,640120229.0,True,True,True,bulk_1.0.0,0.0,0.0,t17_f5_c3,12.97063,100.0,0.024504958,ZTF18aaypecj
ztf,59080.30971059995,1326309712915015023,2,1326309712915,20.0367,1,1326,0.348895,15.2285,15.218,0.015144,0.0099,297.6442545,25.3144729,0.518571,,15.2133,0.0105,,False,True,True,bulk_1.0.0,0.0,1.356248002915015e+18,t17_f5_c3,13.007648,100.0,0.0019583935,ZTF18aaypecj
ztf,59080.30971059995,1326309712915015026,2,1326309712915,20.0367,1,1326,0.570468,14.8975,15.3182,0.189887,0.0101,297.6441877,25.3144151,0.475714,,15.3259,0.0112,,False,True,True,bulk_1.0.0,0.0,1.356248002915015e+18,t17_f5_c3,12.958722,0.0128536355,0.031840805,ZTF18aaypecj
ztf,59087.29304399993,1333293042915015021,2,1333293042915,20.2808,1,1333,0.363746,15.4197,15.5849,0.017408,0.0121,297.644218,25.3144662,0.474286,,15.6374,0.0139,,False,True,True,bulk_1.0.0,0.0,1.356248002915015e+18,t17_f5_c3,13.03056,100.0,0.0019279371,ZTF18aaypecj
ztf,59087.29304399993,1333293042915015026,2,1333293042915,20.2808,1,1333,0.435185,15.1746,15.4368,0.237625,0.0115,297.6443288,25.3144809,0.46,,15.4282,0.0121,,False,True,True,bulk_1.0.0,0.0,1.356248002915015e+18,t17_f5_c3,13.000525,0.0106164515,0.03208209,ZTF18aaypecj
ztf,59089.25631939992,1335256312915015007,1,1335256312915,19.6171,1,1335,0.771592,18.3855,19.2844,0.19798,0.279,297.6440511,25.314616,0.531429,,19.2199,0.329,,False,True,False,bulk_1.0.0,0.0,1.356248002915015e+18,t17_f5_c3,16.4766,0.028321361,0.03412414,ZTF18aaypecj
ztf,59092.24606479984,1338246062915015020,2,1338246062915,19.5633,1,1338,0.317688,14.9414,15.39,0.203476,0.0125,297.6443148,25.3145133,0.477143,,15.3553,0.0136,,False,True,True,bulk_1.0.0,0.0,1.356248002915015e+18,t17_f5_c3,12.9659605,0.015103105,0.0329866,ZTF18aaypecj
ztf,59094.29202549998,1340292022915015014,2,1340292022915,19.4654,1,1340,0.598118,15.6,15.3428,0.0225,0.0129,297.6442024,25.3144006,0.488571,,15.4732,0.0171,,False,True,True,bulk_1.0.0,0.0,1.356248002915015e+18,t17_f5_c3,13.049116,100.0,0.0021469833,ZTF18aaypecj
ztf,59096.32081020018,1342320812915015029,2,1342320812915,19.9473,1,1342,0.400843,15.0943,15.3217,0.16525,0.0107,297.6442225,25.3144561,0.507143,,15.3105,0.0115,,False,True,True,bulk_1.0.0,0.0,1.371266432915015e+18,t17_f5_c3,12.989331,100.0,0.023776831,ZTF18aaypecj
ztf,59097.25725689996,1343257252915015033,2,1343257252915,19.5096,1,1343,0.348909,15.0605,15.3195,0.086143,0.0111,297.6442545,25.3144681,0.71,,15.2739,0.0118,,False,True,True,bulk_1.0.0,0.0,1.371266432915015e+18,t17_f5_c3,12.984403,100.0,0.012728614,ZTF18aaypecj
ztf,59107.26712960005,1353267122915015025,2,1353267122915,19.6801,1,1353,0.339152,14.9858,14.9941,0.014461,0.0098,297.6442386,25.3144695,0.628571,,14.9743,0.0104,,False,True,True,bulk_1.0.0,0.0,1.371266432915015e+18,t17_f5_c3,12.973036,100.0,0.002265129,ZTF18aaypecj
ztf,59107.26712960005,1353267122915015029,2,1353267122915,19.6801,1,1353,0.710106,14.6989,15.5864,0.140654,0.0142,297.6443529,25.3143963,0.438571,,15.5466,0.0159,,False,True,True,bulk_1.0.0,0.0,1.371266432915015e+18,t17_f5_c3,12.922781,100.0,0.027397098,ZTF18aaypecj
ztf,59110.24800929986,1356248002915015037,2,1356248002915,19.784313,1,1356,0.83554775,14.733888,15.3991,0.12284402,0.0121,297.6444851,25.3145048,0.40857142,0.3372134,15.4502,0.0143,640120229.0,False,True,True,bulk_1.0.0,0.0,1.371266432915015e+18,t17_f5_c3,12.929508,100.0,0.023313226,ZTF18aaypecj
ztf,59110.24800929986,1356248002915015039,2,1356248002915,19.7843,1,1356,0.442981,14.9075,14.9702,0.013097,0.0095,297.6443133,25.3144643,0.594286,,14.9568,0.0101,,False,True,True,bulk_1.0.0,0.0,1.371266432915015e+18,t17_f5_c3,12.960393,100.0,0.0021793586,ZTF18aaypecj
ztf,59113.16484950017,1359164842915015230,2,1359164842915,20.6479,1,1359,0.727754,14.8844,15.1886,0.184749,0.0079,297.6442859,25.3143658,0.367143,,15.1736,0.0085,,False,True,True,bulk_1.0.0,0.0,1.371266432915015e+18,t17_f5_c3,12.956514,0.011575281,0.031291597,ZTF18aaypecj
ztf,59113.16484950017,1359164842915015247,2,1359164842915,20.6479,1,1359,0.371276,15.1401,15.1509,0.012867,0.0083,297.6442937,25.3144754,0.46,,15.1362,0.0085,,False,True,True,bulk_1.0.0,0.0,1.371266432915015e+18,t17_f5_c3,12.995804,100.0,0.001785496,ZTF18aaypecj
ztf,59117.145868100226,1363145862915015016,2,1363145862915,20.3919,1,1363,0.863801,15.0534,15.1391,0.193444,0.0081,297.64438,25.314363,0.398571,,15.1795,0.0091,,False,True,True,bulk_1.0.0,0.0,1.371266432915015e+18,t17_f5_c3,12.983351,100.0,0.028743232,ZTF18aaypecj
ztf,59119.182118100114,1365182112915015027,2,1365182112915,19.9461,1,1365,0.135644,15.1335,15.1095,0.013303,0.0087,297.6442357,25.3145305,0.471429,,15.0828,0.0092,,False,True,True,bulk_1.0.0,0.0,1.371266432915015e+18,t17_f5_c3,12.994885,100.0,0.0018556825,ZTF18aaypecj
