tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,60694.57449069992,2940574492715015004,2,2940574492715,18.485495,1,2940,0.8443391,16.014639,14.132042,16.0661,0.063526265,100.0,0.011217981,0.0308,275.4292174,-0.1822024,0.73142856,t17_f5_c3,0.9960977,16.0561,0.0384,1480120227,True,True,False,26.0.1,0.0,ZTF20abmhwdq
ztf,60694.57495369995,2940574952715015007,2,2940574952715,18.36335,1,2940,0.123582244,15.928387,14.116304,15.9879,0.045306113,100.0,0.008537367,0.0315,275.4290182,-0.1821555,0.76,t17_f5_c3,0.9999397,15.9562,0.0385,1480120227,True,True,False,26.0.1,0.0,ZTF20abmhwdq
ztf,60694.575428199954,2940575422715015006,2,2940575422715,18.483782,1,2940,0.2763636,15.87008,14.105075,15.8919,0.058985572,100.0,0.0116076395,0.0298,275.4290563,-0.1821929,0.81142855,t17_f5_c3,0.9999699,15.8423,0.0359,1480120227,True,True,False,26.0.1,0.0,ZTF20abmhwdq
ztf,60706.5595602002,2952559562715015006,2,2952559562715,19.87166,1,2952,0.34111533,17.16946,14.265457,17.1271,0.11797299,100.0,0.008131699,0.0401,275.4290256,-0.1822451,0.7442857,t17_f5_c3,0.97833157,17.1358,0.0478,1480120227,True,True,False,26.0.1,0.0,ZTF20abmhwdq
ztf,60706.56366899982,2952563662715015008,2,2952563662715,19.533588,1,2952,0.55991095,16.868689,14.241828,17.1237,0.16139686,100.0,0.014359884,0.0434,275.4291368,-0.1821959,0.4642857,t17_f5_c3,0.5867447,17.1176,0.0518,1480120227,True,True,False,26.0.1,0.0,ZTF20abmhwdq
ztf,60706.56777779991,2952567772715015006,2,2952567772715,19.272602,1,2952,0.10320157,16.938223,14.247837,17.0636,0.12502521,100.0,0.010491641,0.0482,275.428975,-0.18219,0.75285715,t17_f5_c3,0.9992937,17.0225,0.0568,1480120227,True,True,False,26.0.1,0.0,ZTF20abmhwdq
ztf,60707.56126159988,2953561262715015006,2,2953561262715,19.433489,1,2953,0.48489854,17.131176,14.262774,17.1007,0.10289239,100.0,0.007328627,0.0458,275.4290296,-0.1822914,0.74714285,t17_f5_c3,0.9974053,17.0601,0.0527,1480120227,True,True,False,26.0.1,0.0,ZTF20abmhwdq
ztf,60708.560925900005,2954560922715015006,2,2954560922715,20.134542,1,2954,0.50937,17.065134,14.257936,17.047,0.045361385,100.0,0.0034182735,0.0332,275.4290059,-0.1823004,0.49,t17_f5_c3,0.4776379,17.0137,0.0378,1480120227,True,True,False,26.0.1,0.0,ZTF20abmhwdq
ztf,60708.560925900005,2954560922715015007,2,2954560922715,20.134542,1,2954,0.76527864,17.07637,14.258778,17.1002,0.17194885,100.0,0.01283401,0.0362,275.4291266,-0.18232,0.4,t17_f5_c3,0.4776379,17.108,0.0423,1480120227,True,True,False,26.0.1,0.0,ZTF20abmhwdq
ztf,60710.55334489979,2956553342715015005,2,2956553342715,19.6799,1,2956,1.0643882,16.685282,14.224195,17.0624,0.1056112,100.0,0.010946496,0.0371,275.4292178,-0.1823457,0.45,t17_f5_c3,0.5021005,17.0237,0.0421,1480120227,True,True,False,26.0.1,0.0,ZTF20abmhwdq
ztf,60710.55629630014,2956556292715015007,2,2956556292715,19.782543,1,2956,0.3524239,16.727242,14.228469,17.0512,0.12980837,100.0,0.012995523,0.0356,275.4290827,-0.182165,0.6571429,t17_f5_c3,0.9577199,17.0545,0.0419,1480120227,True,True,False,26.0.1,0.0,ZTF20abmhwdq
ztf,61058.57805560017,3304578052715015002,2,3304578052715,18.652525,1,3304,0.26345402,16.563822,14.210956,16.6329,0.09132988,100.0,0.010458426,0.0629,275.4290509,-0.1821901,0.44142857,t17_f5_c3,0.9584111,16.6054,0.0778,1480120227,True,True,False,27.5.7a32.dev1,0.0,ZTF20abmhwdq
ztf,61059.57524310006,3305575242715015003,2,3305575242715,18.953264,1,3305,0.502179,16.794462,14.235015,16.6926,0.06952655,100.0,0.0065822084,0.0461,275.4290946,-0.1822466,0.8428571,t17_f5_c3,0.99993366,16.6915,0.0576,1480120227,True,True,False,27.5.7a32.dev1,0.0,ZTF20abmhwdq
ztf,61059.57820599992,3305578202715015003,2,3305578202715,18.516624,1,3305,0.7335694,16.617142,14.21693,16.5352,0.056389075,100.0,0.006181734,0.0546,275.4291489,-0.1822797,0.7457143,t17_f5_c3,0.9913108,16.4398,0.0633,1480120227,True,True,False,27.5.7a32.dev1,0.0,ZTF20abmhwdq
ztf,61065.56857640017,3311568572715015011,2,3311568572715,19.153023,1,3311,0.33671784,16.475029,14.200412,16.3702,0.06327155,100.0,0.0077868444,0.0264,275.4290715,-0.1821944,0.82285714,t17_f5_c3,0.9999652,16.3627,0.0319,1480120227,True,True,False,27.5.7a32.dev1,0.0,ZTF20abmhwdq
ztf,61072.565266199876,3318565262715015006,2,3318565262715,19.01506,1,3318,0.3763027,16.232737,14.167507,16.1765,0.06679098,100.0,0.009968413,0.0285,275.4290529,-0.1822389,0.81857145,t17_f5_c3,0.99998105,16.1526,0.0347,1480120227,True,True,False,27.5.7a32.dev1,0.0,ZTF20abmhwdq
ztf,61072.56862269994,3318568622715015005,2,3318568622715,18.97878,1,3318,0.2170466,16.227125,14.166668,16.2157,0.064699106,100.0,0.009698739,0.0291,275.4290355,-0.1821266,0.8685714,t17_f5_c3,0.9999511,16.1903,0.0355,1480120227,True,True,False,27.5.7a32.dev1,0.0,ZTF20abmhwdq
ztf,61072.5729398001,3318572932715015005,2,3318572932715,18.750626,1,3318,0.7159467,16.621908,14.217452,16.3238,0.09143888,100.0,0.009985005,0.0383,275.4290974,-0.1823251,0.6585714,t17_f5_c3,0.98096275,16.2893,0.0467,1480120227,True,True,False,27.5.7a32.dev1,0.0,ZTF20abmhwdq
ztf,61073.56540510012,3319565402715015005,2,3319565402715,18.787815,1,3319,0.6567274,16.569029,14.211551,16.5235,0.05350206,100.0,0.0061006923,0.0531,275.4290845,-0.1823138,0.7157143,t17_f5_c3,0.9502069,16.4787,0.0642,1480120227,True,True,False,27.5.7a32.dev1,0.0,ZTF20abmhwdq
ztf,61073.56879629986,3319568792715015003,2,3319568792715,18.847551,1,3319,0.2709415,16.406132,14.191692,16.3367,0.065773256,100.0,0.008556057,0.0404,275.4290388,-0.1822114,0.86142856,t17_f5_c3,0.9999315,16.3396,0.0508,1480120227,True,True,False,27.5.7a32.dev1,0.0,ZTF20abmhwdq
ztf,61073.57424770016,3319574242715015003,2,3319574242715,18.81003,1,3319,0.25922644,16.408798,14.1920395,16.4283,0.08591772,100.0,0.011152676,0.0472,275.4290464,-0.1821979,0.75714284,t17_f5_c3,0.85536397,16.3774,0.0569,1480120227,True,True,False,27.5.7a32.dev1,0.0,ZTF20abmhwdq
ztf,61074.56438660016,3320564382715015006,2,3320564382715,18.908798,1,3320,0.55514634,16.251822,14.170334,16.1974,0.060877107,100.0,0.008950743,0.0256,275.4288632,-0.1820591,0.81,t17_f5_c3,0.99247575,16.1642,0.0306,1480120227,True,True,False,27.5.7a32.dev1,0.0,ZTF20abmhwdq
ztf,61074.5673727002,3320567372715015003,2,3320567372715,18.747713,1,3320,1.025062,15.974104,14.124773,16.1244,0.065660104,100.0,0.011955544,0.0257,275.4292444,-0.1822824,0.71428573,t17_f5_c3,0.991648,16.0922,0.0309,1480120227,True,True,False,27.5.7a32.dev1,0.0,ZTF20abmhwdq
ztf,61074.57429399993,3320574292715015005,2,3320574292715,18.674765,1,3320,1.026077,16.515007,14.205253,16.3069,0.03861374,100.0,0.0046008728,0.0384,275.4291205,-0.1824131,0.76714283,t17_f5_c3,0.99996996,16.2988,0.048,1480120227,True,True,False,27.5.7a32.dev1,0.0,ZTF20abmhwdq
ztf,61099.54450230021,3345544502715015010,2,3345544502715,20.248035,1,3345,0.4734434,17.196392,14.267292,17.1615,0.11678816,100.0,0.007866088,0.0346,275.4290087,-0.1822931,0.37,t17_f5_c3,0.88020587,17.1602,0.0397,1480120227,True,True,False,27.5.7a32.dev1,0.0,ZTF20abmhwdq
ztf,61100.543263900094,3346543262715015009,2,3346543262715,19.856478,1,3346,0.5756152,17.609333,14.290677,17.4598,0.18675168,100.0,0.008786224,0.0541,275.4291457,-0.1821791,0.47,t17_f5_c3,0.8784461,17.3448,0.0582,1480120227,True,True,False,27.5.7a32.dev1,0.0,ZTF20abmhwdq
