tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,oid
ztf,59302.2555670999,1548255561415015011,2,1548255561415,18.9622,1,1548,1.00463,18.8166,18.303587,19.0216,0.174958,0.094642505,0.109075755,0.4489,176.0969227,8.1781872,0.842857,t17_f5_c3,19.0065,0.5687,False,True,True,correction_0.0.1,0.0,,,ZTF21aaqyuun
ztf,59302.354259300046,1548354251415015005,1,1548354251415,18.9691,1,1548,1.76843,18.5936,,18.6614,0.1431,,,0.3069,176.0969569,8.1781964,0.934286,t17_f5_c3,18.5575,0.358,False,False,False,correction_0.0.1,0.0,,,ZTF21aaqyuun
ztf,59302.39961809991,1548399616015015001,2,1548399616015,18.8502,1,1548,1.62031,18.5583,,18.2214,0.153,,,0.2133,176.0969894,8.1781768,0.772857,t17_f5_c3,18.045,0.2328,False,False,True,correction_0.0.1,0.0,,,ZTF21aaqyuun
ztf,59304.257928200066,1550257921415015012,1,1550257921415,19.260101,1,1550,1.9661671,18.42474,,18.5742,0.0991037,,,0.1483,176.097013,8.1781937,0.88714284,t17_f5_c3,18.759,0.2248,True,False,False,correction_0.0.1,0.0,0.9999566,524120114.0,ZTF21aaqyuun
ztf,59304.30233799992,1550302331415015014,2,1550302331415,19.467241,1,1550,1.1758249,18.470774,18.075436,18.3423,0.08723533,0.041741874,0.060611762,0.1346,176.0969718,8.1781862,0.94142854,t17_f5_c3,18.4118,0.1833,True,True,False,correction_0.0.1,0.0,0.9999963,524120214.0,ZTF21aaqyuun
ztf,59304.302812499925,1550302816015015004,2,1550302816015,19.51033,1,1550,1.700302,18.525805,,18.3386,0.08743906,,,0.1219,176.0970081,8.1782062,0.85714287,t17_f5_c3,18.2493,0.1436,True,False,True,correction_0.0.1,0.0,0.99999917,472120260.0,ZTF21aaqyuun
ztf,59304.34629630018,1550346296015015002,1,1550346296015,19.22752,1,1550,2.1093562,18.45878,,18.4588,0.114700235,,,0.1358,176.097041,8.1781537,0.6314286,t17_f5_c3,18.3443,0.1565,True,False,False,correction_0.0.1,0.0,0.99985945,472120160.0,ZTF21aaqyuun
ztf,59307.25349539984,1553253491415015020,2,1553253491415,20.354095,1,1553,1.2862393,18.446672,18.058632,18.4473,0.07007573,0.023025695,0.049017563,0.0779,176.0970017,8.178175,0.94857144,t17_f5_c3,18.4658,0.1,True,True,False,correction_0.0.1,0.0,0.9999833,524120214.0,ZTF21aaqyuun
ztf,59307.25489579979,1553254896015015002,2,1553254896015,20.411768,1,1553,1.5910797,18.55945,,18.6356,0.07694101,,,0.0815,176.0969815,8.1781723,0.94714284,t17_f5_c3,18.5897,0.0984,True,False,True,correction_0.0.1,0.0,0.99999994,472120260.0,ZTF21aaqyuun
ztf,59307.31163189979,1553311631415015019,1,1553311631415,20.692858,1,1553,1.8782184,18.465895,,18.4683,0.060477998,,,0.0579,176.0969885,8.1782036,0.95714283,t17_f5_c3,18.4515,0.0712,True,False,False,correction_0.0.1,0.0,0.9999999,524120114.0,ZTF21aaqyuun
ztf,59307.312106499914,1553312106015015003,1,1553312106015,20.66862,1,1553,1.9499131,18.488369,,18.4532,0.062011473,,,0.0543,176.0969955,8.1781833,0.93,t17_f5_c3,18.4289,0.0662,True,False,False,correction_0.0.1,0.0,0.9999945,472120160.0,ZTF21aaqyuun
ztf,59309.27019680012,1555270191415015021,2,1555270191415,20.380476,1,1555,1.2882974,18.478292,18.080654,18.344,0.08495297,0.03897788,0.058901045,0.0704,176.0970047,8.1781878,0.95714283,t17_f5_c3,18.2853,0.084,True,True,False,correction_0.0.1,0.0,0.99999666,524120214.0,ZTF21aaqyuun
ztf,59309.270659700036,1555270656015015002,2,1555270656015,20.502203,1,1555,1.5735664,18.481943,,18.4392,0.07890723,,,0.0662,176.0969751,8.1781837,0.93,t17_f5_c3,18.4157,0.0814,True,False,True,correction_0.0.1,0.0,0.9999986,472120260.0,ZTF21aaqyuun
ztf,59309.31104170019,1555311041415015022,1,1555311041415,20.45477,1,1555,1.910645,18.520048,,18.5185,0.07122872,,,0.0671,176.0969971,8.1781936,0.95857143,t17_f5_c3,18.4786,0.0813,True,False,False,correction_0.0.1,0.0,0.9999998,524120114.0,ZTF21aaqyuun
ztf,59311.23256940022,1557232566015015025,1,1557232566015,20.314053,1,1557,1.9546295,18.565142,,18.5783,0.084344074,,,0.0749,176.0969967,8.1781878,0.87714285,t17_f5_c3,18.5097,0.0886,True,False,False,correction_0.0.1,0.0,0.99999917,472120160.0,ZTF21aaqyuun
ztf,59311.233981499914,1557233981415015022,1,1557233981415,20.298744,1,1557,1.9240584,18.559277,,18.428,0.07128921,,,0.0724,176.0970022,8.1782238,0.9628571,t17_f5_c3,18.4416,0.0923,True,False,False,correction_0.0.1,0.0,1.0,524120114.0,ZTF21aaqyuun
ztf,59311.30894679995,1557308941415015023,2,1557308941415,20.364668,1,1557,1.2422473,18.442757,18.055893,18.4876,0.06158139,100.0,0.043122474,0.0806,176.0969897,8.1781785,0.95857143,t17_f5_c3,18.4918,0.1021,True,True,False,correction_0.0.1,0.0,0.9999992,524120214.0,ZTF21aaqyuun
ztf,59311.30940969987,1557309406015015002,2,1557309406015,20.563208,1,1557,1.5121362,18.463333,,18.2653,0.06524216,,,0.0555,176.0969566,8.1781845,0.94142854,t17_f5_c3,18.2257,0.067,True,False,True,correction_0.0.1,0.0,0.99999785,472120260.0,ZTF21aaqyuun
ztf,59313.21409719996,1559214096015015005,2,1559214096015,20.1372,1,1559,1.6106465,18.468319,,18.5513,0.08700708,,,0.0941,176.0969874,8.1781676,0.95428574,t17_f5_c3,18.5246,0.1162,True,False,True,correction_0.0.1,0.0,0.99999976,472120260.0,ZTF21aaqyuun
ztf,59313.25469909981,1559254696015015003,1,1559254696015,20.41817,1,1559,1.8778002,18.62901,,18.5849,0.08511061,,,0.0686,176.0969746,8.1781901,0.88714284,t17_f5_c3,18.63,0.0896,True,False,False,correction_0.0.1,0.0,0.99999714,472120160.0,ZTF21aaqyuun
ztf,59313.25517359981,1559255171415015022,1,1559255171415,20.328024,1,1559,1.9094131,18.584982,,18.5565,0.07349371,,,0.0734,176.0969971,8.1781989,0.95428574,t17_f5_c3,18.5055,0.0882,True,False,False,correction_0.0.1,0.0,0.99999964,524120114.0,ZTF21aaqyuun
ztf,59313.295578700025,1559295571415015012,2,1559295571415,19.818369,1,1559,1.1637248,18.453766,18.06359,18.5182,0.090549074,0.045894433,0.063214034,0.1301,176.0969709,8.178201,0.93857145,t17_f5_c3,18.5386,0.1686,True,True,False,correction_0.0.1,0.0,0.9997295,524120214.0,ZTF21aaqyuun
ztf,59315.23317130003,1561233176015015006,2,1561233176015,20.554354,1,1561,1.5592488,18.424332,,18.3633,0.065454304,,,0.0635,176.0969718,8.178174,0.97,t17_f5_c3,18.3094,0.0758,True,False,True,correction_0.0.1,0.0,0.9943203,472120260.0,ZTF21aaqyuun
