tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,parent_candid,oid
ztf,59397.47480319999,1643474801115015004,2,1643474801115,19.4034,1,1643,2.29811,19.5802,19.1944,0.222494,0.3454,62.433412,37.0080937,0.595714,t17_f5_c3,19.1636,0.4319,False,False,False,correction_0.0.1,0.0,,,,ZTF21abmzauo
ztf,59404.47684030002,1650476841115015005,2,1650476841115,19.2916,1,1650,2.34931,19.8442,19.5374,0.318459,0.4701,62.4333082,37.0082265,0.744286,t17_f5_c3,19.1959,0.4423,False,False,False,correction_0.0.1,0.0,,,,ZTF21abmzauo
ztf,59404.48121530004,1650481215615015000,2,1650481215615,19.1916,1,1650,3.19664,19.6393,19.1107,0.286356,0.3622,62.4332487,37.0080521,0.581429,t17_f5_c3,19.8718,0.9377,False,False,False,correction_0.0.1,0.0,,,,ZTF21abmzauo
ztf,59405.4776504999,1651477655615015000,2,1651477655615,19.5053,1,1651,3.16759,19.5849,19.1455,0.20522,0.2464,62.4332508,37.0081507,0.55,t17_f5_c3,19.0149,0.2811,False,False,False,correction_0.0.1,0.0,,,,ZTF21abmzauo
ztf,59406.476956000086,1652476955615015001,2,1652476955615,19.6489,1,1652,3.346,19.9603,19.2154,0.31654,0.2665,62.4333053,37.0080703,0.417143,t17_f5_c3,19.0489,0.2948,False,False,False,correction_0.0.1,0.0,,,,ZTF21abmzauo
ztf,59406.48166669998,1652481665615015000,2,1652481665615,19.4449,1,1652,3.06955,19.7555,20.0007,0.299279,0.6247,62.4332157,37.0081397,0.581429,t17_f5_c3,19.7356,0.631,False,False,False,correction_0.0.1,0.0,,,,ZTF21abmzauo
ztf,59411.46784720011,1657467841115015007,2,1657467841115,19.8287,1,1657,2.63784,19.9362,19.8809,0.243391,0.4681,62.4332306,37.0081623,0.767143,t17_f5_c3,19.5882,0.4613,False,False,False,correction_0.0.1,0.0,,,,ZTF21abmzauo
ztf,59412.47016200004,1658470161115015005,2,1658470161115,19.9579,1,1658,2.51315,20.3234,20.3282,0.329387,0.6306,62.4332686,37.0081769,0.594286,t17_f5_c3,20.1496,0.6912,False,False,False,correction_0.0.1,0.0,,,,ZTF21abmzauo
ztf,59412.47769680014,1658477691115015004,2,1658477691115,19.9507,1,1658,3.04739,19.969,19.8576,0.241332,0.411,62.4331394,37.0080432,0.74,t17_f5_c3,19.5793,0.4106,False,False,False,correction_0.0.1,0.0,,,,ZTF21abmzauo
ztf,59414.46996530006,1660469961115015009,2,1660469961115,20.2995,1,1660,2.69428,20.3072,20.7027,0.223346,0.6919,62.4332583,37.0080799,0.667143,t17_f5_c3,20.6823,0.877,False,False,False,correction_0.0.1,0.0,,,,ZTF21abmzauo
ztf,59414.47043980006,1660470435615015000,2,1660470435615,20.329191,1,1660,3.2341557,20.120657,19.9647,0.20359735,0.35,62.4332719,37.0081499,0.7171429,t17_f5_c3,19.7439,0.3693,True,False,False,correction_0.0.1,0.0,0.9789961,656120256.0,,ZTF21abmzauo
ztf,59414.47283559991,1660472835615015000,2,1660472835615,20.266,1,1660,3.17191,19.9695,19.4744,0.227049,0.2307,62.4332373,37.0080774,0.517143,t17_f5_c3,19.2004,0.2314,False,False,False,correction_0.0.1,0.0,,,,ZTF21abmzauo
ztf,59414.475243099965,1660475245615015000,2,1660475245615,20.22,1,1660,3.16457,20.1896,21.1655,0.241957,1.0985,62.4332508,37.0081901,0.72,t17_f5_c3,20.2158,0.5934,False,False,False,correction_0.0.1,0.0,,,,ZTF21abmzauo
ztf,59414.47718749987,1660477181115015012,2,1660477181115,20.206985,1,1660,2.4768345,20.139154,19.9876,0.1749019,0.3702,62.4333588,37.008068,0.8257143,t17_f5_c3,19.6944,0.3652,True,False,False,correction_0.0.1,0.0,0.99975437,701120211.0,,ZTF21abmzauo
ztf,59414.47959489981,1660479591115015019,2,1660479591115,20.0782,1,1660,2.83059,19.9021,20.0404,0.239704,0.4094,62.433184,37.0081119,0.748571,t17_f5_c3,19.7163,0.3924,False,False,False,correction_0.0.1,0.0,,,,ZTF21abmzauo
ztf,59414.48005789984,1660480055615015000,2,1660480055615,20.1879,1,1660,3.6131,20.2191,20.604,0.269448,0.6711,62.4334052,37.0081178,0.712857,t17_f5_c3,20.0882,0.5388,False,False,False,correction_0.0.1,0.0,,,,ZTF21abmzauo
ztf,59415.47245369991,1661472455615015000,2,1661472455615,20.1712,1,1661,3.23464,20.0934,21.081,0.231508,1.042,62.433273,37.008134,0.752857,t17_f5_c3,20.1133,0.5531,False,False,False,correction_0.0.1,0.0,,,,ZTF21abmzauo
ztf,59415.47245369991,1661472455615075000,2,1661472455615,20.1712,1,1661,3.23464,20.0934,21.081,0.231508,1.042,62.433273,37.008134,0.752857,t17_f5_c3,20.1133,0.5531,False,False,False,correction_1.0.6,0.0,,,1.682473955615015e+18,ZTF21abmzauo
ztf,59415.474386599846,1661474381115015010,2,1661474381115,20.2025,1,1661,2.35424,20.1618,20.6844,0.290797,0.7055,62.4333543,37.0081387,0.657143,t17_f5_c3,20.1696,0.5679,False,False,False,correction_0.0.1,0.0,,,,ZTF21abmzauo
ztf,59415.474386599846,1661474381115075010,2,1661474381115,20.2025,1,1661,2.35424,20.1618,20.6844,0.290797,0.7055,62.4333543,37.0081387,0.657143,t17_f5_c3,20.1696,0.5679,False,False,False,correction_1.0.6,0.0,,,1.682473955615015e+18,ZTF21abmzauo
ztf,59415.47486109985,1661474865615015000,2,1661474865615,20.16441,1,1661,3.2333953,20.003883,20.22,0.1766982,0.4681,62.4332636,37.0080674,0.81857145,t17_f5_c3,19.9739,0.4819,True,False,False,correction_0.0.1,0.0,0.9996501,656120256.0,,ZTF21abmzauo
ztf,59415.47486109985,1661474865615075000,2,1661474865615,20.1644,1,1661,3.2334,20.0039,20.22,0.176698,0.4681,62.4332636,37.0080674,0.818571,t17_f5_c3,19.9739,0.4819,False,False,False,correction_1.0.6,0.0,,,1.682473955615015e+18,ZTF21abmzauo
ztf,59415.476793999784,1661476791115015008,2,1661476791115,20.2858,1,1661,2.66148,20.4643,19.888,0.262185,0.3325,62.4332112,37.0081784,0.451429,t17_f5_c3,19.4868,0.2975,False,False,False,correction_0.0.1,0.0,,,,ZTF21abmzauo
ztf,59415.476793999784,1661476791115075008,2,1661476791115,20.2858,1,1661,2.66148,20.4643,19.888,0.262185,0.3325,62.4332112,37.0081784,0.451429,t17_f5_c3,19.4868,0.2975,False,False,False,correction_1.0.6,0.0,,,1.682473955615015e+18,ZTF21abmzauo
ztf,59415.47726849979,1661477265615015000,2,1661477265615,20.200634,1,1661,3.4286146,20.026327,20.0632,0.16216762,0.4027,62.4333329,37.0080778,0.88857144,t17_f5_c3,19.8545,0.4293,True,False,False,correction_0.0.1,0.0,0.9999994,656120256.0,,ZTF21abmzauo
ztf,59415.47726849979,1661477265615075000,2,1661477265615,20.2006,1,1661,3.42862,20.0263,20.0632,0.162168,0.4027,62.4333329,37.0080778,0.888571,t17_f5_c3,19.8545,0.4293,False,False,False,correction_1.0.6,0.0,,,1.682473955615015e+18,ZTF21abmzauo
ztf,59415.47967590019,1661479675615015000,2,1661479675615,20.185,1,1661,3.42331,19.8824,19.4695,0.189813,0.2378,62.4333331,37.0081021,0.722857,t17_f5_c3,19.4049,0.2889,False,False,False,correction_0.0.1,0.0,,,,ZTF21abmzauo
ztf,59415.47967590019,1661479675615075000,2,1661479675615,20.185,1,1661,3.42331,19.8824,19.4695,0.189813,0.2378,62.4333331,37.0081021,0.722857,t17_f5_c3,19.4049,0.2889,False,False,False,correction_1.0.6,0.0,,,1.682473955615015e+18,ZTF21abmzauo
ztf,59415.481608800124,1661481601115015008,2,1661481601115,20.262165,1,1661,2.5518744,19.99453,20.0893,0.16199234,0.41,62.4333282,37.0080656,0.7814286,t17_f5_c3,20.0672,0.5182,True,False,False,correction_0.0.1,0.0,0.99997866,701120211.0,,ZTF21abmzauo
ztf,59415.481608800124,1661481601115075008,2,1661481601115,20.2622,1,1661,2.55187,19.9945,20.0893,0.161992,0.41,62.4333282,37.0080656,0.781429,t17_f5_c3,20.0672,0.5182,False,False,False,correction_1.0.6,0.0,,,1.682473955615015e+18,ZTF21abmzauo
ztf,59415.48208330013,1661482085615075001,2,1661482085615,20.1974,1,1661,3.53403,20.3348,20.6301,0.271381,0.6918,62.4333712,37.0080674,0.665714,t17_f5_c3,20.1852,0.5933,False,False,False,correction_1.0.6,0.0,,,1.682473955615015e+18,ZTF21abmzauo
ztf,59436.47300929995,1682473001115015019,2,1682473001115,20.6683,1,1682,2.49008,20.3768,20.3231,0.234671,0.3947,62.4333171,37.0081189,0.542857,t17_f5_c3,19.8791,0.3399,False,False,False,correction_1.0.6,0.0,,,1.682473955615015e+18,ZTF21abmzauo
ztf,59436.47395829996,1682473955615015000,2,1682473955615,20.518166,1,1682,3.2913923,20.217318,20.6961,0.19982351,0.5918,62.4332875,37.0080952,0.68857145,t17_f5_c3,20.3079,0.5359,True,False,False,correction_1.0.6,0.0,0.9999831,656120256.0,,ZTF21abmzauo
ztf,59440.47077549994,1686470771115015011,2,1686470771115,20.434128,1,1686,2.5634844,20.149502,20.5633,0.20322815,0.5421,62.433286,37.0081162,0.6757143,t17_f5_c3,20.3237,0.5628,True,False,False,correction_1.0.6,0.0,0.99920887,701120211.0,,ZTF21abmzauo
ztf,59440.47077549994,1686470771115025011,2,1686470771115,20.4341,1,1686,2.56348,20.1495,20.5633,0.203228,0.5421,62.433286,37.0081162,0.675714,t17_f5_c3,20.3237,0.5628,False,False,False,correction_1.0.6,0.0,,,1.710488141115015e+18,ZTF21abmzauo
ztf,59440.47172449995,1686471725615015000,2,1686471725615,20.34852,1,1686,3.139615,20.080742,20.6414,0.17669518,0.6074,62.4332333,37.0080838,0.83285713,t17_f5_c3,20.2212,0.5344,True,False,False,correction_1.0.6,0.0,0.9998041,656120256.0,,ZTF21abmzauo
ztf,59440.47172449995,1686471725615025000,2,1686471725615,20.3485,1,1686,3.13962,20.0807,20.6414,0.176695,0.6074,62.4332333,37.0080838,0.832857,t17_f5_c3,20.2212,0.5344,False,False,False,correction_1.0.6,0.0,,,1.710488141115015e+18,ZTF21abmzauo
ztf,59443.47008100012,1689470085615015000,2,1689470085615,20.2165,1,1689,2.95415,20.2332,20.1089,0.269157,0.4093,62.4331742,37.0082667,0.634286,t17_f5_c3,19.7139,0.369,False,False,False,correction_1.0.6,0.0,,,1.710488141115015e+18,ZTF21abmzauo
ztf,59443.470544000156,1689470541115015011,2,1689470541115,20.3181,1,1689,2.55815,20.4065,20.1272,0.226535,0.3941,62.4333045,37.0080903,0.742857,t17_f5_c3,19.4589,0.2756,False,False,False,correction_1.0.6,0.0,,,1.710488141115015e+18,ZTF21abmzauo
ztf,59451.48697920004,1697486975615015001,2,1697486975615,19.9787,1,1697,3.11234,20.0615,19.5493,0.196694,0.2965,62.4332249,37.0081188,0.56,t17_f5_c3,19.297,0.3029,False,False,False,correction_1.0.6,0.0,,,1.710488141115015e+18,ZTF21abmzauo
ztf,59461.49021989992,1707490211115015030,2,1707490211115,20.8377,1,1707,2.55716,20.4783,20.595,0.21955,0.441,62.4333011,37.008101,0.531429,t17_f5_c3,20.0851,0.3581,False,False,False,correction_1.0.6,0.0,,,1.710488141115015e+18,ZTF21abmzauo
