tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,oid
ztf,59301.21405090019,1547214050315015003,1,1547214050315,19.0918,1,1547,0.380584,19.591,18.785704,18.9906,0.263864,0.124176085,0.12567881,0.3036,113.0460904,15.7078764,0.584286,t17_f5_c3,18.8923,0.3561,False,True,False,correction_0.0.1,0.0,,,ZTF21aaqxeih
ztf,59303.15591439977,1549155910315015007,2,1549155910315,20.071896,1,1549,0.06277415,19.51975,18.449741,19.5334,0.15543124,0.0534468,0.05801426,0.2329,113.0461822,15.7079099,0.94,t17_f5_c3,19.668,0.3363,True,True,False,correction_0.0.1,0.0,0.9999992,565120203.0,ZTF21aaqxeih
ztf,59303.21888889978,1549218880315015010,1,1549218880315,19.500095,1,1549,0.2595246,19.516356,18.74951,19.3063,0.20466843,0.099243924,0.10099803,0.2951,113.0461223,15.7078706,0.92142856,t17_f5_c3,19.2748,0.3675,True,True,False,correction_0.0.1,0.0,0.99962395,565120103.0,ZTF21aaqxeih
ztf,59306.15608800016,1552156080315015007,1,1552156080315,20.503716,1,1552,0.14493872,19.411661,18.696585,19.3076,0.11943828,0.05918459,0.061817747,0.1292,113.0461751,15.7079089,0.94714284,t17_f5_c3,19.4006,0.1786,True,True,False,correction_0.0.1,0.0,0.99999857,565120103.0,ZTF21aaqxeih
ztf,59306.194317100104,1552194310315015002,2,1552194310315,20.242222,1,1552,0.20150098,19.393978,18.401077,19.4388,0.16242634,0.061407752,0.06508729,0.1885,113.0461642,15.7078445,0.95857143,t17_f5_c3,19.4621,0.2451,True,True,False,correction_0.0.1,0.0,0.9999968,565120203.0,ZTF21aaqxeih
ztf,59308.15716439998,1554157160315015007,1,1554157160315,20.643147,1,1554,0.18776448,19.34507,18.66161,19.3061,0.10082483,0.050869763,0.053725887,0.1176,113.0461776,15.70792,0.93714285,t17_f5_c3,19.412,0.164,True,True,False,correction_0.0.1,0.0,0.99999774,565120103.0,ZTF21aaqxeih
ztf,59308.19799769996,1554197990315015001,2,1554197990315,20.155396,1,1554,0.10066394,19.383121,18.396713,19.4674,0.1196845,0.04319844,0.04824751,0.1979,113.0461952,15.7078885,0.9442857,t17_f5_c3,19.2381,0.2044,True,True,False,correction_0.0.1,0.0,0.9999977,565120203.0,ZTF21aaqxeih
ztf,59310.19814810017,1556198140315015006,2,1556198140315,19.949047,1,1556,0.22127621,19.46194,18.427803,19.1709,0.17047152,0.061936587,0.06576527,0.1631,113.0461556,15.7078392,0.8428571,t17_f5_c3,18.9446,0.1691,True,True,False,correction_0.0.1,0.0,0.99999976,565120203.0,ZTF21aaqxeih
ztf,59312.18579859985,1558185790315015004,2,1558185790315,20.046595,1,1558,0.29249752,19.302542,18.363508,19.1961,0.13413927,0.052501135,0.05648619,0.1587,113.0461668,15.707819,0.95428574,t17_f5_c3,19.1495,0.1937,True,True,False,correction_0.0.1,0.0,0.9999993,565120203.0,ZTF21aaqxeih
ztf,59312.19353009993,1558193530315015005,1,1558193530315,20.129583,1,1558,0.06178285,19.410303,18.695883,19.3984,0.1355034,0.067869805,0.070174895,0.1745,113.0461832,15.7078828,0.9457143,t17_f5_c3,19.4473,0.2328,True,True,False,correction_0.0.1,0.0,0.99999744,565120103.0,ZTF21aaqxeih
ztf,59314.185300900135,1560185300315015007,2,1560185300315,20.135532,1,1560,0.056268543,19.253239,18.342472,19.5247,0.13555923,0.05490866,0.058589883,0.2165,113.0461728,15.7078861,0.93285716,t17_f5_c3,19.6773,0.3173,True,True,False,correction_0.0.1,0.0,0.9998777,565120203.0,ZTF21aaqxeih
ztf,59314.19362269994,1560193620315015014,1,1560193620315,20.43227,1,1560,0.05099316,19.453516,18.718046,19.4102,0.10569717,0.050506562,0.053687796,0.15,113.046184,15.7078767,0.9342857,t17_f5_c3,19.5307,0.2132,True,True,False,correction_0.0.1,0.0,0.99998856,565120103.0,ZTF21aaqxeih
ztf,59316.159537000116,1562159530315015001,2,1562159530315,20.072056,1,1562,0.16227008,19.296228,18.360844,19.3309,0.11025529,0.041688908,0.04658498,0.172,113.0461269,15.7078807,0.9457143,t17_f5_c3,19.2847,0.2098,True,True,False,correction_0.0.1,0.0,0.9999999,565120203.0,ZTF21aaqxeih
ztf,59316.20796300005,1562207960315015006,1,1562207960315,20.338417,1,1562,0.2479532,19.46881,18.725788,19.2672,0.14755857,0.07213735,0.07443134,0.1326,113.0461421,15.7079165,0.93142855,t17_f5_c3,19.3676,0.1848,True,True,False,correction_0.0.1,0.0,0.99999905,565120103.0,ZTF21aaqxeih
ztf,59319.15958329989,1565159580315015002,2,1565159580315,19.824615,1,1565,0.117383115,19.315289,18.368856,19.4196,0.13445696,0.05219015,0.05623552,0.2235,113.046168,15.7078667,0.9042857,t17_f5_c3,19.3922,0.2781,True,True,False,correction_0.0.1,0.0,0.99999917,565120203.0,ZTF21aaqxeih
ztf,59319.187268500216,1565187260315015012,1,1565187260315,20.176573,1,1565,0.12977867,19.609854,18.794643,19.6876,0.15997642,0.07293292,0.075504355,0.2019,113.0462231,15.7079006,0.9242857,t17_f5_c3,19.6655,0.2525,True,True,False,correction_0.0.1,0.0,0.9999793,565120103.0,ZTF21aaqxeih
ztf,59321.22050930001,1567220500315015011,2,1567220500315,20.050562,1,1567,0.10231225,19.263168,18.346752,19.2352,0.14402187,0.058425333,0.061924476,0.1936,113.0461895,15.7078766,0.81714284,t17_f5_c3,19.1667,0.232,True,True,False,correction_0.0.1,0.0,0.999996,565120203.0,ZTF21aaqxeih
