tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,oid
ztf,61053.5771643999,3299577160215010204,2,3299577160215,17.5851,-1,3299,1.65526,16.5949,16.7798,0.081172,0.0911,267.508708,-9.785583,0.494286,t17_f5_c3,16.7642,0.1135,False,False,True,27.5.7a32.dev1,0.0,3.32656074561501e+18,,,,,,ZTF23aamnpxl
ztf,61053.580046299845,3299580040215010089,2,3299580040215,17.165236,-1,3299,0.52734673,15.93793,16.4313,0.07255446,0.0931,267.5090431,-9.7854103,0.45857143,t17_f5_c3,16.554,0.1328,True,True,True,27.5.7a32.dev1,0.0,,13.709134,100.0,0.009314203,0.6341664,1427120202.0,ZTF23aamnpxl
ztf,61057.572453700006,3303572450215010129,2,3303572450215,18.174,-1,3303,1.37072,15.95,16.4557,0.074113,0.0425,267.5086651,-9.7853334,0.457143,t17_f5_c3,16.5199,0.0557,False,True,False,27.5.7a32.dev1,0.0,3.33155533021501e+18,13.707594,100.0,0.009395765,,,ZTF23aamnpxl
ztf,61058.57207180001,3304572070215010021,2,3304572070215,19.203857,-1,3304,0.5570583,16.287752,16.2792,0.03914941,0.032,267.5089881,-9.7854064,0.67285717,t17_f5_c3,16.2833,0.0388,True,True,True,27.5.7a32.dev1,0.0,,13.671405,100.0,0.0035171139,0.9522713,1427120202.0,ZTF23aamnpxl
ztf,61058.577094899956,3304577090215010022,2,3304577090215,18.68077,-1,3304,0.13941514,16.034962,16.3553,0.04626665,0.0497,267.5090754,-9.785232,0.57857144,t17_f5_c3,16.3759,0.0633,True,True,False,27.5.7a32.dev1,0.0,,13.697283,100.0,0.0053727487,0.3094098,1427120202.0,ZTF23aamnpxl
ztf,61059.5772338002,3305577230215010023,2,3305577230215,18.58334,-1,3305,0.63457775,15.598739,16.2265,0.0740374,0.0413,267.5089562,-9.785109,0.39857143,t17_f5_c3,16.2213,0.0511,True,True,False,27.5.7a32.dev1,0.0,,13.761489,100.0,0.013631741,0.05126026,1427120202.0,ZTF23aamnpxl
ztf,61065.56664349977,3311566640215010024,2,3311566640215,19.157223,-1,3311,0.5212764,16.238914,16.5055,0.03693713,0.0322,267.5090578,-9.7854055,0.75,t17_f5_c3,16.5211,0.0385,True,True,True,27.5.7a32.dev1,0.0,,13.675902,100.0,0.0034854447,0.968566,1427120202.0,ZTF23aamnpxl
ztf,61065.569513900205,3311569510215010025,2,3311569510215,18.969667,-1,3311,1.0131212,16.013302,16.3235,0.073317826,0.03,267.5092061,-9.7855024,0.62142855,t17_f5_c3,16.3372,0.0364,True,True,False,27.5.7a32.dev1,0.0,,13.699826,100.0,0.008706015,0.84496236,1427120202.0,ZTF23aamnpxl
ztf,61077.56072920002,3323560720215010021,2,3323560720215,19.5092,-1,3323,0.45287588,15.637844,15.7435,0.017741384,0.0158,267.5091105,-9.7853747,0.7871429,t17_f5_c3,15.7305,0.0184,True,True,False,27.5.7a32.dev1,0.0,,13.75444,100.0,0.0031305877,0.89807713,1427120202.0,ZTF23aamnpxl
ztf,61077.56072920002,3323560720215010022,2,3323560720215,19.5092,-1,3323,0.5533418,15.550652,16.2051,0.062046584,0.0224,267.5091615,-9.7853724,0.5957143,t17_f5_c3,16.2195,0.0273,True,True,False,27.5.7a32.dev1,0.0,,13.770579,100.0,0.012041737,0.89807713,1427120202.0,ZTF23aamnpxl
