tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,parent_candid,oid
ztf,59256.56528940005,1502565285015015009,2,1502565285015,19.0973,1,1502,1.82316,15.6977,15.8367,0.101197,0.0218,301.5840803,13.8415798,0.227143,t17_f5_c3,15.6379,0.0221,False,False,False,correction_0.0.1,0.0,,,,,,,ZTF21aansdlq
ztf,59258.560902799945,1504560905015015040,2,1504560905015,17.5302,1,1504,0.437591,14.6642,14.7772,0.050481,0.0257,301.5837866,13.8418465,0.607143,t17_f5_c3,14.7482,0.0307,False,True,True,correction_0.0.1,0.0,12.870898,100.0,0.009678479,,,,ZTF21aansdlq
ztf,59258.565624999814,1504565625015015053,2,1504565625015,16.8511,1,1504,0.72031,14.5636,14.5187,0.054678,0.0338,301.5838711,13.841821,0.592857,t17_f5_c3,14.5185,0.0424,False,True,True,correction_0.0.1,0.0,12.850874,100.0,0.011290742,,,,ZTF21aansdlq
ztf,59266.56101850001,1512561015015015024,2,1512561015015,18.1294,1,1512,1.37852,16.1578,16.562,0.094982,0.0467,301.5840991,13.8419016,0.474286,t17_f5_c3,16.4843,0.0531,False,True,True,correction_0.0.1,0.0,13.038802,100.0,0.0053708367,,,,ZTF21aansdlq
ztf,59274.5344560002,1520534455015015018,2,1520534455015,18.383139,1,1520,1.9031339,15.356976,15.5975,0.049830876,0.0166,301.5842458,13.8418531,0.48285714,t17_f5_c3,15.4875,0.0178,True,False,False,correction_0.0.1,0.0,,,,0.86762977,541120250.0,,ZTF21aansdlq
ztf,59274.540439799894,1520540435015015011,2,1520540435015,18.77323,1,1520,1.2876548,15.368785,15.5792,0.0716585,0.0161,301.5840697,13.8418572,0.49857143,t17_f5_c3,15.5492,0.0183,True,True,True,correction_0.0.1,0.0,12.975121,100.0,0.007903185,0.86991763,541120250.0,,ZTF21aansdlq
ztf,59274.54343750002,1520543435015015012,2,1520543435015,18.9485,1,1520,0.697959,15.3805,15.5771,0.070671,0.0156,301.5838974,13.8418903,0.641429,t17_f5_c3,15.5338,0.0174,False,True,True,correction_0.0.1,0.0,12.976408,100.0,0.00771977,,,,ZTF21aansdlq
ztf,59275.535520799924,1521535525015015022,2,1521535525015,19.0604,1,1521,0.920342,15.4844,15.4775,0.05181,0.014,301.58394,13.8418222,0.628571,t17_f5_c3,15.4235,0.0153,False,True,True,correction_0.0.1,0.0,12.987286,100.0,0.0051947883,,,,ZTF21aansdlq
ztf,59275.53846060019,1521538465015015015,2,1521538465015,19.221968,1,1521,1.9064015,15.488413,15.654,0.08498218,0.0153,301.5842003,13.8417074,0.20571429,t17_f5_c3,15.6102,0.0181,True,False,False,correction_0.0.1,0.0,,,,0.2501685,541120250.0,,ZTF21aansdlq
ztf,59275.53846060019,1521538465015015018,2,1521538465015,19.221968,1,1521,1.2692251,15.578465,15.5359,0.021111542,0.015,301.5840548,13.8418392,0.4842857,t17_f5_c3,15.4953,0.0167,True,True,True,correction_0.0.1,0.0,12.996357,100.0,0.0019573863,0.5289437,541120250.0,,ZTF21aansdlq
