tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,rbversion,oid
ztf,58292.470891200006,538470892215010019,2,538470892215,20.780952,-1,538,1.4484235,18.818447,18.6519,0.16851906,0.0881,341.5196771,60.664376,0.39666668,0.0,18.8494,0.1183,831120222.0,True,False,True,bulk_1.0.0,0.0,0.0,,,,,ZTF18abcvdzg
ztf,58424.2423843001,670242382215010006,2,670242382215,19.0983,-1,670,0.435788,17.2164,17.2694,0.084785,0.0708,341.5191177,60.6644555,0.723333,,17.2823,0.0896,,False,True,True,bulk_1.0.0,0.0,6.8728393221501e+17,15.195955,100.0,0.013186851,t12_f5_c3,ZTF18abcvdzg
ztf,58425.22247690009,671222472215010007,2,671222472215,19.1981,-1,671,0.374147,17.016,17.0849,0.138628,0.0654,341.5190505,60.6645605,0.283333,,17.0584,0.0797,,False,True,True,bulk_1.0.0,0.0,6.8728393221501e+17,15.230737,0.015990779,0.02677599,t12_f5_c3,ZTF18abcvdzg
ztf,58426.248472199775,672248472215010014,2,672248472215,20.4334,-1,672,0.437812,17.0668,17.0925,0.076304,0.0247,341.5191276,60.6644689,0.576667,,17.0843,0.0284,,False,True,True,bulk_1.0.0,0.0,6.8728393221501e+17,15.221193,100.0,0.013941357,t12_f5_c3,ZTF18abcvdzg
ztf,58427.22112269979,673221122215010010,2,673221122215,18.4777,-1,673,0.390062,17.1158,17.1002,0.100619,0.1094,341.5191066,60.6644797,0.703333,,17.0504,0.1324,,False,True,True,bulk_1.0.0,0.0,6.8728393221501e+17,15.212475,100.0,0.017432092,t12_f5_c3,ZTF18abcvdzg
ztf,58428.12056710012,674120562215010029,2,674120562215,20.3092,-1,674,0.328911,17.156,17.1553,0.096936,0.0257,341.5190552,60.6644569,0.603333,,17.1639,0.0301,,False,True,True,bulk_1.0.0,0.0,6.8728393221501e+17,15.205659,100.0,0.016082317,t12_f5_c3,ZTF18abcvdzg
ztf,58429.27703699982,675277032215010013,2,675277032215,20.702215,-1,675,0.68080956,17.29882,17.1152,0.19759782,0.0224,341.5192578,60.6644454,0.31666666,0.0,17.0972,0.0249,831120222.0,False,True,True,bulk_1.0.0,0.0,6.8728393221501e+17,15.183681,0.019245163,0.028166058,t8_f5_c3,ZTF18abcvdzg
ztf,58430.186828699894,676186822215010023,2,676186822215,20.5417,-1,676,0.517978,17.1367,17.149,0.092575,0.0236,341.5190783,60.6643849,0.66,,17.1403,0.0268,,False,True,True,bulk_1.0.0,0.0,6.8325896221501e+17,15.208895,100.0,0.015680922,t12_f5_c3,ZTF18abcvdzg
ztf,58431.15199070005,677151992215010026,2,677151992215,19.8268,-1,677,0.476442,17.1216,17.2247,0.073266,0.0314,341.5190799,60.6644015,0.7,,17.1902,0.0363,,False,True,True,bulk_1.0.0,0.0,6.8325896221501e+17,15.211473,100.0,0.012613978,t12_f5_c3,ZTF18abcvdzg
ztf,58434.1822453998,680182242215010031,2,680182242215,19.9337,-1,680,0.422022,17.2579,17.3131,0.080592,0.0323,341.5190942,60.6644341,0.653333,,17.3172,0.0384,,False,True,True,bulk_1.0.0,0.0,6.8325896221501e+17,15.189641,100.0,0.011994666,t12_f5_c3,ZTF18abcvdzg
ztf,58435.262349499855,681262342215010023,2,681262342215,19.533682,-1,681,1.1695077,17.54395,17.6032,0.072484784,0.044,341.5194805,60.6643413,0.62666667,0.0,17.598,0.0525,831120222.0,False,True,True,bulk_1.0.0,0.0,6.8325896221501e+17,15.152844,100.0,0.008013183,t8_f5_c3,ZTF18abcvdzg
ztf,58436.25802080007,682258022215010042,2,682258022215,17.7905,-1,682,0.674772,17.2079,17.1748,0.169165,0.131,341.519121,60.6643446,0.623333,,17.1375,0.1611,,False,True,True,bulk_1.0.0,0.0,6.8325896221501e+17,15.197284,0.016468726,0.026549984,t12_f5_c3,ZTF18abcvdzg
ztf,58437.2589699002,683258962215010019,2,683258962215,19.944258,-1,683,0.6159264,17.32486,17.2332,0.114990845,0.0322,341.5192239,60.6644527,0.44666666,0.0,17.2078,0.0376,831120222.0,False,True,True,bulk_1.0.0,0.0,6.8728393221501e+17,15.180019,100.0,0.015948763,t8_f5_c3,ZTF18abcvdzg
