tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,rbversion,oid
ztf,58275.42814810015,521428145015015003,2,521428145015,20.3623,1,521,1.41573,17.14,16.9707,0.036223,0.0333,331.3474644,64.6949187,0.553333,16.9725,0.0358,False,False,False,bulk_1.0.0,0.0,5.32479405015015e+17,,,,,,,ZTF18abaqjdh
ztf,58279.40969910007,525409695015015010,2,525409695015,20.1876,1,525,0.406221,16.4167,16.4502,0.020829,0.0231,331.3475678,64.6952046,0.73,16.4544,0.025,False,True,True,bulk_1.0.0,0.0,5.50383875015015e+17,13.624689,100.0,0.0015917099,,,,ZTF18abaqjdh
ztf,58281.47003469989,527470035015015003,2,527470035015,20.5744,1,527,0.306697,16.4057,16.4385,0.018765,0.0203,331.3474901,64.695266,0.533333,16.4386,0.0214,False,True,True,bulk_1.0.0,0.0,5.50383875015015e+17,13.623844,100.0,0.0014474586,,,,ZTF18abaqjdh
ztf,58283.38938659988,529389385015015002,2,529389385015,20.555317,1,529,0.6015622,16.46272,16.4691,0.019474167,0.0208,331.3475781,64.6954707,0.6433333,16.4801,0.0222,False,True,True,bulk_1.0.0,0.0,5.50383875015015e+17,13.628137,100.0,0.0014309529,0.0,830120250.0,,ZTF18abaqjdh
ztf,58285.40972220013,531409725015015003,2,531409725015,20.788681,1,531,0.5167038,16.314688,16.3422,0.017132336,0.0183,331.3474287,64.6952039,0.59,16.3579,0.0192,False,True,True,bulk_1.0.0,0.0,5.50383875015015e+17,13.616546,100.0,0.0014274458,0.0,830120250.0,,ZTF18abaqjdh
ztf,58286.479409699794,532479405015015002,2,532479405015,20.129162,1,532,0.4513445,16.167131,16.195,0.015711784,0.0179,331.347402,64.695251,0.58666664,16.178,0.0193,False,True,True,bulk_1.0.0,0.0,5.50383875015015e+17,13.603456,100.0,0.0014816828,0.0,830120250.0,,ZTF18abaqjdh
ztf,58287.4678588002,533467855015015003,2,533467855015,20.56185,1,533,0.65877175,16.306067,16.264,0.016954122,0.0173,331.347236,64.6953003,0.52666664,16.2608,0.0181,False,True,True,bulk_1.0.0,0.0,5.50383875015015e+17,13.615825,100.0,0.0014229133,0.0,830120250.0,,ZTF18abaqjdh
ztf,58288.454143499956,534454145015015004,2,534454145015,20.255022,1,534,0.3331338,15.844319,16.0631,0.048899017,0.0152,331.3474758,64.695349,0.7,16.0654,0.0162,False,True,True,bulk_1.0.0,0.0,5.50383875015015e+17,13.56857,100.0,0.006011744,0.0,830120250.0,,ZTF18abaqjdh
ztf,58289.45164350001,535451645015015006,2,535451645015,20.600554,1,535,0.43715575,16.115023,16.3441,0.023472276,0.0172,331.3474182,64.6953698,0.48333332,16.2384,0.0171,False,True,True,bulk_1.0.0,0.0,5.50383875015015e+17,13.5984335,100.0,0.0023116365,0.0,830120250.0,,ZTF18abaqjdh
ztf,58289.45164350001,535451645015015007,2,535451645015,20.600554,1,535,0.4157752,16.146336,16.1354,0.07940957,0.0157,331.347402,64.6953322,0.55,16.1429,0.0166,False,True,True,bulk_1.0.0,0.0,5.50383875015015e+17,13.601478,100.0,0.0076195546,0.0,830120250.0,,ZTF18abaqjdh
