tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,rbversion,oid
ztf,58274.39730319986,520397303115015012,1,520397303115,20.553507,1,520,3.082545,20.153217,20.6829,0.17285718,0.4465,278.6126121,3.0036393,0.47,0.0,20.4527,0.4635,487120131.0,False,False,False,bulk_1.0.0,0.0,5.2837780311501504e+17,,,,,ZTF18aaydzsp
ztf,58275.44047449995,521440473115015006,1,521440473115,20.247383,1,521,2.8766136,19.983917,19.8565,0.17375082,0.2449,278.6125677,3.0035953,0.5133333,0.0,19.8439,0.3104,487120131.0,False,False,False,bulk_1.0.0,0.0,5.2837780311501504e+17,,,,,ZTF18aaydzsp
ztf,58276.37543979986,522375433115015014,1,522375433115,20.754377,1,522,3.0865,19.986416,19.8161,0.12064511,0.1607,278.6126025,3.0036428,0.50333333,0.0,19.5175,0.1563,487120131.0,False,False,False,bulk_1.0.0,0.0,5.2837780311501504e+17,,,,,ZTF18aaydzsp
ztf,58277.37498839991,523374983115015025,1,523374983115,20.800276,1,523,2.889916,20.207073,20.5731,0.14626616,0.3149,278.6125287,3.0036233,0.5366667,0.0,20.0995,0.2616,487120131.0,False,False,False,bulk_1.0.0,0.0,5.2837780311501504e+17,,,,,ZTF18aaydzsp
ztf,58278.377766199876,524377763115015034,1,524377763115,20.914028,1,524,2.9575715,19.669788,19.8313,0.08351661,0.1486,278.6125864,3.0036112,0.58666664,0.0,19.8096,0.1855,487120131.0,False,False,False,bulk_1.0.0,0.0,5.2837780311501504e+17,,,,,ZTF18aaydzsp
ztf,58279.35734950006,525357343115015012,1,525357343115,20.573902,1,525,2.9130979,19.88309,20.443,0.12198033,0.3069,278.6125811,3.0035999,0.53333336,0.0,20.2693,0.3355,487120131.0,False,False,False,bulk_1.0.0,0.0,5.2837780311501504e+17,,,,,ZTF18aaydzsp
ztf,58280.412141200155,526412143115015019,1,526412143115,20.841267,1,526,2.8948402,19.674072,19.7955,0.08854096,0.1544,278.6125464,3.0036161,0.5833333,0.0,19.5254,0.1541,487120131.0,False,False,False,bulk_1.0.0,0.0,5.2837780311501504e+17,,,,,ZTF18aaydzsp
ztf,58281.37868059985,527378683115015010,1,527378683115,20.783758,1,527,2.913347,19.633163,19.8032,0.08715879,0.1579,278.612557,3.0036149,0.5966667,0.0,19.7527,0.193,487120131.0,False,False,False,bulk_1.0.0,0.0,5.2837780311501504e+17,,,,,ZTF18aaydzsp
ztf,58282.37780090002,528377803115015018,1,528377803115,20.732756,1,528,2.9362032,19.880043,19.7753,0.11551534,0.1628,278.6125437,3.0036294,0.52666664,0.0,19.7209,0.198,487120131.0,False,False,False,bulk_1.0.0,0.0,5.5233606311501504e+17,,,,,ZTF18aaydzsp
ztf,58283.40152780013,529401523115015024,1,529401523115,20.878723,1,529,2.8228223,19.85325,19.9228,0.100950584,0.1658,278.6125357,3.0035983,0.56333333,0.0,19.6875,0.1709,487120131.0,False,False,False,bulk_1.0.0,0.0,5.5233606311501504e+17,,,,,ZTF18aaydzsp
ztf,58284.396296299994,530396293115015018,1,530396293115,20.30449,1,530,3.081347,19.617876,19.7141,0.13631476,0.2365,278.6125924,3.0036498,0.48,0.0,19.6454,0.2841,487120131.0,False,False,False,bulk_1.0.0,0.0,5.5233606311501504e+17,,,,,ZTF18aaydzsp
ztf,58285.39608799992,531396083115015012,2,531396083115,21.010883,1,531,0.19919907,17.065655,17.1508,0.013585828,0.0181,278.6125523,3.0036222,0.48666668,0.0,17.1717,0.0215,487120231.0,False,True,False,bulk_1.0.0,0.0,5.5233606311501504e+17,15.866791,100.0,0.004503399,,ZTF18aaydzsp
ztf,58285.435011600144,531435013115015025,1,531435013115,20.952509,1,531,2.834964,19.872463,20.0595,0.09403546,0.1715,278.612578,3.0035754,0.54333335,0.0,19.8667,0.1834,487120131.0,False,False,False,bulk_1.0.0,0.0,5.5233606311501504e+17,,,,,ZTF18aaydzsp
ztf,58286.40384260006,532403843115015027,1,532403843115,20.704084,1,532,2.9749532,19.698975,19.764,0.0947892,0.1482,278.6125823,3.0036218,0.59,0.0,19.6177,0.1658,487120131.0,False,False,False,bulk_1.0.0,0.0,5.5233606311501504e+17,,,,,ZTF18aaydzsp
ztf,58288.37740739994,534377403115015029,1,534377403115,20.582691,1,534,2.93883,19.732182,19.8479,0.17855236,0.1768,278.6125508,3.0036261,0.49,0.0,19.8837,0.2337,487120131.0,False,False,False,bulk_1.0.0,0.0,5.5233606311501504e+17,,,,,ZTF18aaydzsp
ztf,58289.326330999844,535326333115015008,2,535326333115,20.005053,1,535,0.059982922,16.84884,16.9125,0.02511645,0.0222,278.6124986,3.0036723,0.77,0.0,16.9423,0.0278,487120231.0,False,True,False,bulk_1.0.0,0.0,5.5233606311501504e+17,15.790022,100.0,0.009471764,,ZTF18aaydzsp
ztf,58289.326330999844,535326333115015009,2,535326333115,20.0051,1,535,0.381721,16.8393,17.6134,0.061167,0.0414,278.6126202,3.0036558,0.57,,17.4182,0.0428,,False,True,False,bulk_1.0.0,0.0,5.5233606311501504e+17,15.786414,0.014621711,0.023193322,,ZTF18aaydzsp
ztf,58289.37811340019,535378113115015024,1,535378113115,20.470966,1,535,2.7604551,19.554195,19.7853,0.1573072,0.176,278.6125555,3.0035649,0.54333335,0.0,19.7414,0.2161,487120131.0,False,False,False,bulk_1.0.0,0.0,5.5233606311501504e+17,,,,,ZTF18aaydzsp
ztf,58290.334907399956,536334903115015031,2,536334903115,20.600203,1,536,0.20233707,16.849237,16.9345,0.07279309,0.0179,278.6125566,3.0036235,0.6566667,0.0,16.9401,0.0213,487120231.0,False,True,False,bulk_1.0.0,0.0,5.5233606311501504e+17,15.790172,0.02066019,0.027445044,,ZTF18aaydzsp
ztf,58290.40053239977,536400533115015024,1,536400533115,20.84559,1,536,2.967764,19.89714,19.7551,0.16551046,0.1406,278.6125911,3.0036097,0.50666666,0.0,19.6081,0.1568,487120131.0,False,False,False,bulk_1.0.0,0.0,5.5233606311501504e+17,,,,,ZTF18aaydzsp
ztf,58291.33277780004,537332773115015032,2,537332773115,20.529121,1,537,0.2894209,16.885466,16.9159,0.04510854,0.0185,278.61258,3.0036174,0.68333334,0.0,16.9048,0.0218,487120231.0,False,True,False,bulk_1.0.0,0.0,5.5233606311501504e+17,15.803689,100.0,0.01665514,,ZTF18aaydzsp
ztf,58292.31504630018,538315043115015040,2,538315043115,20.338911,1,538,0.17503403,16.789953,16.8594,0.06794334,0.0194,278.6125433,3.0036255,0.6533333,0.0,16.869,0.0236,487120231.0,False,True,False,bulk_1.0.0,0.0,5.5233606311501504e+17,15.767438,0.019720789,0.026493596,,ZTF18aaydzsp
ztf,58292.41488429997,538414883115015031,1,538414883115,20.904202,1,538,2.8095698,19.77656,19.7324,0.16579722,0.1328,278.6125482,3.0035873,0.5233333,0.0,19.4057,0.1259,487120131.0,False,False,False,bulk_1.0.0,0.0,5.5233606311501504e+17,,,,,ZTF18aaydzsp
ztf,58293.29668979999,539296683115015036,2,539296683115,20.145868,1,539,0.23230776,16.78418,16.7844,0.036205474,0.0206,278.612558,3.0036156,0.67333335,0.0,16.7621,0.0247,487120231.0,False,True,False,bulk_1.0.0,0.0,5.5233606311501504e+17,15.765183,100.0,0.014163666,,ZTF18aaydzsp
ztf,58293.41228009993,539412283115015015,1,539412283115,20.077303,1,539,2.8656876,19.693932,19.7681,0.19398414,0.2602,278.612501,3.00363,0.47,0.0,19.4142,0.2414,487120131.0,False,False,False,bulk_1.0.0,0.0,5.5233606311501504e+17,,,,,ZTF18aaydzsp
ztf,58294.31576390006,540315763115015050,2,540315763115,20.117786,1,540,0.24300936,16.7693,16.8216,0.045062173,0.0222,278.6125757,3.0036337,0.7,0.0,16.8198,0.0273,487120231.0,False,True,False,bulk_1.0.0,0.0,5.5233606311501504e+17,15.759338,0.0027587526,0.017775722,,ZTF18aaydzsp
ztf,58294.360671299975,540360673115015012,1,540360673115,19.7207,1,540,2.79164,19.6031,19.758,0.261699,0.3889,278.6125126,3.003601,0.42,,19.9901,0.6186,,False,False,False,bulk_1.0.0,0.0,5.5233606311501504e+17,,,,,ZTF18aaydzsp
ztf,58295.29436339997,541294363115015030,2,541294363115,20.076357,1,541,0.23240466,16.793829,16.8005,0.04600405,0.0227,278.6125624,3.0036211,0.6933333,0.0,16.818,0.0284,487120231.0,False,True,False,bulk_1.0.0,0.0,5.5233606311501504e+17,15.768948,0.0025540933,0.017899614,,ZTF18aaydzsp
