tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,60593.52116899984,2839521161915010001,2,2839521161915,18.747513,-1,2839,1.5168307,18.656496,19.2128,0.19726351,0.2882,173.5734788,20.90649,0.5257143,t17_f5_c3,0.9876261,19.4316,0.4499,1619120219,True,False,True,24.5.1,0.0,,,,ZTF19aaflnpe
ztf,60599.529050900135,2845529051915010004,2,2845529051915,19.517912,-1,2845,0.079937585,19.144882,19.009,0.15686953,0.2655,173.5732249,20.9068529,0.93142855,t17_f5_c3,0.9999418,19.2044,0.4058,1619120219,True,True,True,24.5.1,0.0,17.31457,100.0,0.029067896,ZTF19aaflnpe
ztf,60955.54052079981,3201540521915010062,2,3201540521915,17.347145,-1,3201,0.05757529,17.7331,17.3721,0.1870752,0.3368,173.573245,20.9068748,0.51285714,t17_f5_c3,0.984161,17.4337,0.4581,1619120219,True,True,False,27.5.6,0.0,18.055962,0.23372112,0.2518607,ZTF19aaflnpe
ztf,60959.536990699824,3205536991915010006,2,3205536991915,18.845581,-1,3205,0.34648642,18.427406,18.3877,0.09890759,0.25,173.5731544,20.9068159,0.91571426,t17_f5_c3,0.99998724,17.9725,0.2187,1619120219,True,True,False,27.5.6,0.0,17.521477,100.0,0.042939585,ZTF19aaflnpe
ztf,60959.54203699995,3205542031915010008,2,3205542031915,18.327349,-1,3205,0.26521045,18.152552,18.0772,0.13323094,0.3175,173.5731768,20.9068252,0.74285716,t17_f5_c3,0.9983677,17.703,0.289,1619120219,True,True,False,27.5.6,0.0,17.666538,0.054334003,0.08515292,ZTF19aaflnpe
ztf,60960.53734950023,3206537341915010004,2,3206537341915,18.923588,-1,3206,0.13722843,18.38413,18.4003,0.10608962,0.2204,173.5732219,20.906829,0.9342857,t17_f5_c3,0.9999957,18.4914,0.3072,1619120219,True,True,False,27.5.6,0.0,17.540815,100.0,0.048791792,ZTF19aaflnpe
ztf,60960.54239579989,3206542391915010026,2,3206542391915,18.35869,-1,3206,0.30388832,18.241602,18.0942,0.14769752,0.2797,173.5731893,20.9067934,0.7757143,t17_f5_c3,0.99978256,18.3482,0.4536,1619120219,True,True,False,27.5.6,0.0,17.613224,0.05439536,0.08279846,ZTF19aaflnpe
ztf,60961.53791669989,3207537911915010006,2,3207537911915,18.757198,-1,3207,0.17258233,18.571009,18.4452,0.13115466,0.254,173.5732816,20.9068218,0.92,t17_f5_c3,0.9999896,18.3853,0.3082,1619120219,True,True,False,27.5.6,0.0,17.464598,100.0,0.047338985,ZTF19aaflnpe
ztf,60965.536620399915,3211536621915010020,2,3211536621915,18.798899,-1,3211,0.8372405,18.473948,18.4935,0.14075032,0.1992,173.5731377,20.9066472,0.78571427,t17_f5_c3,0.99930966,18.4896,0.2541,1619120219,True,True,False,27.5.6,0.0,17.501877,0.011464182,0.05749379,ZTF19aaflnpe
ztf,60965.541631899774,3211541631915010077,2,3211541631915,18.291952,-1,3211,0.7266301,18.147345,18.0703,0.13080043,0.2419,173.5733798,20.9066956,0.67142856,t17_f5_c3,0.9994162,18.0845,0.3148,1619120219,True,True,False,27.5.6,0.0,17.669878,0.05267276,0.08426028,ZTF19aaflnpe
