tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,59762.42854169989,2008428542515015004,3,2008428542515,20.190737,1,2008,2.5108907,16.801638,16.7905,0.044302326,0.0223,351.5241208,33.12287,0.75,t17_f5_c3,0.90373456,16.7904,0.0271,693120325,True,False,False,dev,0.0,ZTF22aarntxu
ztf,59762.453530100174,2008453532515015001,3,2008453532515,20.230427,1,2008,2.5181642,16.86562,16.8432,0.039545458,0.023,351.5241207,33.1228658,0.7828571,t17_f5_c3,0.96054286,16.8601,0.0284,693120325,True,False,False,dev,0.0,ZTF22aarntxu
ztf,59763.42618060019,2009426182515015002,2,2009426182515,20.75861,1,2009,2.4655986,16.729555,16.7189,0.029084472,0.0128,351.5241135,33.1228766,0.81,t17_f5_c3,0.9998754,16.7004,0.0149,693120225,True,False,False,dev,0.0,ZTF22aarntxu
ztf,59763.45199069986,2009451992515015006,1,2009451992515,20.8327,1,2009,2.503621,16.630825,16.6074,0.032827567,0.0104,351.524121,33.1228716,0.8485714,t17_f5_c3,0.99995416,16.5947,0.012,693120125,True,False,False,dev,0.0,ZTF22aarntxu
ztf,59765.430486099795,2011430482515015002,1,2011430482515,20.807875,1,2011,2.469928,16.630333,16.621,0.0347863,0.011,351.5241129,33.1228758,0.76,t17_f5_c3,0.99925387,16.613,0.0128,693120125,True,False,False,dev,0.0,ZTF22aarntxu
ztf,59765.44903940009,2011449032515015001,2,2011449032515,20.859472,1,2011,2.4842894,16.954273,16.9538,0.030847648,0.0149,351.5241155,33.1228717,0.7185714,t17_f5_c3,0.99542874,16.9432,0.0174,693120225,True,False,False,dev,0.0,ZTF22aarntxu
ztf,59768.40475689992,2014404752515015005,1,2014404752515,20.857523,1,2014,2.4863017,17.258062,17.258,0.0441837,0.0179,351.524117,33.1228712,0.7728571,t17_f5_c3,0.9998784,17.2378,0.0211,693120125,True,False,False,dev,0.0,ZTF22aarntxu
ztf,59768.4508795999,2014450872515015003,1,2014450872515,20.82874,1,2014,2.5412545,17.245398,17.2484,0.03289264,0.0173,351.5241308,33.122866,0.8657143,t17_f5_c3,0.99999857,17.2498,0.0208,693120125,True,False,False,dev,0.0,ZTF22aarntxu
ztf,59770.39322920004,2016393222515015003,1,2016393222515,20.466055,1,2016,2.5485914,17.619184,17.6291,0.049360458,0.0295,351.5241314,33.1228615,0.8814286,t17_f5_c3,0.99962217,17.6279,0.0364,693120125,True,False,False,dev,0.0,ZTF22aarntxu
ztf,59770.446666699834,2016446662515015005,1,2016446662515,20.849722,1,2016,2.49559,17.590403,17.623,0.035795923,0.0235,351.5241188,33.1228705,0.84,t17_f5_c3,0.9992169,17.5812,0.0274,693120125,True,False,False,dev,0.0,ZTF22aarntxu
ztf,59772.39078699984,2018390782515015001,2,2018390782515,19.929855,1,2018,2.5526483,17.658854,17.6931,0.043446127,0.0528,351.5241216,33.1228473,0.8257143,t17_f5_c3,0.9998857,17.705,0.0675,693120225,True,False,False,dev,0.0,ZTF22aarntxu
ztf,59772.444363399874,2018444362515015002,2,2018444362515,20.309324,1,2018,2.496779,17.633076,17.6467,0.048341367,0.0414,351.5241221,33.1228762,0.76857144,t17_f5_c3,0.84128946,17.628,0.051,693120225,True,False,False,dev,0.0,ZTF22aarntxu
ztf,59774.409814800136,2020409812515015000,2,2020409812515,19.854094,1,2020,2.4564247,17.953444,17.9906,0.053877648,0.0847,351.524132,33.1229069,0.7942857,t17_f5_c3,0.11449367,18.0387,0.1127,693120225,True,False,False,dev,0.0,ZTF22aarntxu
ztf,59774.4482522998,2020448252515015000,2,2020448252515,19.919357,1,2020,2.5298347,18.011818,17.8947,0.053354617,0.0709,351.5241297,33.1228653,0.85571426,t17_f5_c3,0.344819,17.8871,0.0895,693120225,True,False,False,dev,0.0,ZTF22aarntxu
ztf,60075.47307869978,2321473072515015002,2,2321473072515,20.06054,1,2321,2.4527507,17.59644,17.5274,0.052767985,0.0446,351.5241138,33.1228849,0.63,t17_f5_c3,0.914083,17.5568,0.0577,693120225,True,False,False,1.2.0,0.0,ZTF22aarntxu
ztf,60075.47501160018,2321475012515015001,2,2321475012515,19.95407,1,2321,2.4831583,17.610432,17.6226,0.0479794,0.0506,351.5241184,33.1228755,0.8914286,t17_f5_c3,0.9014679,17.562,0.0605,693120225,True,False,False,1.2.0,0.0,ZTF22aarntxu
ztf,60075.47693290003,2321476932515015001,2,2321476932515,19.9616,1,2321,2.5490673,17.586643,17.5626,0.047416344,0.0474,351.5241401,33.1228742,0.87285715,t17_f5_c3,0.9760097,17.5966,0.0618,693120225,True,False,False,1.2.0,0.0,ZTF22aarntxu
ztf,60075.47886569984,2321478862515015004,2,2321478862515,19.901354,1,2321,2.5053563,17.538675,17.5681,0.049634796,0.0487,351.5241312,33.1228837,0.8685714,t17_f5_c3,0.9956548,17.5593,0.0611,693120225,True,False,False,1.2.0,0.0,ZTF22aarntxu
ztf,60075.480798599776,2321480792515015002,2,2321480792515,19.874233,1,2321,2.515771,17.59784,17.5543,0.03649755,0.0483,351.5241236,33.1228608,0.88,t17_f5_c3,0.9979491,17.52,0.0591,693120225,True,False,False,1.2.0,0.0,ZTF22aarntxu
ztf,60839.379791699816,3085379792515015001,2,3085379792515,19.75364,1,3085,2.470564,17.24188,17.2572,0.04460804,0.0436,351.5241133,33.1228796,0.81142855,t17_f5_c3,0.9750812,17.2757,0.0562,693120225,True,False,False,27.5.6,0.0,ZTF22aarntxu
