tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,60319.45467589982,2565454675915015012,2,2565454675915,20.336607,1,2565,8.545012,18.575441,18.5217,0.06461673,0.0719,150.5324812,7.2210433,0.9185714,t17_f5_c3,0.9999995,18.5178,0.0911,468120259,True,False,True,23.12.x,0.0,ZTF24aabmcvk
ztf,60319.45513889985,2565455135915015012,2,2565455135915,20.358904,1,2565,8.348811,18.56794,18.6887,0.071213566,0.085,150.5324547,7.2210914,0.9685714,t17_f5_c3,0.99999595,18.7522,0.1147,468120259,True,False,True,23.12.x,0.0,ZTF24aabmcvk
ztf,60319.455613399856,2565455615915015010,2,2565455615915,20.344713,1,2565,8.171869,18.576162,18.612,0.076677494,0.079,150.5324288,7.2211344,0.9614286,t17_f5_c3,0.9999945,18.6214,0.1013,468120259,True,False,True,23.12.x,0.0,ZTF24aabmcvk
ztf,60319.45608799998,2565456085915015010,2,2565456085915,20.354862,1,2565,8.072351,18.615175,18.4565,0.08368323,0.0679,150.5323942,7.2211496,0.93,t17_f5_c3,0.9997961,18.4276,0.0839,468120259,True,False,True,23.12.x,0.0,ZTF24aabmcvk
ztf,60319.45655089989,2565456555915015013,2,2565456555915,20.384659,1,2565,7.914154,18.595907,18.5204,0.080043755,0.0713,150.5323646,7.2211851,0.9557143,t17_f5_c3,0.99999595,18.497,0.0886,468120259,True,False,True,23.12.x,0.0,ZTF24aabmcvk
ztf,60319.457025500014,2565457025915015010,2,2565457025915,20.387259,1,2565,7.7309303,18.531815,18.4588,0.07681212,0.0676,150.5323187,7.2212223,0.95428574,t17_f5_c3,0.9999981,18.4847,0.0878,468120259,True,False,True,23.12.x,0.0,ZTF24aabmcvk
ztf,60319.45748839993,2565457485915015009,2,2565457485915,20.354618,1,2565,7.6019325,18.528671,18.5528,0.08152478,0.0746,150.53229,7.2212488,0.95714283,t17_f5_c3,0.99999595,18.5553,0.095,468120259,True,False,True,23.12.x,0.0,ZTF24aabmcvk
ztf,60319.45796300005,2565457965915015007,2,2565457965915,20.326902,1,2565,7.3674283,18.575394,18.6224,0.07087129,0.0796,150.5322618,7.2213086,0.9671429,t17_f5_c3,1.0,18.6686,0.1056,468120259,True,False,True,23.12.x,0.0,ZTF24aabmcvk
ztf,60319.458437500056,2565458435915015010,2,2565458435915,20.32755,1,2565,7.2234535,18.58942,18.4998,0.07575314,0.0732,150.5322064,7.2213299,0.94857144,t17_f5_c3,0.999995,18.5031,0.0934,468120259,True,False,True,23.12.x,0.0,ZTF24aabmcvk
ztf,60319.45890050009,2565458905915015008,2,2565458905915,20.363571,1,2565,7.103513,18.58409,18.6378,0.07925627,0.08,150.5321735,7.2213534,0.9557143,t17_f5_c3,0.99998367,18.6737,0.1051,468120259,True,False,True,23.12.x,0.0,ZTF24aabmcvk
ztf,60319.45937500009,2565459375915015006,2,2565459375915,20.382608,1,2565,6.9991336,18.573833,18.6803,0.059863873,0.0826,150.5321472,7.221375,0.96428573,t17_f5_c3,0.9999999,18.6631,0.1034,468120259,True,False,True,23.12.x,0.0,ZTF24aabmcvk
