tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,oid
ztf,59622.45075230021,1868450755615015000,2,1868450755615,19.2488,1,1868,1.69729,19.1725,19.2866,0.253526,0.2561,165.6144586,87.2715024,0.32,t17_f5_c3,19.3385,0.3439,False,False,False,correction_1.0.6,0.0,1.870239025615015e+18,,,,,,ZTF22aaaqugp
ztf,59624.23902780004,1870239025615015001,1,1870239025615,19.507208,1,1870,0.46760586,19.546726,19.5659,0.18448527,0.4381,165.6131362,87.2715111,0.8214286,t17_f5_c3,19.4535,0.5071,True,True,False,correction_1.0.6,0.0,,19.217361,0.13434039,0.13621208,0.9998643,873120156.0,ZTF22aaaqugp
ztf,59624.388483799994,1870388485615015001,2,1870388485615,19.57637,1,1870,1.4636245,19.172997,18.9886,0.1548157,0.2308,165.6131261,87.2714375,0.8814286,t17_f5_c3,18.8812,0.2678,True,False,False,correction_1.0.6,0.0,,,,,0.99945235,873120256.0,ZTF22aaaqugp
ztf,59629.464282399975,1875464285615015000,2,1875464285615,19.369875,1,1875,1.4165568,19.314083,19.6788,0.14983848,0.4182,165.6134054,87.2714094,0.83428574,t17_f5_c3,19.525,0.4656,True,False,False,correction_1.0.6,0.0,,,,,0.99588543,873120256.0,ZTF22aaaqugp
ztf,59636.51155090006,1882511555615015000,1,1882511555615,19.8717,1,1882,1.08797,19.9585,19.9611,0.249648,0.3102,165.6122734,87.2713429,0.415714,t17_f5_c3,20.013,0.4159,False,True,False,correction_1.0.6,0.0,1.882531425615015e+18,19.505432,0.16183709,0.16447529,,,ZTF22aaaqugp
ztf,59636.531423599925,1882531425615015000,2,1882531425615,19.60963,1,1882,1.612613,19.07628,19.1809,0.1628561,0.196,165.6134884,87.2714768,0.75285715,t17_f5_c3,19.1503,0.2433,True,False,False,correction_1.0.6,0.0,,,,,0.99885374,873120256.0,ZTF22aaaqugp
ztf,59639.240393499844,1885240395615015000,2,1885240395615,19.506397,1,1885,1.7366378,19.165129,19.168,0.19481745,0.1857,165.6143791,87.2714885,0.6085714,t17_f5_c3,19.1261,0.2279,True,False,False,correction_1.0.6,0.0,,,,,0.99986887,873120256.0,ZTF22aaaqugp
ztf,59671.43989579985,1917439895615025002,1,1917439895615,20.4396,1,1917,0.765144,20.2268,20.7484,0.21803,0.5458,165.6141432,87.2714211,0.657143,t17_f5_c3,20.5361,0.5743,False,True,False,correction_1.0.6,0.0,1.939282335615015e+18,19.674564,0.12654296,0.13110563,,,ZTF22aaaqugp
ztf,59674.45431709988,1920454315615015001,2,1920454315615,19.874668,1,1920,1.5534347,19.11959,18.9859,0.1265222,0.17,165.6141588,87.2714288,0.91571426,t17_f5_c3,18.9771,0.2151,True,False,False,correction_1.0.6,0.0,,,,,0.9999382,873120256.0,ZTF22aaaqugp
ztf,59677.153761600144,1923153765615015001,2,1923153765615,19.618269,1,1923,1.7255024,19.066591,18.9526,0.13976792,0.2063,165.6141035,87.2715023,0.82714283,t17_f5_c3,18.9742,0.2691,True,False,False,correction_1.0.6,0.0,,,,,0.99999714,873120256.0,ZTF22aaaqugp
