tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,60319.18870369997,2565188706115015040,2,2565188706115,19.8926,1,2565,3.09456,18.5142,18.748,0.089543,0.1054,84.9435704,21.982983,0.804286,t17_f5_c3,18.903,0.1549,False,False,True,23.12.x,0.0,2.565192006115015e+18,,,,,,ZTF24aabhole
ztf,60319.18917819997,2565189176115015020,2,2565189176115,19.8597,1,2565,3.11015,18.5594,18.7269,0.097443,0.1026,84.9435678,21.9830143,0.84,t17_f5_c3,18.6756,0.1249,False,False,True,23.12.x,0.0,2.565192006115015e+18,,,,,,ZTF24aabhole
ztf,60319.189652800094,2565189656115015033,2,2565189656115,19.8977,1,2565,2.79445,18.5482,18.527,0.094817,0.0858,84.9434738,21.9829972,0.794286,t17_f5_c3,18.4394,0.1009,False,False,True,23.12.x,0.0,2.565192006115015e+18,,,,,,ZTF24aabhole
ztf,60319.19011570001,2565190116115015036,2,2565190116115,19.8969,1,2565,2.4061,18.6074,18.499,0.089671,0.0831,84.9433491,21.9830034,0.742857,t17_f5_c3,18.4777,0.1039,False,False,True,23.12.x,0.0,2.565192006115015e+18,,,,,,ZTF24aabhole
ztf,60319.19059030013,2565190596115015035,2,2565190596115,19.8922,1,2565,2.32503,18.5557,18.5507,0.083147,0.0864,84.9433269,21.9829914,0.851429,t17_f5_c3,18.5451,0.1097,False,False,True,23.12.x,0.0,2.565192006115015e+18,,,,,,ZTF24aabhole
ztf,60319.191064800136,2565191066115015030,2,2565191066115,19.8697,1,2565,2.132,18.5577,18.5721,0.107935,0.0886,84.9432674,21.9829804,0.84,t17_f5_c3,18.6122,0.1173,False,False,True,23.12.x,0.0,2.565192006115015e+18,,,,,,ZTF24aabhole
ztf,60319.19152780017,2565191526115015033,2,2565191526115,19.901,1,2565,2.01372,18.528,18.5525,0.075857,0.0868,84.9432166,21.983023,0.83,t17_f5_c3,18.4699,0.1027,False,False,True,23.12.x,0.0,2.565192006115015e+18,,,,,,ZTF24aabhole
ztf,60319.19200230017,2565192006115015028,2,2565192006115,19.898403,1,2565,1.7519906,18.56855,18.5419,0.085735306,0.0863,84.9431283,21.9830241,0.85142857,t17_f5_c3,18.5204,0.108,True,False,True,23.12.x,0.0,,0.999997,562120261.0,,,,ZTF24aabhole
ztf,60319.19247689983,2565192476115015047,2,2565192476115,19.970592,1,2565,1.6293696,18.586624,18.5868,0.08256615,0.0897,84.9430706,21.9830511,0.95428574,t17_f5_c3,18.4696,0.103,True,False,True,23.12.x,0.0,,0.9999995,562120261.0,,,,ZTF24aabhole
ztf,60319.19293980021,2565192936115015040,2,2565192936115,19.976011,1,2565,1.3962076,18.57603,18.672,0.09047382,0.0972,84.9429843,21.9830511,0.9457143,t17_f5_c3,18.7018,0.1277,True,True,False,23.12.x,0.0,,0.9999999,562120261.0,18.557205,0.08879463,0.08891856,ZTF24aabhole
ztf,60319.193414399866,2565193416115015038,2,2565193416115,19.962975,1,2565,1.2884432,18.474316,18.489,0.08426641,0.082,84.9429274,21.9830647,0.92285717,t17_f5_c3,18.4357,0.0997,True,True,False,23.12.x,0.0,,0.9999996,562120261.0,18.457159,0.08283487,0.08294536,ZTF24aabhole
ztf,60319.19388889987,2565193886115015025,2,2565193886115,19.8724,1,2565,1.21342,18.6225,18.6971,0.092409,0.0996,84.9428793,21.9830762,0.892857,t17_f5_c3,18.6767,0.1247,False,True,False,23.12.x,0.0,2.565196236115015e+18,,,18.602858,0.09062017,0.09075225,ZTF24aabhole
ztf,60319.1943518999,2565194356115015033,2,2565194356115,19.954082,1,2565,1.1238085,18.634869,18.7992,0.09639545,0.1084,84.9428082,21.9830911,0.93285716,t17_f5_c3,18.7732,0.1353,True,True,False,23.12.x,0.0,,0.9999927,562120261.0,18.615004,0.09451828,0.09464779,ZTF24aabhole
ztf,60319.19482639991,2565194826115015033,2,2565194826115,19.991528,1,2565,1.0439684,18.584766,18.7509,0.075802,0.1041,84.9427951,21.9830717,0.95285714,t17_f5_c3,18.7183,0.1291,True,True,False,23.12.x,0.0,,0.99999976,562120261.0,18.56579,0.07433826,0.0744886,ZTF24aabhole
ztf,60319.19530089991,2565195306115015040,2,2565195306115,20.025167,1,2565,1.0368814,18.484062,18.5272,0.08232974,0.0839,84.9426624,21.9830998,0.95857143,t17_f5_c3,18.4668,0.1013,True,True,False,23.12.x,0.0,,0.99999666,562120261.0,18.466753,0.08091248,0.081027605,ZTF24aabhole
ztf,60319.195763899945,2565195766115015045,2,2565195766115,20.082054,1,2565,1.0223033,18.559423,18.5628,0.10318433,0.0864,84.9426155,21.9830967,0.9042857,t17_f5_c3,18.4725,0.1015,True,True,False,23.12.x,0.0,,0.9999812,562120261.0,18.54088,0.10133164,0.10143703,ZTF24aabhole
ztf,60319.19623839995,2565196236115015038,2,2565196236115,19.974333,1,2565,0.9590763,18.612543,18.5146,0.0815502,0.0833,84.9425626,21.9830662,0.9114286,t17_f5_c3,18.4827,0.1031,True,True,False,23.12.x,0.0,,0.99999976,562120261.0,18.593079,0.079954244,0.080101244,ZTF24aabhole
