tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion,drb,rfid,oid
ztf,58291.45510420017,537455103615010015,1,537455103615,21.0195,-1,537,1.16732,18.0411,16.239035,18.5371,0.217417,0.035366666,0.041349236,0.0564,348.3914608,56.1336388,0.33,18.6661,0.073,False,True,False,bulk_1.0.0,0.0,5.4642869361501504e+17,,,,ZTF18abdehjh
ztf,58292.47135420004,538471353615015031,2,538471353615,20.8476,1,538,0.317891,18.2307,15.514199,18.6757,0.21737,0.00358148,0.01780736,0.0772,348.3920921,56.1337682,0.433333,18.6865,0.088,False,True,False,bulk_1.0.0,0.0,5.6840431361501523e+17,t8_f5_c3,,,ZTF18abdehjh
ztf,58296.36563660018,542365633615015017,2,542365633615,19.600399,1,542,0.26066712,18.464031,15.531537,18.5261,0.14453864,100.0,0.009704791,0.1315,348.3921418,56.1336332,0.37,18.4886,0.1584,False,True,False,bulk_1.0.0,0.0,5.6840431361501523e+17,,0.0,804120236.0,ZTF18abdehjh
ztf,58300.428692100104,546428693615015061,2,546428693615,20.447126,1,546,0.20076764,18.246857,15.515513,18.6568,0.0999349,100.0,0.008075693,0.0941,348.3920372,56.1337419,0.49666667,18.6556,0.1111,False,True,False,bulk_1.0.0,0.0,5.6840431361501523e+17,,0.0,804120236.0,ZTF18abdehjh
ztf,58316.44804400019,562448043615015046,2,562448043615,20.9928,1,562,0.230738,18.3556,15.523909,18.8507,0.231232,100.0,0.017036136,0.0872,348.3919282,56.1336732,0.413333,18.8958,0.1005,False,True,False,bulk_1.0.0,0.0,5.80360973615015e+17,t8_f5_c3,,,ZTF18abdehjh
ztf,58320.386979199946,566386973615015077,2,566386973615,20.859726,1,566,0.710698,18.505157,15.53425,18.5261,0.0841158,100.0,0.005451482,0.0706,348.3917253,56.1335916,0.5933333,18.4628,0.0749,False,True,False,bulk_1.0.0,0.0,5.674669036150151e+17,t8_f5_c3,0.0,804120236.0,ZTF18abdehjh
ztf,58321.46690970007,567466903615015103,2,567466903615,20.969728,1,567,0.14751224,18.46416,15.531546,18.7966,0.12703817,100.0,0.008528803,0.0828,348.3919722,56.1336802,0.49,18.7629,0.0897,False,True,False,bulk_1.0.0,0.0,5.80360973615015e+17,t8_f5_c3,0.0,804120236.0,ZTF18abdehjh
ztf,58322.40431710007,568404313615015204,2,568404313615,20.91909,1,568,0.08506879,17.99552,15.492897,18.7166,0.18374671,0.006590477,0.018330336,0.0789,348.3920529,56.1336609,0.40666667,18.7357,0.0901,False,True,False,bulk_1.0.0,0.0,5.80360973615015e+17,t8_f5_c3,0.0,804120236.0,ZTF18abdehjh
ztf,58330.401435200125,576401433615015019,2,576401433615,20.216295,1,576,0.44815546,18.28142,15.518266,18.5672,0.14970936,100.0,0.011748632,0.1013,348.3918228,56.1336653,0.43,18.471,0.1123,False,True,False,bulk_1.0.0,0.0,6.05304433615015e+17,t8_f5_c3,0.0,804120236.0,ZTF18abdehjh
ztf,58334.360972200055,580360973615015097,2,580360973615,20.62007,1,580,0.3953635,18.262594,15.516776,18.6272,0.15120384,100.0,0.012056902,0.0839,348.3919201,56.133598,0.39333335,18.5493,0.0909,False,True,False,bulk_1.0.0,0.0,6.10305793615015e+17,t8_f5_c3,0.0,804120236.0,ZTF18abdehjh
