tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,58592.41282409988,838412821315015007,2,838412821315,19.4451,1,838,2.10858,16.7294,16.292,0.382683,0.0307,271.3876798,16.7494193,0.15,t15_f5_c3,16.4254,0.0401,False,False,False,bulk_1.0.0,0.0,8.54422701315015e+17,,,,,,ZTF19aaesshf
ztf,58592.48063659994,838480631315015001,1,838480631315,19.4004,1,838,1.99076,16.842,17.0748,0.231332,0.0564,271.3876655,16.7494718,0.142857,t15_f5_c3,17.3759,0.0891,False,False,False,bulk_1.0.0,0.0,8.54422701315015e+17,,,,,,ZTF19aaesshf
ztf,58597.4391319002,843439131315015008,2,843439131315,20.042,1,843,2.07481,16.1139,16.1162,0.031674,0.0218,271.387687,16.7494426,0.074286,t15_f5_c3,16.236,0.0265,False,False,False,bulk_1.0.0,0.0,8.54422701315015e+17,,,,,,ZTF19aaesshf
ztf,58605.42385420017,851423851315015010,2,851423851315,20.3277,1,851,1.54218,15.9246,15.9746,0.027397,0.018,271.3875154,16.7494711,0.068571,t15_f5_c3,16.0909,0.0212,False,False,False,bulk_1.0.0,0.0,8.54422701315015e+17,,,,,,ZTF19aaesshf
ztf,58608.42270829994,854422701315015003,1,854422701315,20.490913,1,854,1.511083,16.628817,16.3647,0.13216197,0.0211,271.3875575,16.7495679,0.092857145,t15_f5_c3,16.3747,0.0232,False,False,False,bulk_1.0.0,0.0,8.78422391315015e+17,0.0,588120113.0,,,,ZTF19aaesshf
ztf,58612.43870369997,858438701315015019,2,858438701315,20.8459,1,858,2.28867,16.3194,16.2603,0.226806,0.0227,271.3875999,16.7492521,0.064286,t15_f5_c3,16.2481,0.0232,False,False,False,bulk_1.0.0,0.0,8.78422391315015e+17,,,,,,ZTF19aaesshf
ztf,58616.40072919987,862400721315015009,2,862400721315,20.5697,1,862,2.00565,15.8766,16.1128,0.025348,0.0203,271.3876171,16.7493839,0.06,t15_f5_c3,16.1551,0.0221,False,False,False,bulk_1.0.0,0.0,8.78422391315015e+17,,,,,,ZTF19aaesshf
ztf,58616.45895829983,862458951315015008,1,862458951315,20.9459,1,862,1.38464,16.6085,16.4862,0.119514,0.0217,271.3874444,16.749473,0.095714,t15_f5_c3,16.6484,0.0262,False,True,True,bulk_1.0.0,0.0,8.78422391315015e+17,,,13.522776,100.0,0.006968336,ZTF19aaesshf
ztf,58619.41277780011,865412771315015004,2,865412771315,18.1448,1,865,1.66635,16.0048,15.8618,0.10268,0.0479,271.3875803,16.7495032,0.245714,t15_f5_c3,15.8756,0.06,False,False,False,bulk_1.0.0,0.0,8.78422391315015e+17,,,,,,ZTF19aaesshf
ztf,58627.39668980008,873396681315015006,2,873396681315,20.1961,1,873,2.61014,16.6304,16.171,0.270922,0.0223,271.387772,16.7492966,0.16,t17_f5_c3,16.2875,0.0266,False,False,False,bulk_1.0.0,0.0,8.78422391315015e+17,,,,,,ZTF19aaesshf
ztf,58627.460266199894,873460261315015005,1,873460261315,20.1873,1,873,1.04929,16.466,16.2823,0.141956,0.0207,271.3874095,16.7495807,0.32,t17_f5_c3,16.3641,0.0245,False,True,True,bulk_1.0.0,0.0,8.78422391315015e+17,,,13.513933,100.0,0.009361104,ZTF19aaesshf
ztf,58632.31572919991,878315721315015008,2,878315721315,20.3366,1,878,1.62226,15.9637,15.9414,0.208739,0.0176,271.3875697,16.7495079,0.325714,t17_f5_c3,16.0438,0.0204,False,False,False,bulk_1.0.0,0.0,8.78422391315015e+17,,,,,,ZTF19aaesshf
ztf,58632.422395799775,878422391315015006,1,878422391315,20.386295,1,878,1.6592869,16.419697,16.3602,0.07845464,0.0176,271.3876046,16.7495661,0.3157143,t17_f5_c3,16.3664,0.0205,True,False,False,bulk_1.0.0,0.0,0.0,0.0,588120113.0,,,,ZTF19aaesshf
ztf,58657.38050930016,903380501315015008,2,903380501315,20.1377,1,903,1.89048,16.2268,16.0875,0.156577,0.0203,271.3876071,16.7494252,0.361429,t17_f5_c3,16.0889,0.0219,False,False,False,bulk_1.0.0,0.0,9.30291651315015e+17,,,,,,ZTF19aaesshf
ztf,58657.44312500022,903443121315015003,1,903443121315,19.9287,1,903,1.92777,16.5993,16.5405,0.055017,0.0265,271.3875964,16.7494041,0.568571,t17_f5_c3,16.5979,0.0317,False,False,False,bulk_1.0.0,0.0,9.30291651315015e+17,,,,,,ZTF19aaesshf
ztf,58660.31944439979,906319441315015003,2,906319441315,20.7706,1,906,1.77819,16.4299,16.1278,0.217059,0.0206,271.3875902,16.7494596,0.295714,t17_f5_c3,16.1494,0.0218,False,False,False,bulk_1.0.0,0.0,9.30291651315015e+17,,,,,,ZTF19aaesshf
