tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,oid
ztf,59248.551562500186,1494551560015015042,2,1494551560015,19.6398,1,1494,0.621014,16.9167,14.990227,17.0031,0.080021,100.0,0.013571082,0.0374,284.9126983,16.3658242,0.761429,t17_f5_c3,16.9816,0.045,False,True,False,correction_0.0.1,0.0,,,ZTF19aadzdid
ztf,59248.554583299905,1494554580015015028,2,1494554580015,19.7185,1,1494,0.576308,16.8895,14.985565,17.0146,0.0985,100.0,0.017055422,0.0362,284.9126942,16.3658358,0.722857,t17_f5_c3,17.042,0.0454,False,True,False,correction_0.0.1,0.0,,,ZTF19aadzdid
ztf,59248.55760420021,1494557600015015033,2,1494557600015,19.7459,1,1494,0.457451,16.9788,15.000511,17.0629,0.103239,100.0,0.016692769,0.0374,284.9126875,16.3658749,0.732857,t17_f5_c3,17.0559,0.0454,False,True,False,correction_0.0.1,0.0,,,ZTF19aadzdid
ztf,59248.56061339984,1494560610015015027,2,1494560610015,19.677,1,1494,0.463621,16.9418,14.994443,17.0634,0.105772,100.0,0.017596573,0.0387,284.9127009,16.3658826,0.788571,t17_f5_c3,17.0537,0.0469,False,True,False,correction_0.0.1,0.0,,,ZTF19aadzdid
ztf,59248.56362270005,1494563620015015032,2,1494563620015,19.7542,1,1494,0.478073,16.9932,15.002827,17.1596,0.098119,100.0,0.015689306,0.0405,284.9127169,16.3658952,0.784286,t17_f5_c3,17.1788,0.0503,False,True,False,correction_0.0.1,0.0,,,ZTF19aadzdid
ztf,59249.55009259982,1495550090015015025,2,1495550090015,19.4254,1,1495,0.498047,16.9188,14.990582,16.9484,0.088205,100.0,0.014935029,0.0362,284.9127503,16.3659512,0.858571,t17_f5_c3,16.9505,0.0445,False,True,False,correction_0.0.1,0.0,,,ZTF19aadzdid
ztf,59249.5530555998,1495553050015015032,2,1495553050015,19.436,1,1495,0.485619,16.9032,14.987926,16.9869,0.086508,100.0,0.014823347,0.0374,284.9127125,16.3658848,0.851429,t17_f5_c3,16.97,0.0453,False,True,False,correction_0.0.1,0.0,,,ZTF19aadzdid
ztf,59249.55601850012,1495556010015015032,2,1495556010015,19.4191,1,1495,0.63458,16.984,15.00135,17.061,0.081998,100.0,0.01320516,0.0398,284.9127196,16.3658334,0.858571,t17_f5_c3,17.055,0.0486,False,True,False,correction_0.0.1,0.0,,,ZTF19aadzdid
ztf,59249.5589815001,1495558980015015056,2,1495558980015,19.5256,1,1495,0.46292,16.8701,14.982182,17.0096,0.098873,100.0,0.017374415,0.0373,284.9127161,16.3658992,0.79,t17_f5_c3,17.0033,0.0456,False,True,False,correction_0.0.1,0.0,,,ZTF19aadzdid
ztf,59249.56194439996,1495561940015015039,2,1495561940015,19.3962,1,1495,0.581908,17.0387,15.009975,17.0984,0.0667,100.0,0.010295227,0.0412,284.9127695,16.3659261,0.78,t17_f5_c3,17.1271,0.0521,False,True,False,correction_0.0.1,0.0,,,ZTF19aadzdid
ztf,59250.54831020022,1496548310015015163,2,1496548310015,19.244848,1,1496,1.1542321,16.753088,14.960684,16.9714,0.10181583,0.008099996,0.01953681,0.0345,284.9128966,16.3658086,0.46571428,t17_f5_c3,16.9926,0.0431,True,True,False,correction_0.0.1,0.0,0.37236065,589120200.0,ZTF19aadzdid
ztf,59250.55130789988,1496551300015015081,2,1496551300015,19.3371,1,1496,0.409693,16.9874,15.001897,17.0641,0.074467,100.0,0.01196087,0.0395,284.91249,16.3660045,0.657143,t17_f5_c3,17.007,0.0461,False,True,False,correction_0.0.1,0.0,,,ZTF19aadzdid
ztf,59250.5543056,1496554300015015040,2,1496554300015,19.4152,1,1496,0.77741,16.7599,14.961988,17.0854,0.142846,0.020661071,0.02727117,0.0388,284.9128011,16.3658621,0.61,t17_f5_c3,17.0728,0.0471,False,True,False,correction_0.0.1,0.0,,,ZTF19aadzdid
