tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,rbversion,oid
ztf,58272.28561339993,518285613415015015,2,518285613415,20.434,1,518,0.209763,15.9889,12.822575,16.0038,0.017778,100.0,0.00096239336,0.0186,221.0668351,40.9102652,0.353333,15.997,0.0193,False,True,False,bulk_1.0.0,0.0,5.4619866341501504e+17,,,,ZTF18aahhmqj
ztf,58282.283946800046,528283943415015030,1,528283943415,20.6469,1,528,0.564008,16.9915,13.494757,17.0113,0.035996,100.0,0.00143733,0.0365,221.066992,40.9100819,0.596667,16.987,0.0372,False,True,False,bulk_1.0.0,0.0,5.5222081341501504e+17,,,,ZTF18aahhmqj
ztf,58291.25841439981,537258413415015023,2,537258413415,20.2089,1,537,0.297586,16.0401,12.825285,16.2297,0.097597,100.0,0.005052549,0.0235,221.0668592,40.9102969,0.473333,16.2192,0.0246,False,True,False,bulk_1.0.0,0.0,5.5222081341501504e+17,,,,ZTF18aahhmqj
ztf,58300.19866900006,546198663415015063,1,546198663415,20.856216,1,546,0.5885883,17.470514,13.510333,18.1999,0.16835608,100.0,0.004386886,0.0994,221.0669789,40.9100688,0.38,18.2105,0.104,False,True,False,bulk_1.0.0,0.0,5.5222081341501504e+17,0.0,719120134.0,,ZTF18aahhmqj
ztf,58306.22081020009,552220813415015037,1,552220813415,20.746397,1,552,0.4344711,16.584784,13.475233,16.6864,0.08124561,100.0,0.004634251,0.0274,221.066775,40.9101161,0.35333332,16.673,0.028,True,True,False,bulk_1.0.0,0.0,0.0,0.0,719120134.0,,ZTF18aahhmqj
ztf,58449.53651619982,695536513415015009,2,695536513415,19.788145,1,695,0.5719247,15.794378,12.811102,15.9568,0.07478319,100.0,0.004791742,0.0208,221.0667573,40.910076,0.35333332,15.9642,0.023,True,True,False,bulk_1.0.0,0.0,0.0,0.0,719120234.0,t8_f5_c3,ZTF18aahhmqj
ztf,58491.552546299994,737552543415015033,2,737552543415,20.2976,1,737,0.093274,15.8419,12.814086,16.0166,0.066514,100.0,0.0040906053,0.0191,221.0669027,40.9102136,0.606667,15.9973,0.0195,False,True,False,bulk_1.0.0,0.0,7.57554343415015e+17,,,t12_f5_c3,ZTF18aahhmqj
ztf,58494.530300899874,740530303415015051,1,740530303415,20.997812,1,740,0.5256162,16.609339,13.476619,16.758,0.09280102,100.0,0.005181609,0.0271,221.0667291,40.9101123,0.044285715,16.7437,0.0274,False,True,False,bulk_1.0.0,0.0,7.57554343415015e+17,0.0,719120134.0,t15_f5_c3,ZTF18aahhmqj
ztf,58508.506215299945,754506213415015028,2,754506213415,19.86824,1,754,0.8365029,16.253918,12.835379,16.6589,0.11895956,100.0,0.005104858,0.0358,221.0666292,40.9100609,0.18142857,16.6371,0.0378,False,True,False,bulk_1.0.0,0.0,7.57554343415015e+17,0.0,719120234.0,t15_f5_c3,ZTF18aahhmqj
ztf,58511.48406249983,757484063415015024,1,757484063415,20.516722,1,757,0.89416766,16.38949,13.463097,16.6994,0.1163499,100.0,0.007856129,0.0272,221.0666346,40.9100369,0.032857142,16.6907,0.0286,False,True,False,bulk_1.0.0,0.0,7.57554343415015e+17,0.0,719120134.0,t15_f5_c3,ZTF18aahhmqj
ztf,58511.55434030015,757554343415015012,2,757554343415,20.229422,1,757,0.4167226,15.655074,12.80162,15.8883,0.11470132,100.0,0.00828298,0.0178,221.0668601,40.9100983,0.045714285,15.8907,0.0189,True,True,False,bulk_1.0.0,0.0,0.0,0.0,719120234.0,t15_f5_c3,ZTF18aahhmqj
ztf,58556.38148149988,802381483415025021,1,802381483415,20.0811,1,802,0.72792,16.0853,13.439647,16.237,0.026609,100.0,0.0023268422,0.0173,221.0668463,40.9104189,0.464286,16.2053,0.0177,False,True,False,bulk_1.0.0,0.0,8.29364793415015e+17,,,t15_f5_c3,ZTF18aahhmqj
ztf,58556.427546299994,802427543415025048,2,802427543415,20.4944,1,802,0.523262,15.4981,12.789493,15.6447,0.068067,100.0,0.005616858,0.0135,221.066684,40.9102617,0.21,15.636,0.0138,False,True,False,bulk_1.0.0,0.0,8.29364793415015e+17,,,t15_f5_c3,ZTF18aahhmqj
ztf,58580.30442130007,826304423415015008,1,826304423415,20.299494,1,826,1.0189744,16.556866,13.47362,16.7229,0.07517883,100.0,0.0043933685,0.0272,221.0664946,40.910202,0.44714287,16.7034,0.0281,False,True,False,bulk_1.0.0,0.0,8.29364793415015e+17,0.0,719120134.0,t15_f5_c3,ZTF18aahhmqj
ztf,58583.33131940011,829331313415015007,2,829331313415,20.337427,1,829,0.62540364,15.558491,12.79435,15.6482,0.054926928,100.0,0.004306544,0.0141,221.0666673,40.9101243,0.24,15.6383,0.0145,False,True,False,bulk_1.0.0,0.0,8.29364793415015e+17,0.0,719120234.0,t15_f5_c3,ZTF18aahhmqj
ztf,58583.36479170015,829364793415015012,1,829364793415,20.359777,1,829,0.46972722,16.212065,13.450159,16.3421,0.04726488,100.0,0.0037134404,0.0202,221.0666998,40.9101982,0.5328571,16.336,0.0209,True,True,False,bulk_1.0.0,0.0,0.0,0.0,719120134.0,t15_f5_c3,ZTF18aahhmqj
ztf,58635.22670139978,881226703415015029,1,881226703415,20.926088,1,881,0.77474695,16.18519,13.448024,16.4298,0.15409215,100.0,0.012385511,0.021,221.0666907,40.9100445,0.2942857,16.4232,0.0215,False,True,False,bulk_1.0.0,0.0,9.03199743415015e+17,0.0,719120134.0,t17_f5_c3,ZTF18aahhmqj
ztf,58657.19974539988,903199743415015022,1,903199743415,20.67805,1,903,0.6491952,16.234434,13.4519005,16.4784,0.06261667,100.0,0.0048269904,0.0226,221.0666462,40.9101512,0.42857143,16.4673,0.0233,False,True,False,bulk_1.0.0,0.0,9.06224593415015e+17,0.8901586,719120134.0,t17_f5_c3,ZTF18aahhmqj
ztf,58660.194062499795,906194063415015061,1,906194063415,20.896973,1,906,0.7293623,16.434235,13.466061,16.65,0.09438517,100.0,0.006132451,0.0251,221.066628,40.9101256,0.42,16.6489,0.0259,False,True,False,bulk_1.0.0,0.0,9.06224593415015e+17,0.91653985,719120134.0,t17_f5_c3,ZTF18aahhmqj
ztf,58660.22459489992,906224593415015039,2,906224593415,20.776209,1,906,0.634353,15.866421,12.8155775,16.0161,0.1389443,100.0,0.008365721,0.0183,221.0667355,40.9100658,0.37,15.9953,0.0184,False,True,False,bulk_1.0.0,0.0,9.16310253415015e+17,0.6216711,719120234.0,t17_f5_c3,ZTF18aahhmqj
ztf,58670.3102545999,916310253415015018,2,916310253415,20.342663,1,916,0.818114,15.689733,12.804086,15.9091,0.10247419,100.0,0.007183825,0.0181,221.0666158,40.9100872,0.40142858,15.8906,0.0186,True,True,False,bulk_1.0.0,0.0,0.0,0.0326702,719120234.0,t17_f5_c3,ZTF18aahhmqj
ztf,58685.17822920019,931178223415015075,1,931178223415,20.6272,1,931,1.05189,16.7712,13.485047,17.311,0.275097,100.0,0.013335975,0.0472,221.0665028,40.910119,0.184286,17.2744,0.048,False,True,False,bulk_1.0.0,0.0,9.58240623415015e+17,,,t17_f5_c3,ZTF18aahhmqj
ztf,58712.24062500009,958240623415015003,2,958240623415,19.452894,1,958,0.70732564,15.798447,12.811362,16.0265,0.07876369,100.0,0.005029123,0.0247,221.0666529,40.9100987,0.3557143,16.0154,0.0274,True,True,False,bulk_1.0.0,0.0,0.0,0.2665507,719120234.0,t17_f5_c3,ZTF18aahhmqj
ztf,58835.49312500004,1081493123415015002,2,1081493123415,19.140554,1,1081,1.134653,15.458857,12.786199,15.9343,0.08973311,100.0,0.007654021,0.0197,221.0666082,40.9099619,0.42857143,15.8968,0.021,False,True,False,bulk_1.0.0,0.0,1.096516053415015e+18,0.06139742,719120234.0,t17_f5_c3,ZTF18aahhmqj
ztf,58850.51605319977,1096516053415015006,2,1096516053415,20.020731,1,1096,1.0096815,15.48214,12.788165,15.6584,0.049679156,100.0,0.0041551297,0.0139,221.0664958,40.9101739,0.6685714,15.6537,0.0145,False,True,False,bulk_1.0.0,0.0,1.121495473415015e+18,0.704748,719120234.0,t17_f5_c3,ZTF18aahhmqj
ztf,58850.54893520009,1096548933415015014,1,1096548933415,20.448711,1,1096,0.90894663,16.085932,13.439702,16.2865,0.047322012,100.0,0.0041359104,0.0181,221.0665427,40.9101597,0.73,16.2864,0.0188,False,True,False,bulk_1.0.0,0.0,1.121495473415015e+18,0.7229848,719120134.0,t17_f5_c3,ZTF18aahhmqj
ztf,58853.554918999784,1099554913415015022,2,1099554913415,20.6465,1,1099,0.813234,16.0992,12.828267,16.2058,0.030191,100.0,0.0014842416,0.0213,221.0665861,40.9101277,0.268571,16.2049,0.022,False,True,False,bulk_1.0.0,0.0,1.121495473415015e+18,,,t17_f5_c3,ZTF18aahhmqj
