tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,60319.12131940015,2565121315015015006,2,2565121315015,19.023268,1,2565,6.8418603,16.347754,16.3615,0.038551077,0.0251,90.632649,21.5898116,0.7785714,t17_f5_c3,0.999999,16.3341,0.0309,562120250,True,False,True,23.12.x,0.0,ZTF24aabfzfb
ztf,60319.1217939998,2565121795015015017,2,2565121795015,19.131363,1,2565,6.665474,16.347996,16.3594,0.037921973,0.0238,90.6325452,21.5898653,0.7657143,t17_f5_c3,0.9999982,16.3625,0.0301,562120250,True,False,True,23.12.x,0.0,ZTF24aabfzfb
ztf,60319.12226849981,2565122265015015006,2,2565122265015,19.159029,1,2565,6.5276847,16.422583,16.4097,0.036803517,0.0237,90.6324428,21.5899257,0.75857145,t17_f5_c3,0.9999963,16.3641,0.0287,562120250,True,False,True,23.12.x,0.0,ZTF24aabfzfb
ztf,60319.12274309993,2565122745015015005,2,2565122745015,19.593966,1,2565,6.327234,16.42084,16.4245,0.034833547,0.0176,90.632325,21.5899685,0.75142854,t17_f5_c3,0.9999996,16.3964,0.0214,562120250,True,False,True,23.12.x,0.0,ZTF24aabfzfb
