tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,60287.231377299875,2533231370715015002,1,2533231370715,19.68424,1,2533,11.544827,17.555992,17.5758,0.07166213,0.0372,80.9978169,-20.0925689,0.7614286,t17_f5_c3,0.99997985,17.5596,0.0462,305120107,True,False,True,23.12.x,0.0,ZTF23absddkf
ztf,60287.272210599855,2533272210715015005,2,2533272210715,19.60306,1,2533,12.764509,17.680868,17.7848,0.089115925,0.0495,80.9978243,-20.0925971,0.8157143,t17_f5_c3,0.9996166,17.7971,0.0636,305120207,True,False,True,23.12.x,0.0,ZTF23absddkf
ztf,60288.2580093001,2534258000715015002,2,2534258000715,19.64158,1,2534,12.90151,17.628859,17.6587,0.059721213,0.045,80.9978481,-20.092565,0.83428574,t17_f5_c3,0.9999916,17.6171,0.0549,305120207,True,False,True,23.12.x,0.0,ZTF23absddkf
ztf,60288.34407409979,2534344070715015003,1,2534344070715,19.852549,1,2534,11.603167,17.46409,17.4857,0.053421196,0.0312,80.9978427,-20.0925665,0.7814286,t17_f5_c3,0.9999943,17.4678,0.0386,305120107,True,False,True,23.12.x,0.0,ZTF23absddkf
ztf,60290.35708330013,2536357080715015003,1,2536357080715,20.298502,1,2536,11.584693,17.32242,17.3177,0.047971178,0.0247,80.9978426,-20.0925712,0.9342857,t17_f5_c3,1.0,17.3152,0.0307,305120107,True,False,True,23.12.x,0.0,ZTF23absddkf
ztf,60290.39546300005,2536395460715015002,2,2536395460715,20.228773,1,2536,12.842366,17.488129,17.4973,0.037116155,0.0337,80.9978364,-20.0925767,0.9457143,t17_f5_c3,1.0,17.5076,0.0427,305120207,True,False,True,23.12.x,0.0,ZTF23absddkf
ztf,60295.1944213002,2541194420715015004,1,2541194420715,19.725937,1,2541,11.526893,17.210245,17.1796,0.046326783,0.0305,80.9978294,-20.0925843,0.9014286,t17_f5_c3,0.9999994,17.1916,0.0388,305120107,True,False,True,23.12.x,0.0,ZTF23absddkf
ztf,60295.25363430008,2541253630715015001,2,2541253630715,19.849375,1,2541,12.856411,17.375017,17.4957,0.051721454,0.0397,80.9978625,-20.0925811,0.93285716,t17_f5_c3,0.99999934,17.4977,0.0503,305120207,True,False,True,23.12.x,0.0,ZTF23absddkf
ztf,60305.21045139991,2551210450715015003,1,2551210450715,18.169249,1,2551,11.712765,17.617418,17.2988,0.12593748,0.1304,80.9978912,-20.0925549,0.62714285,t17_f5_c3,0.9984359,17.2872,0.1657,305120107,True,False,True,23.12.x,0.0,ZTF23absddkf
ztf,60307.21157409996,2553211570715015001,2,2553211570715,19.339005,1,2553,12.839096,17.798475,17.8357,0.06123098,0.089,80.9978443,-20.0925825,0.9185714,t17_f5_c3,0.99999607,17.9691,0.1288,305120207,True,False,True,23.12.x,0.0,ZTF23absddkf
ztf,60314.20054400014,2560200540715015003,2,2560200540715,19.742521,1,2560,12.909979,18.061699,18.124,0.0713006,0.0618,80.9978437,-20.0925604,0.83285713,t17_f5_c3,0.9999994,18.1776,0.0825,305120207,True,False,True,23.12.x,0.0,ZTF23absddkf
ztf,60314.25564809982,2560255640715015001,1,2560255640715,19.998623,1,2560,11.473353,18.492954,18.5081,0.103019625,0.0742,80.9978195,-20.0925963,0.8257143,t17_f5_c3,0.9999958,18.5094,0.0946,305120107,True,False,True,23.12.x,0.0,ZTF23absddkf
ztf,60321.23628470022,2567236280715015002,2,2567236280715,18.505814,1,2567,12.845961,18.07482,18.0632,0.1467649,0.2045,80.9978549,-20.0925844,0.76285714,t17_f5_c3,0.9999893,17.8295,0.2116,305120207,True,False,True,23.12.x,0.0,ZTF23absddkf
ztf,60323.23104170011,2569231040715015003,1,2569231040715,19.789465,1,2569,11.520753,19.202183,19.26,0.16739762,0.1658,80.9978003,-20.0925731,0.6185714,t17_f5_c3,0.9975916,19.157,0.1931,305120107,True,False,True,23.12.x,0.0,ZTF23absddkf
ztf,60323.30153940013,2569301530715015002,2,2569301530715,19.60543,1,2569,12.743101,18.248024,18.2176,0.07421356,0.0723,80.9978575,-20.0926166,0.75714284,t17_f5_c3,0.99995005,18.224,0.0926,305120207,True,False,True,23.12.x,0.0,ZTF23absddkf
ztf,60325.17791670002,2571177910715015002,2,2571177910715,19.849428,1,2571,12.903422,18.343348,18.3282,0.08244059,0.0799,80.9978325,-20.0925568,0.9185714,t17_f5_c3,0.9999966,18.3387,0.1028,305120207,True,False,True,23.12.x,0.0,ZTF23absddkf
ztf,60327.18469909998,2573184690715015004,2,2573184690715,19.59899,1,2573,13.039553,18.427351,18.53,0.09240865,0.0966,80.9979014,-20.092545,0.6742857,t17_f5_c3,0.99991924,18.52,0.1223,305120207,True,False,True,23.12.x,0.0,ZTF23absddkf
ztf,60327.25807869993,2573258070715015004,1,2573258070715,19.817028,1,2573,11.566529,19.562317,19.4024,0.18929543,0.206,80.9978667,-20.0925904,0.5657143,t17_f5_c3,0.9924443,19.2741,0.2347,305120107,True,False,True,23.12.x,0.0,ZTF23absddkf
ztf,60340.29384260019,2586293840715015003,2,2586293840715,19.392395,1,2586,12.819424,19.016224,18.8609,0.116615735,0.1921,80.9978274,-20.0925796,0.74,t17_f5_c3,0.9999896,18.6305,0.1994,305120207,True,False,True,23.12.x,0.0,ZTF23absddkf
ztf,60351.24761570012,2597247610715015002,2,2597247610715,19.762177,1,2597,12.938722,19.5067,19.4893,0.19997175,0.2731,80.9978771,-20.0925636,0.5714286,t17_f5_c3,0.9999382,19.4099,0.3259,305120207,True,False,True,23.12.x,0.0,ZTF23absddkf
