tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,oid
ztf,59145.10577550018,1391105773915010037,2,1391105773915,20.7463,-1,1391,1.42958,17.0984,17.2866,0.373324,0.03,283.32674,19.2302436,0.352857,t17_f5_c3,17.3354,0.035,False,False,True,bulk_1.0.0,0.0,1.415159093915015e+18,,,,,,ZTF20aajdill
ztf,59169.159097199794,1415159093915015011,2,1415159093915,19.478657,1,1415,1.1676426,17.476292,18.0911,0.14735074,0.103,283.3269055,19.2300763,0.35,t17_f5_c3,18.0662,0.1222,True,True,True,bulk_1.0.0,0.0,0.0,14.403941,100.0,0.008697852,0.01144812,589120239.0,ZTF20aajdill
ztf,59677.44391199993,1923443913915015013,2,1923443913915,20.0172,1,1923,0.25244,16.9649,16.9866,0.091276,0.0296,283.3272125,19.2302439,0.874286,t17_f5_c3,16.9583,0.0335,False,True,True,correction_1.0.6,0.0,1.940465273915015e+18,14.366054,100.0,0.008333328,,,ZTF20aajdill
ztf,59679.469768499956,1925469763915015066,2,1925469763915,19.9937,1,1925,0.454828,16.7947,16.5886,0.0867,0.0189,283.327252,19.2302017,0.597143,t17_f5_c3,16.5535,0.0209,False,True,True,correction_1.0.6,0.0,1.940465273915015e+18,14.3493595,100.0,0.009117648,,,ZTF20aajdill
ztf,59685.36340280017,1931363403915015008,2,1931363403915,19.0222,1,1931,0.160896,16.2213,16.2122,0.064488,0.0249,283.3272143,19.2302979,0.734286,t17_f5_c3,16.2086,0.0307,False,True,True,correction_1.0.6,0.0,1.940465273915015e+18,14.272692,100.0,0.010716073,,,ZTF20aajdill
ztf,59689.42682870012,1935426823915015024,2,1935426823915,19.3644,1,1935,0.374188,16.3323,16.3074,0.059172,0.02,283.3272561,19.230239,0.655714,t17_f5_c3,16.2864,0.0236,False,True,True,correction_1.0.6,0.0,1.940465273915015e+18,14.290369,100.0,0.009022848,,,ZTF20aajdill
ztf,59694.46527779987,1940465273915015021,2,1940465273915,19.745089,1,1940,1.0025668,17.036228,17.0681,0.14086117,0.0322,283.326955,19.2300943,0.5371429,t17_f5_c3,17.0074,0.0355,True,True,True,correction_1.0.6,0.0,,14.372375,100.0,0.012112943,0.8362589,589120239.0,ZTF20aajdill
ztf,60500.3614236,2746361423915015020,2,2746361423915,20.6433,1,2746,1.15447,17.0086,17.4891,0.062668,0.0357,283.3270828,19.2299816,0.415714,t17_f5_c3,17.4186,0.0381,False,True,True,24.5.1,0.0,2.776332533915015e+18,14.369971,100.0,0.00551562,,,ZTF20aajdill
ztf,60500.3614236,2746361423915015022,2,2746361423915,20.6433,1,2746,0.581812,16.9604,16.9966,0.03425,0.0257,283.3271017,19.2301443,0.698571,t17_f5_c3,16.9549,0.0274,False,True,True,24.5.1,0.0,2.776332533915015e+18,14.365643,100.0,0.0031387564,,,ZTF20aajdill
ztf,60502.33762730006,2748337623915015021,2,2748337623915,20.6868,1,2748,0.396012,16.8804,16.9282,0.032804,0.0246,283.3271094,19.2301985,0.487143,t17_f5_c3,16.9258,0.0271,False,True,True,24.5.1,0.0,2.776332533915015e+18,14.358061,100.0,0.0032135951,,,ZTF20aajdill
ztf,60502.33762730006,2748337623915015022,2,2748337623915,20.6868,1,2748,0.596122,16.9948,17.2782,0.123354,0.0301,283.3272181,19.2301375,0.47,t17_f5_c3,17.2168,0.0322,False,True,True,24.5.1,0.0,2.776332533915015e+18,14.36875,100.0,0.010983303,,,ZTF20aajdill
ztf,60507.29694439983,2753296943915015012,2,2753296943915,20.2283,1,2753,0.389436,16.9515,17.1651,0.127347,0.0326,283.3271876,19.2301882,0.625714,t17_f5_c3,17.1832,0.0385,False,True,True,24.5.1,0.0,2.776332533915015e+18,14.364823,100.0,0.011757587,,,ZTF20aajdill
ztf,60507.29694439983,2753296943915015015,2,2753296943915,20.2283,1,2753,0.27367,16.943,16.9621,0.036345,0.0281,283.3271683,19.2302183,0.627143,t17_f5_c3,16.9579,0.0323,False,True,True,24.5.1,0.0,2.776332533915015e+18,14.364037,100.0,0.0033795496,,,ZTF20aajdill
ztf,60509.272465299815,2755272463915015010,2,2755272463915,19.4749,1,2755,0.313178,17.097,16.9878,0.089663,0.0413,283.3270701,19.2302949,0.841429,t17_f5_c3,16.9395,0.0483,False,True,True,24.5.1,0.0,2.776332533915015e+18,14.377469,100.0,0.0073248874,,,ZTF20aajdill
ztf,60511.29569440009,2757295693915015005,2,2757295693915,19.6043,1,2757,0.575547,17.4129,17.2005,0.257431,0.0555,283.327068,19.2301609,0.365714,t17_f5_c3,17.2225,0.0697,False,True,True,24.5.1,0.0,2.776332533915015e+18,14.400095,100.0,0.016052349,,,ZTF20aajdill
ztf,60516.370463000145,2762370463915015007,2,2762370463915,20.043,1,2762,0.02989,17.1257,17.0483,0.134669,0.0352,283.3271686,19.2302966,0.627143,t17_f5_c3,17.0065,0.0401,False,True,True,24.5.1,0.0,2.776332533915015e+18,14.379786,100.0,0.010737469,,,ZTF20aajdill
