tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,60631.54460649984,2877544600415015007,2,2877544600415,18.747055,1,2877,1.4665723,17.52799,17.6816,0.067763865,0.1001,204.0668309,5.5973972,0.7771429,t17_f5_c3,0.48752043,17.608,0.1184,1522120204,True,False,False,25.0.0,0.0,,,,ZTF23aaejrwg
ztf,60631.54749999987,2877547500415015002,2,2877547500415,18.788935,1,2877,0.67242235,17.40706,17.6702,0.122872874,0.0997,204.0670565,5.5973786,0.8428571,t17_f5_c3,0.98598015,17.5949,0.1178,1522120204,True,True,True,25.0.0,0.0,15.232588,0.011328528,0.016583143,ZTF23aaejrwg
ztf,60635.54078700021,2881540780415010052,2,2881540780415,19.04773,-1,2881,0.223391,17.669058,17.7692,0.048919365,0.111,204.0672129,5.5972752,0.80714285,t17_f5_c3,0.9999018,17.776,0.1413,1522120204,True,True,False,25.0.0,0.0,15.531965,100.0,0.006833511,ZTF23aaejrwg
ztf,60635.54372690013,2881543720415010243,2,2881543720415,17.432055,-1,2881,0.18610807,16.730629,16.8173,0.09421181,0.2008,204.0671889,5.5973403,0.54571426,t17_f5_c3,0.998484,17.0054,0.3062,1522120204,True,True,False,25.0.0,0.0,15.763235,0.033226624,0.038649853,ZTF23aaejrwg
ztf,60635.54665509984,2881546650415010084,2,2881546650415,18.11142,-1,2881,0.3407161,17.540106,17.4287,0.08392852,0.1995,204.0671473,5.5973086,0.6028572,t17_f5_c3,0.9962032,17.7092,0.3305,1522120204,True,True,False,25.0.0,0.0,15.551263,100.0,0.0134391645,ZTF23aaejrwg
ztf,61009.555358800106,3255555350415015009,2,3255555350415,20.020607,1,3255,0.13024276,17.628681,17.6953,0.08610906,0.0504,204.0672609,5.5973622,0.9457143,t17_f5_c3,0.9990185,17.6618,0.059,1522120204,True,True,False,27.5.7a32.dev1,0.0,15.259986,100.0,0.009717859,ZTF23aaejrwg
ztf,61010.55567129981,3256555670415015005,2,3256555670415,19.777178,1,3256,0.3452382,17.310339,17.2452,0.06905064,0.0338,204.0671892,5.597414,0.8157143,t17_f5_c3,0.99899596,17.2222,0.0398,1522120204,True,True,False,27.5.7a32.dev1,0.0,15.21902,100.0,0.010060975,ZTF23aaejrwg
ztf,61014.55679399986,3260556790415010006,2,3260556790415,18.99326,-1,3260,0.23904899,17.418055,17.5412,0.05349205,0.0684,204.0672316,5.5972649,0.9242857,t17_f5_c3,0.9955089,17.4879,0.0822,1522120204,True,True,False,27.5.7a32.dev1,0.0,15.572146,100.0,0.009770708,ZTF23aaejrwg
ztf,61021.55842590006,3267558420415010022,2,3267558420415,19.979267,-1,3267,0.3306061,17.34435,17.4173,0.062499955,0.0422,204.067165,5.5972772,0.91571426,t17_f5_c3,0.9991167,17.4358,0.0528,1522120204,True,True,False,27.5.7a32.dev1,0.0,15.586166,100.0,0.012376734,ZTF23aaejrwg
ztf,61022.55646990007,3268556460415010003,2,3268556460415,20.141914,-1,3268,0.2909071,17.479298,17.6041,0.10560128,0.046,204.0672583,5.5972515,0.52428573,t17_f5_c3,0.9731431,17.5983,0.0559,1522120204,True,True,False,27.5.7a32.dev1,0.0,15.561324,0.007554899,0.018050103,ZTF23aaejrwg
