tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,59897.48440970015,2143484405115015001,1,2143484405115,19.3293,1,2143,1.7312,19.3976,19.1691,0.283812,0.2346,148.8771429,21.7076218,0.235714,t17_f5_c3,19.2661,0.329,False,False,False,1.1.6,0.0,2.143484886215015e+18,,,,,,ZTF22abtssnq
ztf,59897.4848842998,2143484886215015004,1,2143484886215,19.57187,1,2143,5.258395,19.38629,19.3872,0.19330503,0.2633,148.8771576,21.7077218,0.76285714,t17_f5_c3,19.2816,0.3068,True,False,False,1.1.6,0.0,,0.99901474,571120162.0,,,,ZTF22abtssnq
ztf,59901.46417819988,2147464176215015002,1,2147464176215,20.26573,1,2147,5.130965,19.069246,19.1099,0.108787626,0.1333,148.8771193,21.7077174,0.9014286,t17_f5_c3,19.2085,0.1866,True,False,False,1.1.6,0.0,,0.99999964,571120162.0,,,,ZTF22abtssnq
ztf,59901.50765050016,2147507655115015001,1,2147507655115,20.368788,1,2147,1.4551284,19.135233,19.2443,0.13910516,0.1368,148.8770785,21.7076807,0.36,t17_f5_c3,18.9768,0.1368,True,False,False,1.1.6,0.0,,0.999942,570120151.0,,,,ZTF22abtssnq
ztf,59903.37790510012,2149377905115015000,1,2149377905115,19.5777,1,2149,1.38209,19.0565,19.0251,0.173422,0.1514,148.8770646,21.7077056,0.427143,t17_f5_c3,19.1828,0.2241,False,True,True,1.1.6,0.0,2.149504146215015e+18,,,19.024328,0.16806404,0.16835867,ZTF22abtssnq
ztf,59903.50414349977,2149504146215015003,1,2149504146215,20.342804,1,2149,5.041461,18.987694,18.9475,0.09696487,0.0946,148.8770932,21.7076959,0.89,t17_f5_c3,18.8952,0.115,True,False,False,1.1.6,0.0,,0.99999595,571120162.0,,,,ZTF22abtssnq
ztf,59905.41643519979,2151416436215015030,1,2151416436215,19.902277,1,2151,5.091977,18.765984,18.6561,0.10551423,0.1156,148.8771101,21.707668,0.7885714,t17_f5_c3,18.4792,0.1255,True,False,False,1.1.6,0.0,,0.99998045,571120162.0,,,,ZTF22abtssnq
ztf,59905.44228010019,2151442285115015000,2,2151442285115,19.591597,1,2151,6.994666,19.083988,18.7878,0.14541902,0.178,148.8770734,21.7076889,0.30571428,t17_f5_c3,18.8593,0.2437,True,False,False,1.1.6,0.0,,0.9995824,570120251.0,,,,ZTF22abtssnq
ztf,59905.4427546002,2151442756215015000,2,2151442756215,19.679968,1,2151,7.250412,19.093803,18.7716,0.1388355,0.1739,148.8770945,21.7075972,0.5871429,t17_f5_c3,18.8557,0.2407,True,False,False,1.1.6,0.0,,0.9806387,571120262.0,,,,ZTF22abtssnq
ztf,59908.461631900165,2154461635115015000,1,2154461635115,19.5935,1,2154,1.41844,18.8733,18.8549,0.17809,0.0968,148.8770221,21.7076002,0.31,t17_f5_c3,18.7965,0.1172,False,False,False,1.1.6,0.0,2.156466605115015e+18,,,,,,ZTF22abtssnq
ztf,59908.46210649982,2154462106215015001,1,2154462106215,19.7093,1,2154,5.30186,18.8043,18.7837,0.14774,0.0832,148.8771718,21.7075438,0.398571,t17_f5_c3,18.6751,0.0959,False,False,False,1.1.6,0.0,2.156466605115015e+18,,,,,,ZTF22abtssnq
ztf,59908.486527800094,2154486525115015001,2,2154486525115,19.2103,1,2154,7.20552,19.1198,18.9805,0.208237,0.1495,148.8770214,21.7077983,0.127143,t17_f5_c3,18.8254,0.1663,False,False,False,1.1.6,0.0,2.156466605115015e+18,,,,,,ZTF22abtssnq
ztf,59910.466608799994,2156466605115015002,2,2156466605115,20.436556,1,2156,6.9616427,18.977484,18.8561,0.10005876,0.0948,148.8770872,21.7077269,0.9,t17_f5_c3,18.8635,0.1217,True,False,False,1.1.6,0.0,,0.9986725,570120251.0,,,,ZTF22abtssnq
ztf,59910.46707180003,2156467076215015004,2,2156467076215,20.342491,1,2156,6.9069943,19.045942,18.8629,0.086720906,0.1029,148.8770813,21.7077174,0.82714283,t17_f5_c3,18.9967,0.1484,True,False,False,1.1.6,0.0,,0.99999785,571120262.0,,,,ZTF22abtssnq
ztf,59910.49253469985,2156492535115015003,1,2156492535115,20.453178,1,2156,1.4263479,18.827572,18.863,0.104147695,0.0879,148.8770758,21.707698,0.9142857,t17_f5_c3,18.8163,0.1072,True,False,False,1.1.6,0.0,,0.999998,570120151.0,,,,ZTF22abtssnq
ztf,59914.424444399774,2160424445115015005,2,2160424445115,20.341955,1,2160,7.023945,19.026646,18.8232,0.09883254,0.0906,148.877063,21.7076675,0.77,t17_f5_c3,18.82,0.1149,True,False,False,1.1.6,0.0,,0.9998259,570120251.0,,,,ZTF22abtssnq
ztf,59914.466330999974,2160466335115015002,1,2160466335115,20.768616,1,2160,1.3639315,18.912264,18.9259,0.08477952,0.07,148.8770549,21.7076953,0.85571426,t17_f5_c3,18.866,0.0837,True,True,True,1.1.6,0.0,,0.99998295,570120151.0,18.884043,0.08213962,0.08260428,ZTF22abtssnq
ztf,59914.48149310006,2160481496215015004,1,2160481496215,20.746664,1,2160,5.1801004,18.832336,18.7992,0.082797356,0.0653,148.8771352,21.707698,0.86142856,t17_f5_c3,18.7124,0.0763,True,False,False,1.1.6,0.0,,0.99999976,571120162.0,,,,ZTF22abtssnq
ztf,59914.505324100144,2160505326215015004,2,2160505326215,20.371248,1,2160,6.920318,18.920527,19.0028,0.12787835,0.0965,148.877111,21.7076961,0.6142857,t17_f5_c3,19.0614,0.1296,True,False,False,1.1.6,0.0,,0.9998138,571120262.0,,,,ZTF22abtssnq
ztf,59923.36221060017,2169362215115015002,2,2169362215115,19.400944,1,2169,6.8350554,19.091433,19.398,0.17948838,0.3792,148.8771249,21.7077254,0.81142855,t17_f5_c3,19.2928,0.4422,True,False,False,1.1.6,0.0,,0.9999684,570120251.0,,,,ZTF22abtssnq
