tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,oid
ztf,59248.21068290016,1494210686115015008,1,1494210686115,20.3256,1,1494,1.35124,17.4254,14.799714,17.4612,0.085129,100.0,0.007582339,0.0376,79.205272,-6.3485722,0.685714,t17_f5_c3,17.453,0.0423,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59250.19064809987,1496190646115015005,1,1496190646115,19.9149,1,1496,0.38877,17.1008,14.766528,17.3282,0.063207,100.0,0.0073630284,0.0352,79.2054981,-6.3488263,0.854286,t17_f5_c3,17.3276,0.0402,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59251.14788189996,1497147880615015006,1,1497147880615,20.3806,1,1497,1.14195,18.1622,14.791198,17.7396,0.221751,100.0,0.009941784,0.0451,79.2053782,-6.3485568,0.348571,t17_f5_c3,17.6439,0.0473,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59253.17063659988,1499170630615015008,1,1499170630615,20.33,1,1499,1.07762,18.0607,14.786438,17.5419,0.260419,100.0,0.012763452,0.0392,79.205393,-6.3485627,0.234286,t17_f5_c3,17.4611,0.0416,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59254.2101619998,1500210166115015003,1,1500210166115,20.311,1,1500,1.11017,17.2798,14.785924,17.1031,0.09775,100.0,0.009830285,0.029,79.2053042,-6.3486499,0.698571,t17_f5_c3,17.0967,0.0325,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59255.17159719998,1501171590615015013,1,1501171590615,20.4839,1,1501,1.01962,17.4151,14.744049,17.069,0.120886,100.0,0.010326559,0.024,79.2053131,-6.3487801,0.518571,t17_f5_c3,17.0665,0.0267,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59255.26074070018,1501260740615015006,2,1501260740615,20.1695,1,1501,0.254749,15.0426,12.953621,15.0274,0.045099,100.0,0.0065852976,0.0077,79.2055219,-6.3487516,0.672857,t17_f5_c3,15.0193,0.008,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59255.26074070018,1501260740615015007,2,1501260740615,20.1695,1,1501,0.225507,14.9995,12.94722,15.9215,0.011127,100.0,0.001680606,0.013,79.205528,-6.348777,0.388571,t17_f5_c3,15.5726,0.011,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59256.25482639996,1502254826115015003,1,1502254826115,19.9717,1,1502,0.629864,16.9234,14.7443075,16.8826,0.084116,0.0044597066,0.011304235,0.0266,79.2054149,-6.3487658,0.708571,t17_f5_c3,16.8786,0.0308,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59257.18371530017,1503183710615015014,1,1503183710615,20.6882,1,1503,0.907864,17.2089,14.724822,17.5414,0.03625,100.0,0.0036785505,0.0318,79.2053453,-6.348815,0.492857,t17_f5_c3,17.4297,0.0329,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59257.18371530017,1503183710615015015,1,1503183710615,20.6882,1,1503,0.859385,17.3675,14.739901,17.1951,0.080693,100.0,0.007174571,0.0259,79.2053586,-6.3488096,0.768571,t17_f5_c3,17.1824,0.0282,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59257.18371530017,1503183710615015016,1,1503183710615,20.6882,1,1503,0.92487,17.2089,14.724822,17.5294,0.03625,100.0,0.0036785505,0.032,79.2053398,-6.348774,0.498571,t17_f5_c3,17.4637,0.034,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59260.18636569986,1506186366115015006,1,1506186366115,20.1259,1,1506,0.367351,16.7849,14.724634,16.8471,0.049915,100.0,0.0074838423,0.0243,79.2054928,-6.3487831,0.89,t17_f5_c3,16.82,0.0271,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59262.162766200025,1508162760615015011,1,1508162760615,20.0634,1,1508,0.734422,17.1979,14.723701,17.0622,0.057361,100.0,0.0058740387,0.0275,79.2053926,-6.348769,0.894286,t17_f5_c3,17.0573,0.0316,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59263.16601849999,1509166016115015006,1,1509166016115,19.6381,1,1509,0.574,16.9574,14.748815,16.9483,0.047094,100.0,0.006159306,0.0276,79.2054383,-6.3488229,0.78,t17_f5_c3,16.917,0.0313,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59264.24956020014,1510249560615015005,1,1510249560615,19.7478,1,1510,0.835795,17.0003,14.701731,17.1965,0.072517,100.0,0.0087299645,0.0379,79.2053942,-6.3486709,0.85,t17_f5_c3,17.2229,0.0465,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59265.14825229999,1511148256115015006,1,1511148256115,19.7173,1,1511,0.452388,16.935,14.745859,16.9178,0.088769,0.0056123845,0.0118196625,0.0306,79.2054672,-6.348765,0.642857,t17_f5_c3,16.9039,0.0362,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59265.24979169993,1511249796115015004,2,1511249796115,19.3682,1,1511,0.279378,14.5407,12.959779,14.5805,0.02539,100.0,0.005919627,0.0063,79.2055124,-6.3487847,0.595714,t17_f5_c3,14.5358,0.0067,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59266.18050929997,1512180500615015007,1,1512180500615,19.333996,1,1512,2.191827,17.405561,,17.2195,0.085575745,,,0.0413,79.2049873,-6.348887,0.4242857,t17_f5_c3,17.1703,0.048,True,False,True,correction_0.0.1,0.0,0.3170135,407120106.0,ZTF21aamhuxb
ztf,59266.2176620001,1512217660615015011,2,1512217660615,19.329,1,1512,0.593493,14.9805,12.944328,14.9211,0.01201,100.0,0.0018410875,0.0081,79.2054291,-6.3487286,0.691429,t17_f5_c3,14.8954,0.0088,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59266.2176620001,1512217660615015012,2,1512217660615,19.329,1,1512,0.352482,15.291,12.986536,15.7795,0.072214,100.0,0.008646406,0.0142,79.2055165,-6.348705,0.441429,t17_f5_c3,15.3411,0.012,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59267.15017359983,1513150176115015006,2,1513150176115,19.4006,1,1513,0.233833,14.4823,12.94588,14.5674,0.029892,100.0,0.007260841,0.0062,79.2055258,-6.3487519,0.708571,t17_f5_c3,14.522,0.0066,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59268.18394679995,1514183940615015007,1,1514183940615,19.637,1,1514,1.15518,17.3427,14.737672,17.3028,0.054802,100.0,0.0049749156,0.0468,79.2053068,-6.3486466,0.891429,t17_f5_c3,17.3118,0.0578,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59268.18394679995,1514183940615015008,1,1514183940615,19.637,1,1514,1.11458,17.5671,14.756234,17.4472,0.085335,100.0,0.0064088563,0.0527,79.205323,-6.3486401,0.77,t17_f5_c3,17.3919,0.0617,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59268.23472219985,1514234720615015007,2,1514234720615,19.753,1,1514,0.434024,15.119,12.964447,14.897,0.070863,100.0,0.009740881,0.008,79.205507,-6.3486794,0.637143,t17_f5_c3,14.8886,0.0088,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59269.14859949984,1515148596115015003,2,1515148596115,19.5609,1,1515,0.168337,14.7076,12.996461,14.6321,0.083987,0.01501756,0.01736827,0.0066,79.205553,-6.3487892,0.561429,t17_f5_c3,14.6193,0.0073,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59271.2126042,1517212606115015006,1,1517212606115,18.7991,1,1517,1.03014,17.0254,14.75747,17.162,0.057683,100.0,0.007142921,0.0644,79.2053015,-6.3487807,0.794286,t17_f5_c3,17.1294,0.0785,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59273.13655090006,1519136556115015004,1,1519136556115,19.1932,1,1519,0.73606,17.3151,14.789422,17.3366,0.088556,100.0,0.008648624,0.0631,79.2053879,-6.3488098,0.868571,t17_f5_c3,17.2622,0.0732,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59273.19269679999,1519192696115015002,2,1519192696115,19.163,1,1519,0.344348,14.7519,13.005475,14.7475,0.033153,100.0,0.0066367113,0.0084,79.2054965,-6.3487747,0.795714,t17_f5_c3,14.7191,0.0094,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59274.259455999825,1520259450615015010,2,1520259450615,18.41994,1,1520,1.6991922,15.36694,,15.3645,0.03370052,,,0.0138,79.2051656,-6.348992,0.57,t17_f5_c3,15.2569,0.0148,True,False,True,correction_0.0.1,0.0,0.72454524,407120206.0,ZTF21aamhuxb
ztf,59275.137280100025,1521137286115015009,1,1521137286115,19.5986,1,1521,0.579786,17.1043,14.766935,17.4564,0.06218,100.0,0.0072227884,0.0455,79.2054521,-6.3486893,0.8,t17_f5_c3,17.4445,0.0533,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59275.23645830015,1521236456115015003,2,1521236456115,18.9878,1,1521,0.370277,14.7329,13.001645,14.7995,0.027412,100.0,0.005564661,0.0084,79.2054888,-6.3487397,0.837143,t17_f5_c3,14.778,0.0094,False,True,False,correction_0.0.1,0.0,,,ZTF21aamhuxb
ztf,59276.189317100216,1522189310615015013,1,1522189310615,20.079626,1,1522,1.6399266,18.044945,,17.9712,0.17232046,,,0.0646,79.2051353,-6.3487825,0.5442857,t17_f5_c3,17.9682,0.0754,True,False,True,correction_0.0.1,0.0,0.02719218,407120106.0,ZTF21aamhuxb
ztf,61051.38190970011,3297381906115015013,1,3297381906115,18.884127,1,3297,1.7167817,17.473383,,17.9351,0.09840831,,,0.0949,79.2051069,-6.348772,0.4842857,t17_f5_c3,17.8353,0.1065,True,False,False,27.5.7a32.dev1,0.0,0.5216149,356120161.0,ZTF21aamhuxb
