tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,60368.545497700106,2614545492215015011,2,2614545492215,19.335623,1,2614,0.058668483,17.018679,15.168879,17.0288,0.08304091,0.0075585046,0.015113744,0.0457,296.6174897,-0.4373932,0.8957143,t17_f5_c3,0.9999314,16.9966,0.0558,1483120222,True,True,False,23.12.x,0.0,ZTF22aarsnew
ztf,60368.54596060002,2614545962215015003,2,2614545962215,19.37526,1,2614,0.38776395,17.143913,15.190622,17.0478,0.04810048,100.0,0.007958535,0.0468,296.617584,-0.4373877,0.95,t17_f5_c3,0.9999621,17.0415,0.0585,1483120222,True,True,False,23.12.x,0.0,ZTF22aarsnew
ztf,60368.54643520014,2614546432215015004,2,2614546432215,19.383972,1,2614,0.20638655,16.998058,15.165096,17.0053,0.04998484,100.0,0.009239607,0.0446,296.6174352,-0.4373521,0.9442857,t17_f5_c3,0.99954635,16.9945,0.0555,1483120222,True,True,False,23.12.x,0.0,ZTF22aarsnew
ztf,60369.54185190005,2615541852215015013,2,2615541852215,19.51802,1,2615,0.14359434,16.859991,15.138217,16.9033,0.06334312,0.0025242711,0.012971484,0.0349,296.6174714,-0.4373538,0.89,t17_f5_c3,0.99997675,16.9067,0.0437,1483120222,True,True,False,23.12.x,0.0,ZTF22aarsnew
ztf,60369.54232640006,2615542322215015015,2,2615542322215,19.594303,1,2615,0.11500475,16.809954,15.12778,16.8505,0.06912601,0.0075328043,0.014681559,0.0334,296.6174719,-0.4373639,0.81714284,t17_f5_c3,0.99911714,16.8497,0.0416,1483120222,True,True,False,23.12.x,0.0,ZTF22aarsnew
ztf,60369.54280090006,2615542802215015011,2,2615542802215,19.75842,1,2615,0.08118495,16.827202,15.131421,16.8715,0.06807432,0.0066325767,0.014278118,0.0323,296.6174537,-0.437377,0.7842857,t17_f5_c3,0.9986317,16.8768,0.0404,1483120222,True,True,False,23.12.x,0.0,ZTF22aarsnew
ztf,60724.55894679995,2970558942215010013,2,2970558942215,18.522104,-1,2970,0.19490577,17.250648,15.602064,17.471,0.061450567,100.0,0.01346146,0.1126,296.6174361,-0.4373597,0.7442857,t17_f5_c3,0.99469185,17.5241,0.1508,1483120222,True,True,False,26.0.1,0.0,ZTF22aarsnew
ztf,60724.55940969987,2970559402215010010,2,2970559402215,18.634537,-1,2970,0.24172671,17.284855,15.594712,17.3787,0.064801395,100.0,0.013662415,0.1078,296.6175339,-0.4374157,0.87285715,t17_f5_c3,0.99897575,17.509,0.1552,1483120222,True,True,False,26.0.1,0.0,ZTF22aarsnew
ztf,60727.54694439983,2973546942215015003,2,2973546942215,19.338284,1,2973,0.25392693,16.812698,15.128363,17.051,0.07841345,0.01082964,0.016620968,0.0415,296.6174701,-0.4373228,0.9014286,t17_f5_c3,0.99876225,17.0323,0.0509,1483120222,True,True,False,26.0.1,0.0,ZTF22aarsnew
ztf,60727.55101849977,2973551012215015008,2,2973551012215,19.37579,1,2973,0.21291462,16.91952,15.150144,16.9037,0.072064504,0.005832335,0.01412444,0.0368,296.6174903,-0.4374521,0.9057143,t17_f5_c3,0.9996563,16.8795,0.0449,1483120222,True,True,False,26.0.1,0.0,ZTF22aarsnew
ztf,60727.555081000086,2973555082215015004,2,2973555082215,19.14301,1,2973,0.42188075,16.937689,15.153682,16.8516,0.09069279,0.011874399,0.017537583,0.039,296.6173672,-0.4373445,0.6614286,t17_f5_c3,0.9976642,16.834,0.0482,1483120222,True,True,False,26.0.1,0.0,ZTF22aarsnew
ztf,61107.54105320014,3353541052215010017,2,3353541052215,18.624147,-1,3353,1.2031505,17.751562,15.517541,18.0958,0.121338226,100.0,0.01550205,0.1029,296.6176318,-0.4376944,0.45142856,t17_f5_c3,7.48e-06,18.2948,0.1563,1483120222,True,True,False,27.5.7a32.dev1,0.0,ZTF22aarsnew
