tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,60351.56424769992,2597564243715015008,2,2597564243715,18.668055,1,2597,1.3843006,15.884101,14.103792,15.7286,0.059242148,100.0,0.011494954,0.0188,286.5056655,-4.5282241,0.34571427,t17_f5_c3,0.9988705,15.6982,0.0226,1430120237,True,True,False,23.12.x,0.0,ZTF22abgdywy
ztf,60351.564722199924,2597564723715015007,2,2597564723715,18.696215,1,2597,0.13212872,15.948362,14.115967,15.7719,0.08914135,100.0,0.016486218,0.0206,286.5054167,-4.5278985,0.5257143,t17_f5_c3,0.9999957,15.7369,0.0248,1430120237,True,True,False,23.12.x,0.0,ZTF22abgdywy
ztf,60351.565196800046,2597565193715015053,2,2597565193715,18.59483,1,2597,0.48190168,15.180239,13.926845,15.6624,0.099665366,0.023772275,0.031418577,0.0201,286.5055144,-4.5280139,0.50714284,t17_f5_c3,0.3560137,15.6464,0.0246,1430120237,True,True,False,23.12.x,0.0,ZTF22abgdywy
ztf,60352.5634606001,2598563463715015006,2,2598563463715,18.48093,1,2598,0.43492952,15.702769,14.066158,15.6721,0.02388771,100.0,0.0052909087,0.0191,286.5055,-4.5278567,0.52428573,t17_f5_c3,0.9959421,15.642,0.0231,1430120237,True,True,False,23.12.x,0.0,ZTF22abgdywy
ztf,60352.5634606001,2598563463715015007,2,2598563463715,18.48093,1,2598,0.39942986,15.594411,14.041208,16.3261,0.05282895,100.0,0.012635461,0.0342,286.5054908,-4.5278613,0.44142857,t17_f5_c3,0.9959421,15.5396,0.0221,1430120237,True,True,False,23.12.x,0.0,ZTF22abgdywy
ztf,60353.56079859985,2599560793715015002,2,2599560793715,19.343006,1,2599,0.4319064,15.894634,14.105828,15.905,0.12739496,0.003835669,0.024526168,0.0186,286.5055228,-4.5279559,0.5957143,t17_f5_c3,0.9999996,15.8989,0.0226,1430120237,True,True,False,23.12.x,0.0,ZTF22abgdywy
ztf,60353.561273099855,2599561273715015003,2,2599561273715,19.24771,1,2599,0.3438573,15.9417,14.114732,16.3405,0.08467301,100.0,0.015738297,0.028,286.5055017,-4.5279342,0.54285717,t17_f5_c3,0.99999905,16.2387,0.0319,1430120237,True,True,False,23.12.x,0.0,ZTF22abgdywy
ztf,60353.561273099855,2599561273715015004,2,2599561273715,19.24771,1,2599,0.46398222,15.98658,14.122934,15.9767,0.023666056,100.0,0.0042527295,0.0208,286.5055161,-4.5278659,0.6514286,t17_f5_c3,0.9999883,15.9848,0.0257,1430120237,True,True,False,23.12.x,0.0,ZTF22abgdywy
ztf,60353.56173609989,2599561733715015002,2,2599561733715,19.281652,1,2599,0.36379498,15.970614,14.1200485,16.0069,0.072605595,100.0,0.013205158,0.0215,286.5055051,-4.527944,0.6157143,t17_f5_c3,0.9999993,15.9692,0.0255,1430120237,True,True,False,23.12.x,0.0,ZTF22abgdywy
ztf,61075.57446759986,3321574463715015001,2,3321574463715,17.796219,1,3321,0.6593329,15.822921,14.091648,15.948,0.065401085,100.0,0.013276267,0.047,286.5055905,-4.527922,0.5314286,t17_f5_c3,0.9996903,15.9604,0.0606,1430120237,True,True,False,27.5.7a32.dev1,0.0,ZTF22abgdywy
ztf,61075.57493059989,3321574933715015005,2,3321574933715,17.927284,1,3321,0.5655483,16.045872,14.133353,16.0318,0.04427583,100.0,0.007606053,0.0502,286.5054652,-4.5277864,0.60142857,t17_f5_c3,0.99999845,16.0512,0.0651,1430120237,True,True,False,27.5.7a32.dev1,0.0,ZTF22abgdywy
ztf,61081.5629166998,3327562913715015008,2,3327562913715,18.211178,1,3327,0.219173,15.39853,13.991043,15.6908,0.08486353,0.00799054,0.023212738,0.032,286.505421,-4.5278742,0.6957143,t17_f5_c3,0.9993844,15.7065,0.0407,1430120237,True,True,False,27.5.7a32.dev1,0.0,ZTF22abgdywy
ztf,61083.5612269002,3329561223715015004,2,3329561223715,19.309456,1,3329,0.5739037,15.784697,14.083779,15.8213,0.068153106,100.0,0.014227177,0.0167,286.5055443,-4.5280156,0.62285715,t17_f5_c3,0.99988085,15.8447,0.0207,1430120237,True,True,False,27.5.7a32.dev1,0.0,ZTF22abgdywy
ztf,61083.565798600204,3329565793715015005,2,3329565793715,19.137678,1,3329,0.47616833,15.885579,14.104078,15.8253,0.06725373,100.0,0.013035155,0.019,286.5054873,-4.5280363,0.6557143,t17_f5_c3,0.9999993,15.8385,0.0237,1430120237,True,True,False,27.5.7a32.dev1,0.0,ZTF22abgdywy
