tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,parent_candid,oid
ztf,59339.443449100014,1585443445815015002,2,1585443445815,20.4095,1,1585,0.896758,20.1363,19.83086,20.1562,0.228698,0.1703397,0.17261824,0.3005,286.3914628,7.3276849,0.565714,t17_f5_c3,19.9696,0.3244,False,True,True,correction_0.0.1,0.0,,,,ZTF19aaimnjn
ztf,59341.4440394002,1587444035815015004,2,1587444035815,20.0668,1,1587,1.2238,20.0425,19.759323,19.8471,0.251013,0.19160698,0.19338614,0.2371,286.3916458,7.3276456,0.404286,t17_f5_c3,19.9233,0.326,False,True,True,correction_0.0.1,0.0,,,,ZTF19aaimnjn
ztf,59344.41987269977,1590419875815015003,2,1590419875815,20.374266,1,1590,0.9754921,20.103388,19.805927,19.9708,0.1945441,0.14537762,0.14792234,0.256,286.3915455,7.3276547,0.67,t17_f5_c3,19.8775,0.301,True,True,True,correction_0.0.1,0.0,0.99996144,488120258.0,,ZTF19aaimnjn
ztf,59349.443449100014,1595443445815015003,2,1595443445815,20.6049,1,1595,1.00184,19.7935,19.562647,19.8448,0.149489,0.118866995,0.12085591,0.1889,286.3915339,7.3276722,0.811429,t17_f5_c3,20.0144,0.2822,False,True,False,correction_0.0.1,0.0,,,,ZTF19aaimnjn
ztf,59356.398888899945,1602398885815015002,2,1602398885815,20.121307,1,1602,0.84678465,19.691095,19.479124,19.7807,0.19400823,0.15831357,0.15959944,0.2759,286.3915142,7.3276376,0.74857146,t17_f5_c3,19.7321,0.3385,True,True,False,correction_0.0.1,0.0,0.99999475,488120258.0,,ZTF19aaimnjn
ztf,59359.39960649982,1605399605815015002,2,1605399605815,19.627354,1,1605,1.0864818,19.49636,19.316475,19.3296,0.20699088,0.17452109,0.17538694,0.2937,286.3914858,7.3277316,0.64,t17_f5_c3,19.2027,0.3358,True,True,False,correction_0.0.1,0.0,0.99971193,488120258.0,,ZTF19aaimnjn
ztf,59362.33364580013,1608333645815015003,2,1608333645815,19.438692,1,1608,0.58647496,19.24605,19.100845,19.1207,0.17734647,0.15448837,0.15514608,0.2885,286.3914763,7.3275719,0.7614286,t17_f5_c3,19.3016,0.4373,True,True,False,correction_0.0.1,0.0,0.99996686,488120258.0,,ZTF19aaimnjn
ztf,59366.39353010012,1612393535815015005,2,1612393535815,20.344553,1,1612,1.1037315,19.562883,19.372574,19.455,0.16935529,0.1409397,0.1421265,0.1761,286.3915092,7.3277263,0.72571427,t17_f5_c3,19.6619,0.2725,True,True,False,correction_0.0.1,0.0,0.9996781,488120258.0,,ZTF19aaimnjn
ztf,59368.415057899896,1614415055815015006,2,1614415055815,20.566664,1,1614,0.8314936,19.426865,19.257307,19.6351,0.121046185,0.10222444,0.10354475,0.164,286.3914993,7.3276389,0.8685714,t17_f5_c3,19.5203,0.1886,True,True,False,correction_0.0.1,0.0,0.9999368,488120258.0,,ZTF19aaimnjn
ztf,59373.386979199946,1619386975815015004,2,1619386975815,20.341103,1,1619,0.9620589,19.467127,19.291655,19.5653,0.11065069,0.09258808,0.09413807,0.1662,286.3915113,7.3276743,0.8657143,t17_f5_c3,19.6718,0.2345,True,True,False,correction_0.0.1,0.0,0.9999994,488120258.0,,ZTF19aaimnjn
ztf,59375.39900460001,1621399005815015005,2,1621399005815,20.446997,1,1621,0.9776777,19.506857,19.325363,19.227,0.16285335,0.13666195,0.13778408,0.1228,286.3915612,7.3276399,0.64428574,t17_f5_c3,19.1776,0.1499,True,True,False,correction_0.0.1,0.0,0.9997197,488120258.0,,ZTF19aaimnjn
ztf,59377.399386600126,1623399385815015005,2,1623399385815,20.64225,1,1623,0.99750805,19.530018,19.344927,19.6447,0.17835458,0.14933474,0.1503999,0.1598,286.3915337,7.3276728,0.67,t17_f5_c3,19.6088,0.1974,True,True,False,correction_0.0.1,0.0,0.9998879,488120258.0,,ZTF19aaimnjn
ztf,59379.37761570001,1625377615815015003,2,1625377615815,20.753475,1,1625,1.0363426,19.536987,19.3508,19.4748,0.13303152,0.110618204,0.1120675,0.1253,286.3915421,7.3276792,0.7757143,t17_f5_c3,19.2932,0.1353,True,True,False,correction_0.0.1,0.0,0.9997701,488120258.0,,ZTF19aaimnjn
ztf,59385.356955999974,1631356955815015008,2,1631356955815,19.971935,1,1631,1.0227201,19.373283,19.211311,19.7478,0.13883665,0.11854747,0.11959562,0.2859,286.3915116,7.3276967,0.81285715,t17_f5_c3,19.5447,0.3042,True,True,False,correction_0.0.1,0.0,0.9999905,488120258.0,,ZTF19aaimnjn
ztf,59387.42502309987,1633425025815015001,2,1633425025815,20.052197,1,1633,0.8764721,19.492144,19.3129,19.1825,0.15090288,0.12675662,0.12793833,0.1782,286.3915146,7.327645,0.6414286,t17_f5_c3,18.9386,0.1825,True,True,False,correction_0.0.1,0.0,0.99992526,488120258.0,,ZTF19aaimnjn
ztf,59393.41372689977,1639413725815015004,2,1639413725815,19.647102,1,1639,0.808824,19.416393,19.248343,19.8459,0.17589986,0.14978713,0.15067652,0.3933,286.3914601,7.3276563,0.76714283,t17_f5_c3,19.4585,0.3537,True,True,False,correction_0.0.1,0.0,0.99978006,488120258.0,,ZTF19aaimnjn
ztf,59397.37505789986,1643375055815015003,2,1643375055815,20.320442,1,1643,0.9151983,19.621893,19.421877,19.5194,0.18618518,0.15366745,0.15485984,0.181,286.3915267,7.3276469,0.6571429,t17_f5_c3,19.4226,0.212,True,True,False,correction_0.0.1,0.0,0.99893594,488120258.0,,ZTF19aaimnjn
ztf,59400.337800899986,1646337805815015004,2,1646337805815,20.560688,1,1646,0.916125,19.681149,19.470934,19.8085,0.14197996,0.11525412,0.11698799,0.1922,286.3915146,7.3276584,0.82285714,t17_f5_c3,19.6325,0.2091,True,True,False,correction_0.0.1,0.0,0.9999837,488120258.0,,ZTF19aaimnjn
ztf,59402.38400459988,1648384005815015004,2,1648384005815,20.212877,1,1648,0.8178746,19.613182,19.414627,19.3245,0.1836261,0.15174551,0.15293694,0.1525,286.391493,7.3276398,0.68,t17_f5_c3,19.35,0.1997,True,True,False,correction_0.0.1,0.0,0.9999045,488120258.0,,ZTF19aaimnjn
ztf,59408.31770829996,1654317705815015003,2,1654317705815,20.509792,1,1654,0.98231906,19.87046,19.624437,19.9046,0.163725,0.12846582,0.13052867,0.2378,286.3915007,7.32769,0.63714284,t17_f5_c3,20.15,0.3812,True,True,False,correction_0.0.1,0.0,0.9993655,488120258.0,,ZTF19aaimnjn
ztf,59412.362696799915,1658362695815015003,2,1658362695815,20.5165,1,1658,0.791433,19.9443,19.682894,19.9326,0.217926,0.16955018,0.17129587,0.2407,286.3914944,7.3276287,0.467143,t17_f5_c3,19.8393,0.283,False,True,False,correction_1.0.6,0.0,,,1.676234365815015e+18,ZTF19aaimnjn
ztf,59422.36236110004,1668362365815015003,2,1668362365815,20.0216,1,1668,0.764158,20.1143,19.814215,19.6366,0.324981,0.24496181,0.24650382,0.285,286.3914819,7.3276287,0.294286,t17_f5_c3,19.7875,0.4202,False,True,False,correction_1.0.6,0.0,,,1.676234365815015e+18,ZTF19aaimnjn
ztf,59425.33131940011,1671331315815015003,2,1671331315815,20.1978,1,1671,0.789342,20.1509,19.841862,19.8302,0.23472,0.17430468,0.17657736,0.2854,286.3915085,7.3276227,0.438571,t17_f5_c3,20.0728,0.4572,False,True,False,correction_1.0.6,0.0,,,1.676234365815015e+18,ZTF19aaimnjn
ztf,59428.339838000014,1674339835815015003,2,1674339835815,20.3912,1,1674,0.842576,20.3389,19.980171,20.6774,0.247996,0.17530863,0.17821884,0.5019,286.3915211,7.3276267,0.431429,t17_f5_c3,20.5317,0.5642,False,True,False,correction_1.0.6,0.0,,,1.676234365815015e+18,ZTF19aaimnjn
ztf,59430.23436339991,1676234365815015003,2,1676234365815,20.557089,1,1676,0.79512125,20.43159,20.045973,20.231,0.21649176,0.14789738,0.15177302,0.2854,286.3915245,7.3276039,0.4,t17_f5_c3,19.9806,0.2908,True,True,False,correction_1.0.6,0.0,0.9936291,488120258.0,,ZTF19aaimnjn
