tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,rbversion,oid
ztf,58247.392777800094,493392774415015068,1,493392774415,20.9994,1,493,0.466919,18.2039,15.2397785,18.0552,0.046289,100.0,0.0030187655,0.0382,290.2161916,27.2557064,0.49,17.8782,0.0421,False,True,False,bulk_1.0.0,0.0,5.2040005441501504e+17,,,,ZTF18aasnlwh
ztf,58252.44040510012,498440404415015063,1,498440404415,21.0905,1,498,0.244225,16.9376,15.093586,16.9615,0.015412,100.0,0.0028200308,0.0171,290.216042,27.2556399,0.573333,16.9314,0.0185,False,True,False,bulk_1.0.0,0.0,5.2040005441501504e+17,,,,ZTF18aasnlwh
ztf,58254.43759260001,500437594415015031,1,500437594415,20.8732,1,500,0.22365,17.218,15.139771,17.2428,0.01962,100.0,0.0028933939,0.0216,290.216059,27.2556447,0.576667,17.2971,0.0256,False,True,False,bulk_1.0.0,0.0,5.2040005441501504e+17,,,,ZTF18aasnlwh
ztf,58255.420856500044,501420854415015052,1,501420854415,20.7502,1,501,0.288586,16.7563,15.058069,16.7931,0.013852,100.0,0.0028988142,0.0161,290.216088,27.2556332,0.576667,16.7677,0.0178,False,True,False,bulk_1.0.0,0.0,5.2040005441501504e+17,,,,ZTF18aasnlwh
ztf,58258.478993100114,504478994415015022,1,504478994415,20.4787,1,504,0.263889,16.7838,15.063767,17.2779,0.015554,100.0,0.003190281,0.026,290.21605,27.2556332,0.443333,17.1304,0.0275,False,True,False,bulk_1.0.0,0.0,5.3240246441501504e+17,,,,ZTF18aasnlwh
ztf,58258.478993100114,504478994415015024,1,504478994415,20.4787,1,504,0.380454,16.8346,15.073995,16.7958,0.016037,100.0,0.0031686986,0.0176,290.2159795,27.2557978,0.453333,16.8029,0.0204,False,True,False,bulk_1.0.0,0.0,5.3240246441501504e+17,,,,ZTF18aasnlwh
ztf,58259.40152780013,505401524415015029,1,505401524415,18.9732,1,505,0.129193,16.5319,15.007118,16.5207,0.036127,100.0,0.008869911,0.0459,290.2160636,27.2556745,0.65,16.4546,0.0527,False,True,False,bulk_1.0.0,0.0,5.3240246441501504e+17,,,,ZTF18aasnlwh
ztf,58271.4624073999,517462404415015027,1,517462404415,19.863926,1,517,0.77602494,17.875996,15.215096,17.7343,0.048218034,100.0,0.0041576675,0.0556,290.215799,27.2557147,0.68,17.7507,0.0694,False,True,False,bulk_1.0.0,0.0,5.3240246441501504e+17,0.0,639120144.0,,ZTF18aasnlwh
ztf,58273.4605556,519460554415015036,1,519460554415,20.46176,1,519,0.33112037,17.377851,15.161917,17.4892,0.025347421,100.0,0.0032927573,0.0332,290.2159685,27.2556442,0.56666666,17.456,0.0377,False,True,False,bulk_1.0.0,0.0,5.3240246441501504e+17,0.0,639120144.0,,ZTF18aasnlwh
ztf,58274.40005790023,520400054415015047,1,520400054415,20.770548,1,520,0.2178695,17.29546,15.150853,17.3326,0.02199751,100.0,0.0030516232,0.0252,290.2160099,27.255655,0.71666664,17.3059,0.0283,False,True,False,bulk_1.0.0,0.0,5.3240246441501504e+17,0.0,639120144.0,,ZTF18aasnlwh
ztf,58277.372233800124,523372234415015038,1,523372234415,20.678352,1,523,0.22135004,16.968046,15.099094,17.0287,0.016904654,100.0,0.0030229113,0.0203,290.2160211,27.2556472,0.72333336,17.0233,0.023,False,True,False,bulk_1.0.0,0.0,5.3240246441501504e+17,0.0,639120144.0,,ZTF18aasnlwh
ztf,58282.39399310015,528393994415015077,1,528393994415,21.032564,1,528,0.2771701,16.419825,14.978512,16.5024,0.0106347175,100.0,0.0028196862,0.0126,290.2160195,27.2556309,0.62666667,16.4815,0.0135,False,True,False,bulk_1.0.0,0.0,5.5338019441501504e+17,0.0,639120144.0,,ZTF18aasnlwh
ztf,58283.40337960003,529403374415015038,1,529403374415,21.13682,1,529,0.23892137,16.44765,14.985821,16.5389,0.010158901,100.0,0.0026431053,0.012,290.216037,27.2556406,0.64666665,16.5112,0.0128,False,True,False,bulk_1.0.0,0.0,5.5338019441501504e+17,0.0,639120144.0,,ZTF18aasnlwh
ztf,58286.40246530017,532402464415015018,1,532402464415,20.725584,1,532,0.15013614,16.564625,15.015062,16.5964,0.011617196,100.0,0.0027878943,0.0134,290.2160536,27.2556661,0.71666664,16.5661,0.0147,False,True,False,bulk_1.0.0,0.0,5.5338019441501504e+17,0.0,639120144.0,,ZTF18aasnlwh
ztf,58288.3982406999,534398244415015047,1,534398244415,20.61756,1,534,0.32825947,16.59882,15.02317,16.6302,0.045167293,100.0,0.01058192,0.0144,290.2160078,27.2556214,0.67,16.5958,0.0158,False,True,False,bulk_1.0.0,0.0,5.5338019441501504e+17,0.0,639120144.0,,ZTF18aasnlwh
ztf,58291.437349500135,537437344415015045,1,537437344415,21.16492,1,537,0.28173426,16.63246,15.030959,16.7366,0.04958608,100.0,0.011343826,0.0142,290.2160056,27.2556362,0.58666664,16.7207,0.0153,False,True,False,bulk_1.0.0,0.0,5.5338019441501504e+17,0.0,639120144.0,,ZTF18aasnlwh
ztf,58292.437650499865,538437654415015053,1,538437654415,21.127039,1,538,0.32267967,16.709146,15.048031,16.79,0.044317823,100.0,0.009596927,0.0149,290.2159975,27.2556271,0.5833333,16.7718,0.016,False,True,False,bulk_1.0.0,0.0,5.5338019441501504e+17,0.0,639120144.0,,ZTF18aasnlwh
ztf,58293.42123840004,539421234415015060,1,539421234415,20.564966,1,539,0.26233545,16.801483,15.06737,16.8482,0.043671448,100.0,0.008842044,0.0176,290.2159859,27.2556496,0.5933333,16.8139,0.0197,False,True,False,bulk_1.0.0,0.0,5.5338019441501504e+17,0.0,639120144.0,,ZTF18aasnlwh
ztf,58294.44651619997,540446514415015125,1,540446514415,20.809113,1,540,0.35244387,16.821386,15.071371,16.8644,0.07082984,0.005973627,0.014132215,0.0168,290.215945,27.2556611,0.6166667,16.8137,0.0182,False,True,False,bulk_1.0.0,0.0,5.5338019441501504e+17,0.0,639120144.0,,ZTF18aasnlwh
ztf,58296.44728010008,542447284415015050,1,542447284415,19.804104,1,542,0.28052142,16.838036,15.074673,16.7952,0.0614714,100.0,0.012115127,0.0264,290.215971,27.2556605,0.6933333,16.7668,0.0317,False,True,False,bulk_1.0.0,0.0,5.5338019441501504e+17,0.0,639120144.0,,ZTF18aasnlwh
ztf,58297.457361099776,543457364415015045,1,543457364415,19.266039,1,543,0.4071386,16.857115,15.078406,16.9063,0.060443092,100.0,0.0117452815,0.0422,290.2159323,27.2556559,0.68333334,16.8769,0.0517,False,True,False,bulk_1.0.0,0.0,5.5338019441501504e+17,0.0,639120144.0,,ZTF18aasnlwh
ztf,58298.479039399885,544479034415015041,1,544479034415,18.923534,1,544,0.4073251,16.760557,15.058959,16.84,0.048538417,100.0,0.010126198,0.0447,290.2159352,27.2556537,0.89,16.8258,0.0557,False,True,False,bulk_1.0.0,0.0,5.5338019441501504e+17,0.0,639120144.0,,ZTF18aasnlwh
ztf,58299.44092589989,545440924415015052,1,545440924415,19.603394,1,545,0.42703238,16.84799,15.076628,16.7294,0.037162583,100.0,0.0072704433,0.0281,290.2159779,27.2558106,0.72,16.7575,0.0356,False,True,False,bulk_1.0.0,0.0,5.5338019441501504e+17,0.0,639120144.0,,ZTF18aasnlwh
ztf,58299.44092589989,545440924415015054,1,545440924415,19.603394,1,545,0.40829268,16.895185,15.085701,17.0629,0.09688961,0.012904144,0.018301358,0.038,290.2159981,27.255599,0.5966667,16.921,0.0415,False,True,False,bulk_1.0.0,0.0,5.5338019441501504e+17,0.0,639120144.0,,ZTF18aasnlwh
ztf,58300.33712959988,546337124415015025,2,546337124415,20.026642,1,546,0.045989726,15.584434,13.359285,15.5053,0.07045624,100.0,0.009075282,0.0106,290.216046,27.2557164,0.50333333,15.4861,0.0115,False,True,False,bulk_1.0.0,0.0,5.5338019441501504e+17,0.0,639120244.0,,ZTF18aasnlwh
ztf,58300.4475579001,546447554415015097,1,546447554415,20.152813,1,546,0.38003668,16.717909,15.049922,16.7276,0.06593414,0.006604071,0.014187823,0.0206,290.2159757,27.2556198,0.61,16.7015,0.024,False,True,False,bulk_1.0.0,0.0,5.5338019441501504e+17,0.0,639120144.0,,ZTF18aasnlwh
ztf,58301.35781250009,547357814415015013,2,547357814415,20.338137,1,547,0.1291802,15.775947,13.382139,16.0264,0.2021833,0.016380649,0.022295764,0.0146,290.2160407,27.255747,0.31666666,15.8552,0.0147,False,True,False,bulk_1.0.0,0.0,5.5338019441501504e+17,0.0,639120244.0,,ZTF18aasnlwh
ztf,58302.436122700106,548436124415015050,1,548436124415,20.211002,1,548,0.6005631,16.659107,15.036998,17.1038,0.07282371,0.010641544,0.01634666,0.0267,290.2161135,27.2555497,0.55333334,16.9509,0.0284,False,True,False,bulk_1.0.0,0.0,5.5338019441501504e+17,0.0,639120144.0,,ZTF18aasnlwh
ztf,58302.436122700106,548436124415015051,1,548436124415,20.211002,1,548,0.32181692,16.719059,15.05017,16.7154,0.025573617,100.0,0.0054984023,0.019,290.2160208,27.2557952,0.62,16.7359,0.0229,False,True,False,bulk_1.0.0,0.0,5.5338019441501504e+17,0.0,639120144.0,,ZTF18aasnlwh
ztf,58303.33747689985,549337474415015091,2,549337474415,20.794289,1,549,0.45456922,15.565977,13.356891,15.5153,0.089101695,100.0,0.0116479965,0.0092,290.2161034,27.2556012,0.47666666,15.4855,0.0094,False,True,False,bulk_1.0.0,0.0,5.5338019441501504e+17,0.0,639120244.0,,ZTF18aasnlwh
ztf,58303.40424769977,549404244415015129,1,549404244415,20.668737,1,549,0.34096774,16.712126,15.048676,16.7038,0.05197026,100.0,0.01122987,0.0159,290.2159737,27.2556332,0.5833333,16.6818,0.0178,False,True,False,bulk_1.0.0,0.0,5.5338019441501504e+17,0.0,639120144.0,,ZTF18aasnlwh
ztf,58304.31730319979,550317304415015015,2,550317304415,20.784922,1,550,0.28222442,15.579576,13.358659,15.6202,0.0151424995,100.0,0.0019580813,0.0099,290.2159961,27.2556422,0.48333332,15.6161,0.0103,False,True,False,bulk_1.0.0,0.0,5.5338019441501504e+17,0.0,639120244.0,,ZTF18aasnlwh
