tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,parent_candid,oid
ztf,59250.55228010006,1496552281615015012,2,1496552281615,19.2956,1,1496,2.09674,18.5556,17.954,0.189714,0.0829,297.0891326,25.7896003,0.322857,t17_f5_c3,17.9154,0.099,False,False,False,correction_0.0.1,0.0,,,,,,,ZTF20aaksogj
ztf,59267.53996529989,1513539962915010039,2,1513539962915,19.566114,-1,1513,0.9818192,17.701672,18.2886,0.11115639,0.0994,297.0891493,25.7899996,0.48714286,t17_f5_c3,18.2167,0.1141,True,True,True,correction_0.0.1,0.0,14.911051,100.0,0.008505228,0.02867132,640120229.0,,ZTF20aaksogj
ztf,59267.5459143999,1513545912915010053,2,1513545912915,19.601696,-1,1513,1.146026,17.381266,17.912,0.12892747,0.0695,297.0890794,25.7901514,0.50142854,t17_f5_c3,17.7361,0.0726,True,True,True,correction_0.0.1,0.0,14.939949,100.0,0.013608767,0.04547805,640120229.0,,ZTF20aaksogj
ztf,59400.34063659981,1646340631615010018,2,1646340631615,20.7029,-1,1646,0.406391,16.8881,17.0525,0.126441,0.0217,297.08953,25.7900156,0.517143,t17_f5_c3,17.0519,0.025,False,True,True,correction_1.0.6,0.0,15.043322,0.013278949,0.023119414,,,1.676299601615015e+18,ZTF20aaksogj
ztf,59402.38542820001,1648385421615010020,2,1648385421615,20.0074,-1,1648,0.004757,16.9738,17.286,0.091932,0.0333,297.0894611,25.7901116,0.71,t17_f5_c3,17.2286,0.0382,False,True,True,correction_1.0.6,0.0,15.0283575,100.0,0.015321086,,,1.676299601615015e+18,ZTF20aaksogj
ztf,59415.38253469998,1661382531615075009,2,1661382531615,20.5588,1,1661,1.07552,17.7793,17.6606,0.154681,0.0433,297.0891654,25.7899657,0.491429,t17_f5_c3,17.7014,0.0517,False,True,True,correction_1.0.6,0.0,14.789545,100.0,0.009852231,,,1.676299601615015e+18,ZTF20aaksogj
ztf,59422.38920139987,1668389202915015005,2,1668389202915,20.126,1,1668,0.284718,16.937,16.9911,0.035745,0.0292,297.0893985,25.790029,0.697143,t17_f5_c3,17.0413,0.0377,False,True,True,correction_1.0.6,0.0,14.685175,100.0,0.00449247,,,1.676299601615015e+18,ZTF20aaksogj
ztf,59422.38920139987,1668389202915015006,2,1668389202915,20.126,1,1668,0.23409,16.937,16.8069,0.035745,0.0252,297.0893997,25.7900443,0.715714,t17_f5_c3,16.8441,0.0313,False,True,True,correction_1.0.6,0.0,14.685175,100.0,0.00449247,,,1.676299601615015e+18,ZTF20aaksogj
ztf,59422.38920139987,1668389202915015007,2,1668389202915,20.126,1,1668,0.365245,16.8307,17.049,0.079968,0.0339,297.0894128,25.7900017,0.674286,t17_f5_c3,17.0327,0.039,False,True,True,correction_1.0.6,0.0,14.671229,100.0,0.010942786,,,1.676299601615015e+18,ZTF20aaksogj
ztf,59424.22886569984,1670228862915015013,2,1670228862915,20.5857,1,1670,0.197924,16.6616,16.6702,0.117251,0.018,297.0893982,25.790058,0.56,t17_f5_c3,16.7248,0.0215,False,True,True,correction_1.0.6,0.0,14.646475,100.0,0.018325945,,,1.676299601615015e+18,ZTF20aaksogj
ztf,59424.269571799785,1670269572915015006,1,1670269572915,20.6099,1,1670,0.382047,19.7302,19.6852,0.122259,0.1793,297.08937,25.7900537,0.87,t17_f5_c3,19.8066,0.2532,False,True,False,correction_1.0.6,0.0,17.762463,0.014004094,0.01996118,,,1.676299601615015e+18,ZTF20aaksogj
ztf,59425.361192100216,1671361191615015009,1,1671361191615,20.3254,1,1671,0.660526,19.67,19.8626,0.139758,0.2626,297.0892845,25.7900716,0.887143,t17_f5_c3,19.9416,0.3586,False,True,False,correction_1.0.6,0.0,17.741617,0.015027448,0.023660466,,,1.676299601615015e+18,ZTF20aaksogj
ztf,59426.338402799796,1672338402915015012,1,1672338402915,20.5521,1,1672,0.302619,19.5245,19.387,0.147368,0.1441,297.089396,25.7900568,0.835714,t17_f5_c3,19.6696,0.2357,False,True,False,correction_1.0.6,0.0,17.726103,0.02452781,0.028121864,,,1.676299601615015e+18,ZTF20aaksogj
ztf,59428.25291670021,1674252911615015004,1,1674252911615,20.7858,1,1674,0.51913,19.9733,19.8578,0.277549,0.1779,297.0893214,25.7900953,0.805714,t17_f5_c3,19.7719,0.2064,False,True,False,correction_1.0.6,0.0,17.787367,0.031787816,0.037065156,,,1.676299601615015e+18,ZTF20aaksogj
ztf,59428.25339120021,1674253392915015015,1,1674253392915,20.6917,1,1674,0.292032,19.7995,19.7519,0.129583,0.1701,297.0893883,25.7900726,0.807143,t17_f5_c3,19.7724,0.2181,False,True,False,correction_1.0.6,0.0,17.77348,0.013984572,0.020051192,,,1.676299601615015e+18,ZTF20aaksogj
ztf,59428.34179400001,1674341791615015015,2,1674341791615,20.7295,1,1674,0.504774,16.7757,16.7483,0.084524,0.0182,297.08933,25.7900304,0.778571,t17_f5_c3,16.7617,0.0207,False,True,True,correction_1.0.6,0.0,14.689197,100.0,0.012370264,,,1.676299601615015e+18,ZTF20aaksogj
