tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,parent_candid,oid
ztf,59265.54214120004,1511542140315015006,2,1511542140315,19.0424,1,1511,1.65424,18.2305,18.565,0.19009,0.1545,317.4368422,30.1861881,0.317143,t17_f5_c3,18.6361,0.2053,False,False,False,correction_0.0.1,0.0,,,,,,,ZTF21aansoha
ztf,59267.55137730017,1513551370315015000,2,1513551370315,19.1556,1,1513,1.28748,18.4904,18.5257,0.198617,0.1596,317.4366005,30.186473,0.534286,t17_f5_c3,18.5492,0.2042,False,True,True,correction_0.0.1,0.0,15.572481,100.0,0.013516015,,,,ZTF21aansoha
ztf,59268.54952549981,1514549520315015000,2,1514549520315,19.5182,1,1514,0.689653,18.4397,19.0057,0.469904,0.2221,317.4370598,30.1864607,0.257143,t17_f5_c3,19.1991,0.329,False,True,True,correction_0.0.1,0.0,15.568954,0.026414635,0.0333973,,,,ZTF21aansoha
ztf,59274.53940969985,1520539400315015002,2,1520539400315,18.44895,1,1520,1.5330601,17.72025,18.3056,0.16972797,0.1799,317.4372844,30.1863023,0.46714285,t17_f5_c3,18.2703,0.2209,True,False,False,correction_0.0.1,0.0,,,,0.73335546,688120203.0,,ZTF21aansoha
ztf,59275.533993099816,1521533990315015005,2,1521533990315,19.0089,1,1521,0.216662,18.4694,18.8218,0.201532,0.2547,317.4369202,30.1865988,0.67,t17_f5_c3,18.6828,0.2832,False,True,True,correction_0.0.1,0.0,15.571039,100.0,0.013963666,,,,ZTF21aansoha
ztf,59275.53987269988,1521539870315015004,2,1521539870315,19.011538,1,1521,0.5582826,18.072113,18.421,0.1498214,0.1728,317.4370703,30.1865071,0.7228571,t17_f5_c3,18.4773,0.2297,True,True,True,correction_0.0.1,0.0,15.538299,100.0,0.014522722,0.99866796,688120203.0,,ZTF21aansoha
ztf,59337.46840280015,1583468400315015004,2,1583468400315,19.7271,1,1583,0.697765,18.6271,18.6649,0.11926,0.1391,317.4368487,30.1864767,0.801429,t17_f5_c3,18.7097,0.1782,False,True,True,correction_0.0.1,0.0,15.581257,100.0,0.007213692,,,,ZTF21aansoha
ztf,59367.39327549981,1613393270315015004,2,1613393270315,20.088768,1,1613,0.8722729,18.46228,18.5125,0.16104841,0.1034,317.4372579,30.1866513,0.44142857,t17_f5_c3,18.4776,0.1212,True,True,True,correction_0.0.1,0.0,15.570543,100.0,0.011226946,0.3002693,688120203.0,,ZTF21aansoha
ztf,59636.53591440013,1882535910315015008,2,1882535910315,18.8347,1,1882,1.41314,18.2337,18.3991,0.192477,0.1303,317.436649,30.1863574,0.398571,t17_f5_c3,18.3884,0.1611,False,False,False,correction_1.0.6,0.0,,,,,,1.884536970315015e+18,ZTF21aansoha
ztf,59636.541134300176,1882541130315015003,2,1882541130315,19.017511,1,1882,1.3450165,17.932777,18.2397,0.20121242,0.113,317.4372175,30.1863255,0.49,t17_f5_c3,18.1591,0.1307,True,True,True,correction_1.0.6,0.0,15.523982,0.0097205285,0.021884501,0.8689835,688120203.0,,ZTF21aansoha
ztf,59636.54372690013,1882543720315015010,2,1882543720315,19.1275,1,1882,0.704028,17.8765,18.2404,0.125244,0.1141,317.4367447,30.1866172,0.712857,t17_f5_c3,18.2345,0.1412,False,True,True,correction_1.0.6,0.0,15.517718,100.0,0.014264111,,,1.884536970315015e+18,ZTF21aansoha
