tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,59496.459629599936,1742459625415015009,2,1742459625415,19.825708,1,1742,2.2014365,18.329317,18.2139,0.07867921,0.089,83.3423581,-21.951833,0.9285714,t17_f5_c3,0.99990547,18.2192,0.115,256120254,True,False,False,correction_1.0.6,0.0,ZTF21aceztiz
ztf,59500.45932869986,1746459325415015002,1,1746459325415,19.687294,1,1746,5.839491,17.530499,17.5168,0.06438343,0.0408,83.3424082,-21.9518271,0.68285716,t17_f5_c3,0.9999999,17.4603,0.0493,256120154,True,False,False,correction_1.0.6,0.0,ZTF21aceztiz
ztf,59500.48282410018,1746482825415015009,2,1746482825415,19.772041,1,1746,2.4252014,18.407036,18.4014,0.099613294,0.1037,83.3424265,-21.9518476,0.8042857,t17_f5_c3,0.99990714,18.5099,0.1473,256120254,True,False,False,correction_1.0.6,0.0,ZTF21aceztiz
ztf,59504.43898149999,1750438985415015003,1,1750438985415,19.766811,1,1750,5.751131,17.533875,17.5205,0.059458174,0.0494,83.3423778,-21.95183,0.89857143,t17_f5_c3,0.99999976,17.5179,0.0628,256120154,True,False,False,correction_1.0.6,0.0,ZTF21aceztiz
ztf,59511.50444439985,1757504445415015002,2,1757504445415,19.116997,1,1757,2.3478498,18.837105,18.5993,0.14367005,0.2327,83.3424012,-21.9518405,0.70428574,t17_f5_c3,0.9992465,18.763,0.3479,256120254,True,False,False,correction_1.0.6,0.0,ZTF21aceztiz
ztf,59518.443368100096,1764443365415015013,1,1764443365415,20.317467,1,1764,5.8079987,17.729189,17.7464,0.059327547,0.0389,83.3423922,-21.9518345,0.9028571,t17_f5_c3,0.99997616,17.7378,0.0489,256120154,True,False,False,correction_1.0.6,0.0,ZTF21aceztiz
ztf,59518.48153939983,1764481535415015011,2,1764481535415,20.059662,1,1764,2.2711086,18.847351,18.8498,0.092089616,0.1359,83.3423821,-21.9518305,0.9257143,t17_f5_c3,0.99999857,18.863,0.1774,256120254,True,False,False,correction_1.0.6,0.0,ZTF21aceztiz
ztf,59523.44420140004,1769444205415015011,1,1769444205415,20.209032,1,1769,5.774764,17.819695,17.8407,0.07907209,0.0464,83.3423821,-21.9518346,0.85571426,t17_f5_c3,0.9999962,17.8541,0.0598,256120154,True,False,False,correction_1.0.6,0.0,ZTF21aceztiz
ztf,59524.503321799915,1770503325415015011,1,1770503325415,20.251974,1,1770,5.7793636,17.800974,17.7757,0.05960644,0.0434,83.3423896,-21.9518241,0.92285717,t17_f5_c3,0.99999917,17.7966,0.0562,256120154,True,False,False,correction_1.0.6,0.0,ZTF21aceztiz
ztf,59525.46172450017,1771461725415015008,1,1771461725415,20.48124,1,1771,5.792036,17.824661,17.8269,0.048383377,0.0382,83.3423859,-21.9518409,0.89285713,t17_f5_c3,0.99999607,17.7976,0.0471,256120154,True,False,False,correction_1.0.6,0.0,ZTF21aceztiz
