tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,59622.3915856001,1868391580915015000,1,1868391580915,19.745962,1,1868,3.2834315,17.43782,17.4196,0.062819466,0.0403,141.7747523,24.107473,0.93,t17_f5_c3,0.99998224,17.4032,0.0504,619120109,True,False,False,correction_1.0.6,0.0,ZTF22aaabzju
ztf,59624.243483799975,1870243480915015000,1,1870243480915,19.551245,1,1870,3.2369304,17.475004,17.3588,0.04828792,0.0537,141.7747422,24.107465,0.9142857,t17_f5_c3,0.9999998,17.3347,0.0671,619120109,True,False,False,correction_1.0.6,0.0,ZTF22aaabzju
ztf,59624.367337999865,1870367330915015000,2,1870367330915,19.533247,1,1870,3.732643,17.346619,17.3772,0.05366021,0.0548,141.7747397,24.107461,0.94142854,t17_f5_c3,0.99999106,17.4251,0.0731,619120209,True,False,False,correction_1.0.6,0.0,ZTF22aaabzju
ztf,59627.44376160018,1873443760915015000,1,1873443760915,18.186583,1,1873,3.502076,17.586178,17.8783,0.14326575,0.1477,141.7748343,24.1074061,0.3557143,t17_f5_c3,0.8410233,17.8766,0.1892,619120109,True,False,False,correction_1.0.6,0.0,ZTF22aaabzju
ztf,59627.52075230004,1873520750915015000,2,1873520750915,17.943266,1,1873,3.7238047,17.531555,17.7817,0.14843911,0.1464,141.7747373,24.1074558,0.39285713,t17_f5_c3,0.9330944,17.9382,0.2172,619120209,True,False,False,correction_1.0.6,0.0,ZTF22aaabzju
ztf,59630.1963657001,1876196360915015001,1,1876196360915,19.612343,1,1876,3.2345493,17.632381,17.5681,0.07081925,0.0656,141.7747399,24.107459,0.9257143,t17_f5_c3,0.9999999,17.6088,0.0864,619120109,True,False,False,correction_1.0.6,0.0,ZTF22aaabzju
ztf,59638.33046300011,1884330460915015000,2,1884330460915,20.208647,1,1884,3.8109388,17.662136,17.6312,0.04283085,0.0332,141.7747619,24.107446,0.94714284,t17_f5_c3,0.9999989,17.5929,0.0402,619120209,True,False,False,correction_1.0.6,0.0,ZTF22aaabzju
ztf,59638.36027779989,1884360270915015000,1,1884360270915,18.843225,1,1884,3.4104607,17.791777,17.7371,0.119446345,0.0989,141.7747826,24.1074188,0.69285715,t17_f5_c3,0.99983513,17.6066,0.1121,619120109,True,False,False,correction_1.0.6,0.0,ZTF22aaabzju
ztf,59640.270370400045,1886270370915015000,2,1886270370915,20.6282,1,1886,3.7298687,17.684685,17.7241,0.04591275,0.0307,141.7747389,24.1074619,0.94142854,t17_f5_c3,0.99999446,17.69,0.037,619120209,True,False,False,correction_1.0.6,0.0,ZTF22aaabzju
ztf,59640.34770830022,1886347700915015000,1,1886347700915,20.600393,1,1886,3.2964878,17.939198,17.9057,0.06216731,0.0329,141.774753,24.1074575,0.9442857,t17_f5_c3,0.9999999,17.9004,0.0408,619120109,True,False,False,correction_1.0.6,0.0,ZTF22aaabzju
ztf,59671.28263889998,1917282630915015001,1,1917282630915,20.695484,1,1917,3.15088,19.638868,19.6969,0.12594041,0.1547,141.7747164,24.1074663,0.8314286,t17_f5_c3,0.99998796,19.4997,0.1647,619120109,True,False,False,correction_1.0.6,0.0,ZTF22aaabzju
ztf,59671.327395800035,1917327390915015000,2,1917327390915,20.40908,1,1917,3.7600875,18.958387,18.9151,0.09327869,0.1001,141.7747515,24.1074916,0.9285714,t17_f5_c3,0.999987,18.9547,0.1323,619120209,True,False,False,correction_1.0.6,0.0,ZTF22aaabzju
ztf,59674.30778940022,1920307780915015001,2,1920307780915,20.390348,1,1920,3.7351565,19.151745,19.3188,0.087639056,0.1553,141.7747428,24.1074804,0.91571426,t17_f5_c3,0.9999933,19.4903,0.2321,619120209,True,False,False,correction_1.0.6,0.0,ZTF22aaabzju
ztf,59674.36488430016,1920364880915015001,1,1920364880915,19.95278,1,1920,3.3973236,19.697884,19.7909,0.16844703,0.283,141.7747814,24.1074155,0.76714283,t17_f5_c3,0.99817824,19.8312,0.3765,619120109,True,False,False,correction_1.0.6,0.0,ZTF22aaabzju
ztf,59676.22460650001,1922224600915015000,1,1922224600915,20.12521,1,1922,3.5171986,20.023098,19.7916,0.20131874,0.2245,141.774821,24.10745,0.32714286,t17_f5_c3,0.9546629,19.8532,0.3041,619120109,True,False,False,correction_1.0.6,0.0,ZTF22aaabzju
ztf,59678.21643520007,1924216430915015000,2,1924216430915,20.134008,1,1924,3.5586274,19.442204,19.296,0.14585966,0.1979,141.7746896,24.1074981,0.8142857,t17_f5_c3,0.999457,19.3743,0.2723,619120209,True,False,False,correction_1.0.6,0.0,ZTF22aaabzju
