tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,60351.56280090008,2597562804115015003,2,2597562804115,19.128262,1,2597,0.38476044,16.876665,15.795393,16.8706,0.046432488,0.009155616,0.017151933,0.0401,296.2464443,17.101727,0.6357143,t17_f5_c3,0.99999976,16.88,0.0514,1587120241,True,True,False,23.12.x,0.0,ZTF20acksglx
ztf,60351.56373840012,2597563734115015003,2,2597563734115,19.127993,1,2597,0.37025347,16.791508,15.763153,16.8917,0.061881743,0.019436844,0.024000522,0.0435,296.2463779,17.1016755,0.7228571,t17_f5_c3,0.99984163,16.9083,0.0562,1587120241,True,True,False,23.12.x,0.0,ZTF20acksglx
ztf,60353.56225690013,2599562254115015002,2,2599562254115,19.386045,1,2599,0.4092713,16.996347,15.838081,17.0054,0.060453508,0.014323758,0.020802485,0.0439,296.2464571,17.1017376,0.76428574,t17_f5_c3,1.0,17.0397,0.0575,1587120241,True,True,False,23.12.x,0.0,ZTF20acksglx
ztf,60353.56271990016,2599562714115015001,2,2599562714115,19.535673,1,2599,0.38637343,17.089172,15.869136,17.0267,0.046790864,100.0,0.015210607,0.0414,296.2464278,17.101699,0.83,t17_f5_c3,1.0,16.9982,0.0511,1587120241,True,True,False,23.12.x,0.0,ZTF20acksglx
ztf,60353.563194400165,2599563194115015000,2,2599563194115,19.41808,1,2599,0.5180823,17.056236,15.858319,17.0005,0.041063074,100.0,0.013623374,0.0442,296.246483,17.1017077,0.81714284,t17_f5_c3,0.9999999,16.945,0.0533,1587120241,True,True,False,23.12.x,0.0,ZTF20acksglx
ztf,60368.53846060019,2614538464115010004,2,2614538464115,19.675098,-1,2614,0.52867234,18.329874,16.477087,18.9662,0.20272107,0.024806954,0.036794607,0.2113,296.2462056,17.1018454,0.41285715,t17_f5_c3,0.8932966,19.0387,0.288,1587120241,True,True,False,23.12.x,0.0,ZTF20acksglx
ztf,60707.57481480017,2953574814115015003,2,2953574814115,18.285414,1,2953,0.38490456,16.182062,15.4849615,16.1911,0.033145007,0.013618003,0.017441267,0.0434,296.2464221,17.1016982,0.5542857,t17_f5_c3,1.0,16.1586,0.0539,1587120241,True,True,False,26.0.1,0.0,ZTF20acksglx
ztf,60709.5682639,2955568264115015025,2,2955568264115,18.449236,1,2955,0.2818966,15.872203,15.310979,15.9735,0.048650905,0.027488196,0.029013572,0.0307,296.24638,17.101704,0.6142857,t17_f5_c3,0.99947155,15.9711,0.039,1587120241,True,True,False,26.0.1,0.0,ZTF20acksglx
ztf,60709.569213000126,2955569214115015005,2,2955569214115,18.615498,1,2955,0.2679673,15.857396,15.302124,15.9009,0.033054333,0.017551899,0.019820727,0.0312,296.2464018,17.1017245,0.7771429,t17_f5_c3,0.99999964,15.8921,0.0395,1587120241,True,True,False,26.0.1,0.0,ZTF20acksglx
ztf,60710.5676851999,2956567684115015009,2,2956567684115,19.232489,1,2956,0.3117997,15.919108,15.338707,16.0021,0.039398525,0.021028273,0.023084436,0.0187,296.2463945,17.1017019,0.7285714,t17_f5_c3,0.9988495,16.0028,0.0236,1587120241,True,True,False,26.0.1,0.0,ZTF20acksglx
ztf,60724.546076400205,2970546074115015003,2,2970546074115,19.192266,1,2970,0.22508857,14.977795,14.695467,15.0091,0.025615158,0.01903484,0.019749943,0.0084,296.2463758,17.1017187,0.73,t17_f5_c3,0.9999999,14.9936,0.0102,1587120241,True,True,False,26.0.1,0.0,ZTF20acksglx
ztf,60724.54896989977,2970548964115015005,2,2970548964115,19.196918,1,2970,0.16559461,14.98718,14.702696,15.0183,0.029891659,0.022382196,0.023001513,0.0085,296.2463573,17.10173,0.74142855,t17_f5_c3,0.9998512,15.0116,0.0104,1587120241,True,True,False,26.0.1,0.0,ZTF20acksglx
