tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,oid
ztf,59712.471597199794,1958471591415015008,2,1958471591415,19.842737,1,1958,3.7798839,19.051998,19.1452,0.12250193,0.2169,357.7129878,44.1343233,0.8057143,t17_f5_c3,0.98806286,19.2653,0.307,736120214.0,True,False,False,correction_1.0.6,0.0,,ZTF22aajxbkq
ztf,59712.473564799875,1958473561415015013,2,1958473561415,19.930546,1,1958,3.8595693,19.041672,18.9807,0.11110653,0.1798,357.7129496,44.1343232,0.86,t17_f5_c3,0.99979043,19.1204,0.2586,736120214.0,True,False,False,correction_1.0.6,0.0,,ZTF22aajxbkq
ztf,59712.475544000044,1958475541415015014,2,1958475541415,19.87726,1,1958,4.0110054,19.130167,19.1803,0.12652788,0.2153,357.712892,44.1343274,0.73571426,t17_f5_c3,0.99821484,18.9552,0.2222,736120214.0,True,False,False,correction_1.0.6,0.0,,ZTF22aajxbkq
ztf,59712.477511600126,1958477511415015010,2,1958477511415,19.761168,1,1958,3.588427,19.159231,19.4853,0.12300463,0.2877,357.7130595,44.1343159,0.75,t17_f5_c3,0.99629414,19.7511,0.4659,736120214.0,True,False,False,correction_1.0.6,0.0,,ZTF22aajxbkq
ztf,59712.47949070018,1958479491415015018,2,1958479491415,19.845287,1,1958,3.8165054,19.17358,19.5533,0.1563478,0.3058,357.7129573,44.1342984,0.6585714,t17_f5_c3,0.9700022,19.7725,0.4746,736120214.0,True,False,False,correction_1.0.6,0.0,,ZTF22aajxbkq
ztf,59713.4704167,1959470411415015007,2,1959470411415,19.446564,1,1959,3.8640862,19.042894,19.5695,0.14074498,0.4616,357.7129398,44.134301,0.6742857,t17_f5_c3,0.99998,19.5769,0.5938,736120214.0,True,False,False,correction_1.0.6,0.0,,ZTF22aajxbkq
ztf,59713.47241900023,1959472411415015042,2,1959472411415,19.3095,1,1959,3.78768,19.2024,18.607,0.161293,0.2175,357.7129726,44.1343121,0.502857,t17_f5_c3,,18.7475,0.3163,,False,False,False,correction_1.0.6,0.0,1.959474421415015e+18,ZTF22aajxbkq
ztf,59713.474421299994,1959474421415015007,2,1959474421415,19.544437,1,1959,3.8915713,18.887936,18.8008,0.106289275,0.2029,357.7129396,44.1343277,0.7771429,t17_f5_c3,0.99787235,19.011,0.3138,736120214.0,True,False,False,correction_1.0.6,0.0,,ZTF22aajxbkq
ztf,59713.47642360022,1959476421415015009,2,1959476421415,19.581638,1,1959,3.8906145,19.10526,18.9096,0.19727813,0.2187,357.712934,44.1343272,0.55857146,t17_f5_c3,0.98891526,18.5319,0.1973,736120214.0,True,False,False,correction_1.0.6,0.0,,ZTF22aajxbkq
ztf,59713.478425899986,1959478421415015006,2,1959478421415,19.621931,1,1959,3.8541446,19.025583,18.8533,0.14755553,0.2085,357.7129582,44.1343311,0.64428574,t17_f5_c3,0.9838033,19.077,0.3265,736120214.0,True,False,False,correction_1.0.6,0.0,,ZTF22aajxbkq
