tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,58511.16793979984,757167930715015001,1,757167930715,19.169989,1,757,1.8689902,16.75489,17.0151,0.104469664,0.0429,109.1972676,-19.919838,0.3642857,t15_f5_c3,0.0,17.0464,0.05,309120107.0,True,False,False,bulk_1.0.0,0.0,0.0,,,,ZTF19aaezkrn
ztf,59165.39575230004,1411395750715015000,1,1411395750715,20.4116,1,1411,0.506826,16.5961,16.4699,0.11403,0.0201,109.197271,-19.9194462,0.661429,t17_f5_c3,,16.4588,0.0211,,False,True,True,bulk_1.0.0,0.0,1.433454800715015e+18,13.843373,100.0,0.009035007,ZTF19aaezkrn
ztf,59167.50322919991,1413503220715015000,1,1413503220715,19.8961,1,1413,0.318779,16.5278,16.5405,0.038424,0.0211,109.1972384,-19.919322,0.811429,t17_f5_c3,,16.5237,0.0225,,False,True,True,bulk_1.0.0,0.0,1.433454800715015e+18,13.837802,100.0,0.0032255484,ZTF19aaezkrn
ztf,59176.38425929984,1422384250715015000,1,1422384250715,20.4998,1,1422,0.548724,16.9809,16.7636,0.123898,0.0255,109.1971802,-19.9193702,0.624286,t17_f5_c3,,16.7469,0.0265,,False,True,True,bulk_1.0.0,0.0,1.433454800715015e+18,13.869353,100.0,0.007054167,ZTF19aaezkrn
ztf,59187.45480319997,1433454800715015000,2,1433454800715,18.937523,1,1433,1.4844571,16.612421,16.6138,0.06885676,0.035,109.1972837,-19.9197303,0.50857145,t17_f5_c3,0.0004749,16.5961,0.0399,309120207.0,True,False,False,bulk_1.0.0,0.0,0.0,,,,ZTF19aaezkrn
ztf,59198.35644679982,1444356440715015000,1,1444356440715,20.2666,1,1444,0.298038,17.2066,16.7476,0.171237,0.0254,109.1972557,-19.9192714,0.5,t17_f5_c3,,16.736,0.0271,,False,True,True,bulk_1.0.0,0.0,1.474272430715015e+18,13.881019,100.0,0.008005066,ZTF19aaezkrn
ztf,59200.49707179982,1446497070715015000,1,1446497070715,18.045,1,1446,0.536147,16.5668,16.6762,0.109197,0.0655,109.1971896,-19.9192523,0.635714,t17_f5_c3,,16.721,0.0834,,False,True,True,bulk_1.0.0,0.0,1.474272430715015e+18,13.8410225,100.0,0.008869519,ZTF19aaezkrn
ztf,59215.302824100014,1461302820715015000,2,1461302820715,18.2215,1,1461,0.523275,16.5065,16.4446,0.123634,0.0424,109.1972003,-19.9192389,0.505714,t17_f5_c3,,16.3636,0.0475,,False,True,True,bulk_1.0.0,0.0,1.474272430715015e+18,13.371739,100.0,0.006890229,ZTF19aaezkrn
ztf,59220.29068290023,1466290680715015000,2,1466290680715,19.668,1,1466,0.272559,16.8633,16.6948,0.112852,0.0325,109.1973228,-19.9192399,0.505714,t17_f5_c3,,16.6733,0.035,,False,True,True,bulk_1.0.0,0.0,1.474272430715015e+18,13.388821,100.0,0.004599573,ZTF19aaezkrn
ztf,59224.29399310006,1470293990715015000,2,1470293990715,19.599,1,1470,0.462526,16.0392,16.6698,0.122515,0.0319,109.1971959,-19.9193188,0.437143,t17_f5_c3,,16.6879,0.0355,,False,True,True,bulk_1.0.0,0.0,1.474272430715015e+18,13.339672,100.0,0.010194783,ZTF19aaezkrn
ztf,59228.27243060013,1474272430715015000,1,1474272430715,20.057331,1,1474,1.116425,17.050276,16.9908,0.12642866,0.0338,109.1970879,-19.9195269,0.4842857,t17_f5_c3,0.10768238,16.988,0.0371,309120107.0,True,True,True,bulk_1.0.0,0.0,0.0,13.873186,100.0,0.0067765685,ZTF19aaezkrn
ztf,59248.35422449978,1494354220715015000,1,1494354220715,19.5236,1,1494,1.1341,16.7896,16.6875,0.063975,0.0309,109.1969986,-19.9192666,0.734286,t17_f5_c3,,16.693,0.0359,,False,True,True,correction_0.0.1,0.0,,13.857508,100.0,0.0042970795,ZTF19aaezkrn
ztf,59252.25126159983,1498251260715015000,1,1498251260715,20.5338,1,1498,0.737951,16.8462,16.7819,0.062968,0.0251,109.1971544,-19.9194355,0.661429,t17_f5_c3,,16.7827,0.0266,,False,True,True,correction_0.0.1,0.0,,13.861218,100.0,0.0040283487,ZTF19aaezkrn
ztf,59254.22945600003,1500229450715015000,1,1500229450715,20.3623,1,1500,0.737274,16.9053,16.6645,0.123092,0.0253,109.1971406,-19.9194192,0.597143,t17_f5_c3,,16.6512,0.0266,,False,True,True,correction_0.0.1,0.0,,13.864904,100.0,0.0074829306,ZTF19aaezkrn
ztf,59263.25417819992,1509254170715015000,1,1509254170715,19.16851,1,1509,1.1792048,16.615206,16.6866,0.07462377,0.025,109.1971649,-19.9196054,0.5271429,t17_f5_c3,0.18983072,16.5983,0.026,309120107.0,True,True,True,correction_0.0.1,0.0,,13.844875,100.0,0.005817613,ZTF19aaezkrn
ztf,59503.47991900006,1749479910715015000,1,1749479910715,19.884365,1,1749,1.9485987,17.223507,16.8864,0.1349099,0.0321,109.1970431,-19.9197895,0.24285714,t17_f5_c3,0.62037283,16.8696,0.0347,309120107.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF19aaezkrn
ztf,59511.47508100001,1757475080715015000,1,1757475080715,18.8462,1,1757,0.621794,16.2813,16.3229,0.06314,0.0309,109.1971496,-19.9193346,0.738571,t17_f5_c3,,16.3055,0.0367,,False,True,True,correction_1.0.6,0.0,1.767459580715015e+18,13.814817,100.0,0.0065119574,ZTF19aaezkrn
ztf,59518.4462036998,1764446200715015000,1,1764446200715,20.318,1,1764,0.466061,16.6405,16.6879,0.07531,0.0239,109.1972,-19.9193593,0.7,t17_f5_c3,,16.6677,0.0252,,False,True,True,correction_1.0.6,0.0,1.767459580715015e+18,13.846826,100.0,0.0057462337,ZTF19aaezkrn
ztf,59521.459583300166,1767459580715015000,2,1767459580715,19.876673,1,1767,0.83611476,16.511305,16.2605,0.072348334,0.0209,109.1972673,-19.9195419,0.67142856,t17_f5_c3,0.12198514,16.2532,0.0225,309120207.0,True,True,True,correction_1.0.6,0.0,,13.372006,100.0,0.0040152194,ZTF19aaezkrn
ztf,59671.14906249987,1917149060715015000,2,1917149060715,20.23356,1,1917,0.9923568,15.839459,15.7944,0.021476278,0.0139,109.1972329,-19.9195777,0.52428573,t17_f5_c3,0.05312264,15.7991,0.0148,309120207.0,True,True,True,correction_1.0.6,0.0,,13.321575,100.0,0.0021125423,ZTF19aaezkrn
