tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,60193.37269680016,2439372690415015012,1,2439372690415,20.201109,1,2439,1.7991595,18.615196,18.5874,0.08567082,0.103,20.6487701,1.8914967,0.92,t17_f5_c3,0.9969308,18.7911,0.1508,449120104,True,False,False,1.2.0,0.0,,,,ZTF23abbdbsh
ztf,60195.36336810002,2441363360415015019,1,2441363360415,20.539793,1,2441,1.7856395,18.629717,18.653,0.07706666,0.0999,20.6487371,1.8915049,0.9257143,t17_f5_c3,0.9834682,18.7293,0.1276,449120104,True,False,False,1.2.1,0.0,,,,ZTF23abbdbsh
ztf,60198.33890049998,2444338900415015108,1,2444338900415,19.39884,1,2444,1.923641,18.69128,18.9087,0.1413009,0.2572,20.6486566,1.8914843,0.76857144,t17_f5_c3,0.98390806,19.0003,0.3456,449120104,True,False,False,1.2.1,0.0,,,,ZTF23abbdbsh
ztf,60201.468622699846,2447468620415015038,1,2447468620415,20.735237,1,2447,1.9539701,18.647133,18.5306,0.090031624,0.0763,20.6487588,1.891454,0.9057143,t17_f5_c3,0.9989058,18.5412,0.0896,449120104,True,False,False,1.2.1,0.0,,,,ZTF23abbdbsh
ztf,60203.362939800136,2449362930415015025,1,2449362930415,20.920918,1,2449,1.8761144,18.715557,18.769,0.0732321,0.0899,20.6487471,1.8914776,0.8971428,t17_f5_c3,0.98038805,18.7801,0.1041,449120104,True,False,False,1.2.1,0.0,,,,ZTF23abbdbsh
ztf,60205.33991899993,2451339910415015043,1,2451339910415,20.971422,1,2451,1.8178378,18.730745,18.6537,0.07125796,0.0803,20.6487319,1.8914966,0.91,t17_f5_c3,0.9968045,18.6589,0.093,449120104,True,False,False,1.2.1,0.0,,,,ZTF23abbdbsh
ztf,60207.401481499895,2453401480415015029,1,2453401480415,20.920813,1,2453,1.8684617,18.780762,18.9901,0.07190186,0.1087,20.6487864,1.8914758,0.9028571,t17_f5_c3,0.9740534,19.0767,0.1353,449120104,True,False,False,1.2.1,0.0,,,,ZTF23abbdbsh
ztf,60211.38513890002,2457385130415015026,1,2457385130415,20.671446,1,2457,1.9462968,18.808212,18.6358,0.091860555,0.0853,20.6487421,1.8914584,0.8428571,t17_f5_c3,0.9951028,18.5924,0.0959,449120104,True,False,False,1.2.1,0.0,,,,ZTF23abbdbsh
ztf,60213.3363541998,2459336350415015020,2,2459336350415,20.082855,1,2459,1.016255,18.63255,18.8347,0.079799145,0.1634,20.6487761,1.8914879,0.8657143,t17_f5_c3,0.99583226,18.8687,0.2051,449120204,True,True,False,1.2.1,0.0,16.8928,100.0,0.01607304,ZTF23abbdbsh
ztf,60213.36688659992,2459366880415015009,1,2459366880415,19.694628,1,2459,1.9600555,18.75363,18.6261,0.14846517,0.1323,20.6487581,1.8914524,0.89428574,t17_f5_c3,0.92914367,18.4844,0.1441,449120104,True,False,False,1.2.1,0.0,,,,ZTF23abbdbsh
ztf,60220.38314810023,2466383140415015016,1,2466383140415,19.518684,1,2466,1.9302993,18.890556,18.933,0.1197858,0.2001,20.648778,1.8914589,0.7814286,t17_f5_c3,0.9698999,19.0476,0.2783,449120104,True,False,False,1.2.1,0.0,,,,ZTF23abbdbsh
ztf,60222.423692100216,2468423690415015017,1,2468423690415,19.682404,1,2468,1.6309589,19.053095,18.8484,0.17286998,0.1479,20.6487213,1.8912452,0.61,t17_f5_c3,0.92438245,18.9052,0.1911,449120104,True,False,False,1.2.1,0.0,,,,ZTF23abbdbsh
ztf,60224.288935199846,2470288930415015035,1,2470288930415,20.53298,1,2470,1.9710236,19.188723,18.9796,0.10755523,0.1276,20.6487515,1.8914169,0.8242857,t17_f5_c3,0.9823698,18.9496,0.1464,449120104,True,False,False,1.2.1,0.0,,,,ZTF23abbdbsh
ztf,60227.24362270022,2473243620415015018,1,2473243620415,20.283049,1,2473,2.009872,19.092806,18.9258,0.09762242,0.1415,20.6487495,1.8914293,0.8142857,t17_f5_c3,0.99947286,19.0273,0.185,449120104,True,False,False,1.2.1,0.0,,,,ZTF23abbdbsh
ztf,60230.38577549998,2476385770415015035,1,2476385770415,20.31032,1,2476,1.8519303,19.087494,19.2758,0.096584514,0.1659,20.6487178,1.8914894,0.79285717,t17_f5_c3,0.9955639,19.4171,0.224,449120104,True,False,False,1.2.1,0.0,,,,ZTF23abbdbsh
ztf,60260.242303200066,2506242300415015028,1,2506242300415,20.3082,1,2506,1.8652517,19.30014,19.0227,0.13841565,0.1274,20.6487946,1.8914763,0.7614286,t17_f5_c3,0.9900157,19.0403,0.1528,449120104,True,False,False,1.2.1,0.0,,,,ZTF23abbdbsh
ztf,60268.14851849992,2514148510415015012,2,2514148510415,19.589987,1,2514,0.5203837,18.61684,18.9639,0.10971219,0.1715,20.6487893,1.8916291,0.7185714,t17_f5_c3,0.81171024,18.8714,0.1889,449120204,True,True,False,1.2.1,0.0,16.889616,100.0,0.022354519,ZTF23abbdbsh
ztf,60287.21753469994,2533217530415015012,1,2533217530415,20.27578,1,2533,1.800288,19.658066,19.7507,0.16364273,0.2566,20.6487985,1.8913924,0.87142855,t17_f5_c3,0.9615464,19.7824,0.314,449120104,True,False,False,23.12.x,0.0,,,,ZTF23abbdbsh
