tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,rbversion,oid
ztf,58293.3171759001,539317174715015030,2,539317174715,20.352571,1,539,1.4316128,19.51,19.5543,0.12691526,0.197,293.7110375,19.2526224,0.5566667,0.0,19.9603,0.3611,591120247.0,False,False,False,bulk_1.0.0,0.0,5.5035959471501504e+17,,,,,ZTF18abcwaca
ztf,58301.35734950006,547357344715015033,2,547357344715,20.148226,1,547,1.1988,19.01748,19.4498,0.20080948,0.2103,293.7110118,19.2526841,0.44333333,0.0,19.3494,0.243,591120247.0,False,True,True,bulk_1.0.0,0.0,5.5035959471501504e+17,17.64899,100.0,0.056936122,,ZTF18abcwaca
ztf,58303.337013899814,549337014715015043,2,549337014715,20.67459,1,549,1.3487319,19.111343,19.4221,0.10852418,0.1394,293.7109522,19.2526336,0.63666666,0.0,19.6635,0.2151,591120247.0,False,True,True,bulk_1.0.0,0.0,5.5035959471501504e+17,17.67479,100.0,0.02890047,,ZTF18abcwaca
ztf,58304.35959490016,550359594715015032,2,550359594715,20.773613,1,550,1.2142979,19.138538,19.3968,0.12633649,0.1255,293.7109315,19.2526722,0.6333333,0.0,19.2527,0.1356,591120247.0,False,True,True,bulk_1.0.0,0.0,5.80343354715015e+17,17.681965,100.0,0.033029314,,ZTF18abcwaca
ztf,58305.3766319002,551376634715015016,2,551376634715,19.990673,1,551,1.3402426,19.155977,19.3997,0.14295651,0.1961,293.7109838,19.2526391,0.60333335,0.0,19.3097,0.228,591120247.0,False,True,True,bulk_1.0.0,0.0,5.80343354715015e+17,17.686497,100.0,0.036932785,,ZTF18abcwaca
ztf,58307.37878469983,553378784715015038,2,553378784715,20.870916,1,553,1.3395673,18.919544,19.1783,0.1264322,0.0972,293.7109738,19.2526374,0.62666667,0.0,19.2305,0.1241,591120247.0,False,True,True,bulk_1.0.0,0.0,5.80343354715015e+17,17.620314,100.0,0.038208958,,ZTF18abcwaca
ztf,58310.38182870019,556381824715015008,2,556381824715,20.264717,1,556,0.9846736,19.011578,19.3832,0.18414028,0.1663,293.7110149,19.2527462,0.46,0.0,19.3525,0.2029,591120247.0,False,True,True,bulk_1.0.0,0.0,5.80343354715015e+17,17.647312,100.0,0.05241348,,ZTF18abcwaca
ztf,58311.37831019983,557378314715015043,2,557378314715,20.52199,1,557,1.1307483,18.77271,18.8478,0.092743434,0.0924,293.7109536,19.2526962,0.68,0.0,18.9181,0.1219,591120247.0,False,True,True,bulk_1.0.0,0.0,5.80343354715015e+17,17.573809,100.0,0.030741299,,ZTF18abcwaca
ztf,58312.4166898001,558416684715015024,2,558416684715,20.920574,1,558,1.4604375,18.826996,18.9714,0.095396325,0.078,293.7109885,19.2526069,0.63,0.0,19.1503,0.112,591120247.0,False,False,False,bulk_1.0.0,0.0,5.80343354715015e+17,,,,,ZTF18abcwaca
ztf,58316.337164400145,562337164715015044,2,562337164715,20.809824,1,562,1.2697344,18.740072,18.8872,0.09890257,0.077,293.7110039,19.2526627,0.68,0.0,18.9005,0.0956,591120247.0,False,True,True,bulk_1.0.0,0.0,5.80343354715015e+17,17.562881,100.0,0.033444982,,ZTF18abcwaca
