tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,parent_candid,oid
ztf,59265.539166700095,1511539161715015025,2,1511539161715,18.9297,1,1511,1.70491,16.768,16.4614,0.063675,0.0234,316.4302392,32.7813389,0.338571,t17_f5_c3,16.196,0.0234,False,False,False,correction_0.0.1,0.0,,,,,,,ZTF21aamhave
ztf,59265.54214120004,1511542141715015010,2,1511542141715,19.2413,1,1511,0.784852,17.0795,16.7686,0.047835,0.0278,316.4297854,32.7818399,0.582857,t17_f5_c3,16.6005,0.0295,False,True,True,correction_0.0.1,0.0,14.8551655,100.0,0.0061661177,,,,ZTF21aamhave
ztf,59265.54214120004,1511542141715015011,2,1511542141715,19.2413,1,1511,0.72641,17.2984,17.1086,0.093794,0.0429,316.4298082,32.7818479,0.604286,t17_f5_c3,17.1662,0.0574,False,True,True,correction_0.0.1,0.0,14.881025,100.0,0.0101210335,,,,ZTF21aamhave
ztf,59265.54510420002,1511545101715015004,2,1511545101715,19.371,1,1511,0.628687,16.5675,16.8251,0.083939,0.0297,316.4302443,32.7817417,0.628571,t17_f5_c3,16.6312,0.0308,False,True,False,correction_0.0.1,0.0,14.773955,0.004796579,0.016089635,,,,ZTF21aamhave
ztf,59265.54806709988,1511548061715015002,2,1511548061715,19.2449,1,1511,1.03729,16.9054,16.8771,0.069593,0.0313,316.4303873,32.7817566,0.602857,t17_f5_c3,16.6968,0.0329,False,True,True,correction_0.0.1,0.0,14.831093,100.0,0.0103001315,,,,ZTF21aamhave
ztf,59265.54806709988,1511548061715015003,2,1511548061715,19.244856,1,1511,1.0889639,16.894009,16.7987,0.04102692,0.0339,316.4304061,32.7817812,0.5871429,t17_f5_c3,16.6204,0.0362,True,True,False,correction_0.0.1,0.0,14.829398,100.0,0.006126673,0.9947654,688120217.0,,ZTF21aamhave
ztf,59265.551041699946,1511551041715015003,2,1511551041715,19.21751,1,1511,1.1288345,16.799692,16.7295,0.05350923,0.0326,316.430365,32.7816248,0.5857143,t17_f5_c3,16.521,0.0342,True,True,True,correction_0.0.1,0.0,14.814782,100.0,0.008599334,0.98713315,688120217.0,,ZTF21aamhave
ztf,59266.55063659977,1512550631715015016,2,1512550631715,18.9129,1,1512,0.629302,17.308,17.1788,0.135643,0.0414,316.4301345,32.7816303,0.504286,t17_f5_c3,16.9835,0.044,False,True,True,correction_0.0.1,0.0,14.882057,100.0,0.014521787,,,,ZTF21aamhave
ztf,59267.54244210012,1513542441715015018,2,1513542441715,19.4548,1,1513,0.829578,17.2583,17.352,0.082505,0.0463,316.4298755,32.7819765,0.748571,t17_f5_c3,17.1755,0.0485,False,True,True,correction_0.0.1,0.0,14.876626,100.0,0.009200481,,,,ZTF21aamhave
ztf,59267.54541670019,1513545411715015013,2,1513545411715,19.40759,1,1513,1.3166682,17.414677,17.3406,0.08871352,0.0462,316.4304821,32.7817718,0.60142857,t17_f5_c3,17.0634,0.044,True,True,True,correction_0.0.1,0.0,14.892989,100.0,0.008695901,0.96397185,688120217.0,,ZTF21aamhave
ztf,59267.548402800225,1513548401715015007,2,1513548401715,19.344316,1,1513,1.0795661,17.155947,17.4098,0.057766903,0.0507,316.430275,32.7815572,0.64428574,t17_f5_c3,17.6474,0.0786,True,True,True,correction_0.0.1,0.0,14.864721,100.0,0.0070014675,0.70703554,688120217.0,,ZTF21aamhave
ztf,59268.54077549977,1514540771715015007,2,1514540771715,19.869514,1,1514,0.595807,17.145794,17.0738,0.048917197,0.0343,316.4302301,32.781735,0.91571426,t17_f5_c3,17.0317,0.0397,True,True,True,correction_0.0.1,0.0,14.863486,100.0,0.0059777596,0.99999994,688120217.0,,ZTF21aamhave
ztf,59268.54368059989,1514543681715015003,2,1514543681715,19.9405,1,1514,0.390757,17.1405,17.1892,0.075155,0.0372,316.4300019,32.7816824,0.831429,t17_f5_c3,17.0684,0.0398,False,True,True,correction_0.0.1,0.0,14.862839,100.0,0.009223455,,,,ZTF21aamhave
ztf,59268.54660880007,1514546601715015005,2,1514546601715,19.7386,1,1514,0.672987,17.207,17.1013,0.059022,0.0364,316.4300702,32.7816014,0.852857,t17_f5_c3,17.044,0.0418,False,True,True,correction_0.0.1,0.0,14.870784,100.0,0.0068632094,,,,ZTF21aamhave
ztf,59268.54952549981,1514549521715015001,2,1514549521715,19.8822,1,1514,0.274136,17.256,17.1208,0.049675,0.0358,316.4300589,32.7818639,0.914286,t17_f5_c3,17.1438,0.044,False,True,True,correction_0.0.1,0.0,14.876369,100.0,0.0055499044,,,,ZTF21aamhave
ztf,59268.5524420999,1514552441715015009,2,1514552441715,19.677313,1,1514,0.6340465,17.339872,17.1031,0.090944506,0.0363,316.4302286,32.7817052,0.4542857,t17_f5_c3,17.0158,0.0415,True,True,True,correction_0.0.1,0.0,14.885424,100.0,0.0094841225,0.9502124,688120217.0,,ZTF21aamhave
ztf,59269.53994210018,1515539941715015005,2,1515539941715,20.076538,1,1515,0.7507348,17.63948,17.7232,0.08713549,0.0559,316.4302857,32.781839,0.6785714,t17_f5_c3,17.6536,0.0641,True,True,True,correction_0.0.1,0.0,14.913077,100.0,0.0070734913,0.7321052,688120217.0,,ZTF21aamhave
ztf,59269.54896989977,1515548961715015004,2,1515548961715,19.9701,1,1515,0.845234,17.6984,17.5846,0.112045,0.0541,316.4300308,32.7815508,0.625714,t17_f5_c3,17.4989,0.0599,False,True,True,correction_0.0.1,0.0,14.917744,100.0,0.008652266,,,,ZTF21aamhave
ztf,59270.537743099965,1516537741715015007,2,1516537741715,18.7686,1,1516,0.37259,16.82,17.1463,0.074368,0.0554,316.4299347,32.7817349,0.628571,t17_f5_c3,17.3286,0.0825,False,True,True,correction_0.0.1,0.0,14.818022,100.0,0.011765077,,,,ZTF21aamhave
ztf,59270.54976850003,1516549761715015009,2,1516549761715,19.0715,1,1516,0.894201,17.0956,17.122,0.091963,0.0472,316.4298448,32.781979,0.671429,t17_f5_c3,16.8975,0.048,False,True,True,correction_0.0.1,0.0,14.857227,100.0,0.011702105,,,,ZTF21aamhave
ztf,59271.55065969983,1517550651715015032,2,1517550651715,17.946075,1,1517,0.78836864,17.044155,17.0601,0.09036062,0.1205,316.4302737,32.7816838,0.5214286,t17_f5_c3,16.8378,0.1255,True,True,True,correction_0.0.1,0.0,14.850543,100.0,0.011982141,0.9934976,688120217.0,,ZTF21aamhave
ztf,59272.544733799994,1518544731715015003,2,1518544731715,18.7738,1,1518,1.17248,17.1355,17.4799,0.119988,0.0923,316.4299078,32.7814788,0.435714,t17_f5_c3,17.5513,0.1245,False,True,True,correction_0.0.1,0.0,14.862224,100.0,0.014785205,,,,ZTF21aamhave
ztf,59272.55087959999,1518550871715015005,2,1518550871715,18.908207,1,1518,0.839053,17.389345,17.4703,0.13378589,0.0891,316.4303212,32.781768,0.6514286,t17_f5_c3,17.3497,0.1007,True,True,True,correction_0.0.1,0.0,14.890479,100.0,0.013392571,0.9908034,688120217.0,,ZTF21aamhave
ztf,59274.533425900154,1520533421715015009,2,1520533421715,18.745443,1,1520,0.66241413,17.051361,17.1865,0.07100859,0.0579,316.4302275,32.7816876,0.66714287,t17_f5_c3,17.0003,0.0617,True,True,True,correction_0.0.1,0.0,14.851496,100.0,0.009361919,0.99967575,688120217.0,,ZTF21aamhave
ztf,59274.53940969985,1520539401715015010,2,1520539401715,18.771519,1,1520,0.41137135,17.144184,17.2501,0.07588816,0.0591,316.4301549,32.7817237,0.68285716,t17_f5_c3,17.1463,0.0678,True,True,True,correction_0.0.1,0.0,14.863289,100.0,0.00928573,0.99996495,688120217.0,,ZTF21aamhave
ztf,59274.542407399975,1520542401715015024,2,1520542401715,18.83945,1,1520,0.50107,16.947765,17.1858,0.09016112,0.0558,316.4301892,32.7817224,0.5871429,t17_f5_c3,17.2067,0.0719,True,True,True,correction_0.0.1,0.0,14.837258,100.0,0.012906742,0.99982786,688120217.0,,ZTF21aamhave
ztf,59274.5454051001,1520545401715015005,2,1520545401715,18.7496,1,1520,1.27002,17.1533,17.3749,0.065768,0.0661,316.4301464,32.7814429,0.548571,t17_f5_c3,17.4478,0.0896,False,True,True,correction_0.0.1,0.0,14.864402,100.0,0.007988321,,,,ZTF21aamhave
ztf,59275.533993099816,1521533991715015001,2,1521533991715,19.25798,1,1521,1.0668947,17.582323,17.511,0.11759033,0.0681,316.4303866,32.7817142,0.6557143,t17_f5_c3,17.322,0.0714,True,True,True,correction_0.0.1,0.0,14.908323,100.0,0.010017789,0.991556,688120217.0,,ZTF21aamhave
ztf,59275.5476505002,1521547651715015004,2,1521547651715,19.039255,1,1521,0.9639385,17.741558,17.4776,0.106597185,0.0674,316.430352,32.7817125,0.58428574,t17_f5_c3,17.3213,0.0731,True,True,True,correction_0.0.1,0.0,14.921016,100.0,0.007934665,0.999969,688120217.0,,ZTF21aamhave
ztf,59276.53468749998,1522534681715015008,2,1522534681715,19.3509,1,1522,0.315769,17.1892,17.0475,0.058628,0.0447,316.4299826,32.781863,0.88,t17_f5_c3,16.8873,0.0478,False,True,True,correction_0.0.1,0.0,14.868699,100.0,0.0069167954,,,,ZTF21aamhave
ztf,59276.53760420019,1522537601715015007,2,1522537601715,19.432028,1,1522,0.5308074,17.258299,17.1704,0.05119182,0.0494,316.4301782,32.7816921,0.94714284,t17_f5_c3,17.1524,0.0601,True,True,True,correction_0.0.1,0.0,14.876625,100.0,0.00570862,0.99999994,688120217.0,,ZTF21aamhave
