tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,rbversion,oid
ztf,58285.43547450006,531435476015015000,1,531435476015,20.723042,1,531,2.0344088,17.960655,17.9342,0.08075296,0.0747,281.7146893,0.9012612,0.41666666,0.0,17.8632,0.0759,436120160.0,False,False,False,bulk_1.0.0,0.0,5.35377176015015e+17,,,,,ZTF18abbnhmj
ztf,58289.377175900154,535377176015015004,1,535377176015,20.509436,1,535,1.392689,17.988934,17.5951,0.1736329,0.0555,281.7146879,0.9014938,0.35666665,0.0,17.5485,0.0559,436120160.0,True,True,True,bulk_1.0.0,0.0,0.0,13.647894,100.0,0.003185784,,ZTF18abbnhmj
ztf,58343.320995400194,589320996015015010,2,589320996015,20.3433,1,589,0.643034,16.5263,16.3864,0.051093,0.0272,281.7144369,0.9015665,0.223333,,16.4719,0.0316,,False,True,False,bulk_1.0.0,0.0,5.94213136015015e+17,12.949945,100.0,0.0018959168,t12_f5_c3,ZTF18abbnhmj
ztf,58345.171747699846,591171746015015003,1,591171746015,20.6115,1,591,0.290314,16.3989,16.8486,0.162182,0.0315,281.7143371,0.9016581,0.2,,16.8373,0.0328,,False,True,True,bulk_1.0.0,0.0,5.94213136015015e+17,13.583594,0.0048873285,0.012130555,t12_f5_c3,ZTF18abbnhmj
ztf,58348.213136599865,594213136015015003,2,594213136015,20.111639,1,594,1.10537,16.458534,16.4087,0.19201644,0.0269,281.7145725,0.9014929,0.18666667,0.0,16.3874,0.029,436120260.0,True,True,False,bulk_1.0.0,0.0,0.0,12.947352,100.0,0.007565989,t8_f5_c3,ZTF18abbnhmj
ztf,58356.25034719985,602250340615015038,2,602250340615,19.6503,1,602,2.18412,16.8432,16.5214,0.566906,0.0341,281.7146662,0.9011932,0.113333,,16.4484,0.0367,,False,False,True,bulk_1.0.0,0.0,6.29126310615015e+17,,,,t12_f5_c3,ZTF18abbnhmj
ztf,58362.187604200095,608187600615015055,2,608187600615,20.8194,1,608,2.16563,17.131,17.2099,0.162305,0.0414,281.714561,0.9011548,0.203333,,17.4485,0.0631,,False,False,True,bulk_1.0.0,0.0,6.29126310615015e+17,,,,t12_f5_c3,ZTF18abbnhmj
ztf,58365.17017359985,611170170615015024,2,611170170615,20.674,1,611,0.492809,16.7973,16.6609,0.05687,0.0315,281.7144445,0.9016148,0.246667,,16.62,0.0313,,False,True,False,bulk_1.0.0,0.0,6.29126310615015e+17,12.968589,100.0,0.0016726245,t12_f5_c3,ZTF18abbnhmj
ztf,58367.16871530004,613168710615015014,2,613168710615,20.3698,1,613,3.39648,17.1406,17.1608,0.155728,0.0442,281.7144467,0.900775,0.203333,,17.0374,0.047,,False,False,True,bulk_1.0.0,0.0,6.29126310615015e+17,,,,t12_f5_c3,ZTF18abbnhmj
ztf,58368.170844899956,614170840615015031,2,614170840615,20.4952,1,614,1.05214,16.434,16.8601,0.039777,0.0289,281.7144977,0.9014646,0.336667,,16.4969,0.0278,,False,True,False,bulk_1.0.0,0.0,6.29126310615015e+17,12.955972,100.0,0.0016159234,t12_f5_c3,ZTF18abbnhmj
ztf,58369.166134300176,615166130615015069,2,615166130615,20.616117,1,615,2.88028,17.229914,17.0027,0.12722869,0.042,281.7145991,0.9009522,0.32,0.0,17.1385,0.0506,487120206.0,False,False,True,bulk_1.0.0,0.0,6.29126310615015e+17,,,,t8_f5_c3,ZTF18abbnhmj
ztf,58383.126319400035,629126310615015016,2,629126310615,19.93494,1,629,2.0824645,16.611845,16.421,0.048100837,0.0271,281.7144391,0.9011454,0.27,0.0,16.3327,0.0289,487120206.0,False,False,True,bulk_1.0.0,0.0,6.33149910615015e+17,,,,t8_f5_c3,ZTF18abbnhmj
ztf,58383.126319400035,629126310615015019,2,629126310615,19.93494,1,629,1.7997763,16.543816,16.1998,0.19563103,0.0187,281.7144192,0.9012231,0.22666667,0.0,16.4985,0.0331,487120206.0,False,False,True,bulk_1.0.0,0.0,6.33149910615015e+17,,,,t8_f5_c3,ZTF18abbnhmj
ztf,58387.14991899999,633149910615015023,2,633149910615,20.11114,1,633,2.6810596,17.204239,17.0434,0.07572327,0.0423,281.7146419,0.9010259,0.17666666,0.0,16.9145,0.0455,487120206.0,True,False,True,bulk_1.0.0,0.0,0.0,,,,t8_f5_c3,ZTF18abbnhmj
ztf,58640.27758099977,886277580615015017,2,886277580615,20.4967,1,886,2.92399,16.7851,16.6013,0.326582,0.0304,281.714626,0.9009471,0.201429,,16.7268,0.037,,False,False,True,bulk_1.0.0,0.0,9.14294130615015e+17,,,,t17_f5_c3,ZTF18abbnhmj
ztf,58648.268749999814,894268750615015005,2,894268750615,19.4707,1,894,2.20426,16.6754,16.4515,0.234028,0.0297,281.7145265,0.9011286,0.217143,,16.3276,0.0341,,False,False,True,bulk_1.0.0,0.0,9.14294130615015e+17,,,,t17_f5_c3,ZTF18abbnhmj
ztf,58648.35703699989,894357036015015003,1,894357036015,19.5847,1,894,0.676158,16.4033,16.6277,0.139695,0.0352,281.7143415,0.9015384,0.358571,,16.612,0.04,,False,True,True,bulk_1.0.0,0.0,9.15280186015015e+17,13.583922,100.0,0.010409507,t17_f5_c3,ZTF18abbnhmj
ztf,58650.32925930014,896329256015015037,2,896329256015,18.9036,1,896,1.87475,16.388,16.5968,0.080096,0.0539,281.7146793,0.9013027,0.27,,16.4014,0.0552,,False,False,True,bulk_1.0.0,0.0,9.15280186015015e+17,,,,t17_f5_c3,ZTF18abbnhmj
ztf,58657.378611099906,903378610615015032,2,903378610615,20.1196,1,903,3.29788,17.1856,16.8324,0.115645,0.0351,281.7146622,0.9008493,0.122857,,16.9027,0.0444,,False,False,True,bulk_1.0.0,0.0,9.14294130615015e+17,,,,t17_f5_c3,ZTF18abbnhmj
ztf,58665.250405100174,911250406015015001,1,911250406015,20.6165,1,911,0.775957,16.3115,16.5346,0.079421,0.0242,281.7145293,0.9015858,0.488571,,16.5445,0.0256,,False,True,True,bulk_1.0.0,0.0,9.15280186015015e+17,13.576808,100.0,0.006398207,t17_f5_c3,ZTF18abbnhmj
ztf,58667.299942099955,913299946015015005,2,913299946015,20.5069,1,913,0.898551,16.1633,16.4706,0.162599,0.0283,281.7145801,0.9015786,0.355714,,16.3066,0.0262,,False,True,False,bulk_1.0.0,0.0,9.15280186015015e+17,12.934067,100.0,0.008306627,t17_f5_c3,ZTF18abbnhmj
ztf,58667.33637729986,913336376015015003,1,913336376015,20.6454,1,913,0.609545,16.3229,16.5234,0.096533,0.0232,281.7145382,0.9016759,0.66,,16.5263,0.0242,,False,True,True,bulk_1.0.0,0.0,9.15280186015015e+17,13.577722,100.0,0.0077020135,t17_f5_c3,ZTF18abbnhmj
ztf,58667.338634300046,913338630615015007,1,913338630615,20.5469,1,913,1.51357,16.9714,17.0045,0.136151,0.0279,281.7145409,0.9013394,0.178571,,16.8281,0.0293,,False,False,False,bulk_1.0.0,0.0,9.14294130615015e+17,,,,t17_f5_c3,ZTF18abbnhmj
ztf,58668.294131900184,914294130615015009,1,914294130615,20.62287,1,914,2.645102,17.560247,17.5834,0.20177744,0.0454,281.7144961,0.9009945,0.24428572,0.04484091,17.7971,0.0693,487120106.0,True,False,False,bulk_1.0.0,0.0,0.0,,,,t17_f5_c3,ZTF18abbnhmj
ztf,58669.28018519981,915280186015015001,1,915280186015,20.718613,1,915,1.1966916,16.733238,17.0333,0.09334802,0.0344,281.7146887,0.9016135,0.31142858,0.0004068,16.9295,0.0336,436120160.0,True,True,True,bulk_1.0.0,0.0,0.0,13.605333,100.0,0.005235321,t17_f5_c3,ZTF18abbnhmj
ztf,58694.19348380016,940193486015015018,2,940193486015,19.6736,1,940,0.695314,15.3155,15.1328,0.058934,0.0121,281.7144692,0.9015654,0.544286,,15.1282,0.0129,,False,True,False,bulk_1.0.0,0.0,9.57294356015015e+17,12.870338,100.0,0.00619871,t17_f5_c3,ZTF18abbnhmj
ztf,58700.379166699946,946379166015015001,2,946379166015,20.394,1,946,1.18234,15.8322,16.0123,0.226752,0.0209,281.7145623,0.9014609,0.338571,,16.023,0.0219,,False,True,False,bulk_1.0.0,0.0,9.57294356015015e+17,12.914467,0.006540005,0.015433272,t17_f5_c3,ZTF18abbnhmj
ztf,58711.23099539988,957230996015015002,1,957230996015,19.5829,1,957,0.685837,16.3545,16.5767,0.128518,0.0345,281.7144149,0.9015391,0.444286,,16.4906,0.0377,,False,True,True,bulk_1.0.0,0.0,9.57294356015015e+17,13.58021,100.0,0.009982697,t17_f5_c3,ZTF18abbnhmj
ztf,58711.2943519,957294356015015003,2,957294356015,19.604904,1,957,1.4484046,15.892109,16.3679,0.17627819,0.0302,281.7146721,0.9014533,0.3157143,0.01124123,16.0971,0.0284,436120260.0,True,False,True,bulk_1.0.0,0.0,0.0,,,,t17_f5_c3,ZTF18abbnhmj
ztf,58740.119641200174,986119640615015005,1,986119640615,19.3882,1,986,3.24108,17.2548,17.7135,0.079175,0.1054,281.7148499,0.9009561,0.195714,,17.8933,0.1499,,False,False,False,bulk_1.0.0,0.0,1.013108360615015e+18,,,,t17_f5_c3,ZTF18abbnhmj
ztf,58741.125995399896,987125996015015005,1,987125996015,19.8702,1,987,0.635856,16.4742,16.5534,0.137588,0.0297,281.7144787,0.9015846,0.528571,,16.5245,0.0327,,False,True,True,bulk_1.0.0,0.0,9.93126886015015e+17,13.589049,100.0,0.009649847,t17_f5_c3,ZTF18abbnhmj
ztf,58747.12688660016,993126886015015006,1,993126886015,20.419918,1,993,1.2999408,16.742052,16.7552,0.13983548,0.0294,281.714648,0.9014838,0.42571428,0.09518066,16.7774,0.0318,436120160.0,True,True,True,bulk_1.0.0,0.0,0.0,13.605826,100.0,0.007782641,t17_f5_c3,ZTF18abbnhmj
ztf,58758.12505789986,1004125050615015017,2,1004125050615,20.1723,1,1004,2.06273,16.5397,16.2711,0.200416,0.0232,281.7147585,0.9013035,0.154286,,16.2504,0.0255,,False,False,True,bulk_1.0.0,0.0,1.013108360615015e+18,,,,t17_f5_c3,ZTF18abbnhmj
ztf,58767.10836810013,1013108360615015016,2,1013108360615,19.328499,1,1013,2.486758,16.264282,16.3661,0.09288104,0.0285,281.7146118,0.9010739,0.57,0.00957912,16.2669,0.0329,487120206.0,True,False,True,bulk_1.0.0,0.0,0.0,,,,t17_f5_c3,ZTF18abbnhmj
ztf,58995.336736099795,1241336730615015008,1,1241336730615,20.3513,1,1241,1.63767,17.2513,17.2365,0.109411,0.0352,281.714353,0.9012607,0.15,,16.6973,0.026,,False,False,False,bulk_1.0.0,0.0,1.263331400615015e+18,,,,t17_f5_c3,ZTF18abbnhmj
ztf,58995.336736099795,1241336730615015011,1,1241336730615,20.3513,1,1241,1.71751,16.7429,17.0429,0.038114,0.0276,281.7143448,0.9012383,0.167143,,16.7288,0.0266,,False,False,False,bulk_1.0.0,0.0,1.263331400615015e+18,,,,t17_f5_c3,ZTF18abbnhmj
