tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,59248.16175930016,1494161754615015005,2,1494161754615,20.436413,1,1494,3.689781,14.192155,14.2065,0.037616584,0.003,38.0576591,48.342833,0.6471428,t17_f5_c3,0.42485547,14.2033,0.0032,740120246.0,True,False,False,correction_0.0.1,0.0,ZTF19aaywash
ztf,59248.201597199775,1494201594615015007,1,1494201594615,20.449697,1,1494,3.6126437,14.346863,14.3468,0.03216391,0.003,38.0576819,48.3428208,0.5957143,t17_f5_c3,0.8136209,14.335,0.0031,740120146.0,True,False,False,correction_0.0.1,0.0,ZTF19aaywash
ztf,59250.17615740001,1496176154615015005,2,1496176154615,19.9481,1,1496,3.68898,14.5835,14.6044,0.017573,0.0037,38.0576861,48.3428208,0.491429,t17_f5_c3,,14.5846,0.004,,False,False,False,correction_0.0.1,0.0,ZTF19aaywash
ztf,59250.2026157002,1496202614615015008,1,1496202614615,20.074617,1,1496,3.532645,14.416976,14.4259,0.018811215,0.0031,38.0576954,48.3427954,0.5814286,t17_f5_c3,0.99444306,14.4003,0.0033,740120146.0,True,False,False,correction_0.0.1,0.0,ZTF19aaywash
ztf,59252.140625,1498140624615015014,1,1498140624615,20.664906,1,1498,3.6486006,14.722898,14.7111,0.028275143,0.0036,38.0576739,48.3428323,0.70428574,t17_f5_c3,0.76934505,14.7006,0.0038,740120146.0,True,False,False,correction_0.0.1,0.0,ZTF19aaywash
ztf,59252.17702550022,1498177024615015010,2,1498177024615,20.533213,1,1498,3.6831048,14.700111,14.724,0.03700844,0.004,38.057663,48.3428293,0.6514286,t17_f5_c3,0.5734308,14.72,0.0043,740120246.0,True,False,False,correction_0.0.1,0.0,ZTF19aaywash
ztf,59254.13938659988,1500139384615015007,1,1500139384615,20.621946,1,1500,3.6224697,14.841266,14.8465,0.033774517,0.004,38.057668,48.3428284,0.69857144,t17_f5_c3,0.7699275,14.8396,0.0043,740120146.0,True,False,False,correction_0.0.1,0.0,ZTF19aaywash
ztf,59254.17240739986,1500172404615015006,2,1500172404615,20.398623,1,1500,3.7263932,15.026352,15.05,0.047592804,0.0054,38.0576597,48.3428441,0.63857144,t17_f5_c3,0.23306426,15.0476,0.0061,740120246.0,True,False,False,correction_0.0.1,0.0,ZTF19aaywash
ztf,59256.17037039995,1502170374615015008,2,1502170374615,20.502789,1,1502,3.7037392,15.143946,15.1531,0.03798848,0.0054,38.0576586,48.342839,0.6185714,t17_f5_c3,0.4938027,15.1565,0.006,740120246.0,True,False,False,correction_0.0.1,0.0,ZTF19aaywash
ztf,59256.264374999795,1502264374615015009,1,1502264374615,19.995972,1,1502,3.676255,15.099944,15.1017,0.028432472,0.0059,38.057686,48.3428376,0.7128571,t17_f5_c3,0.97142714,15.0919,0.0067,740120146.0,True,False,False,correction_0.0.1,0.0,ZTF19aaywash
ztf,59260.177893499844,1506177894615015004,1,1506177894615,20.150732,1,1506,3.638935,15.749132,15.744,0.0366785,0.0088,38.0576816,48.3428281,0.73285717,t17_f5_c3,0.99782735,15.7408,0.0102,740120146.0,True,False,False,correction_0.0.1,0.0,ZTF19aaywash
ztf,59260.223715300206,1506223714615015001,2,1506223714615,18.785149,1,1506,3.6838584,15.78685,15.7907,0.032124106,0.025,38.0576618,48.3428276,0.75,t17_f5_c3,0.9998888,15.8012,0.0317,740120246.0,True,False,False,correction_0.0.1,0.0,ZTF19aaywash
ztf,59263.153125000186,1509153124615015003,1,1509153124615,19.6617,1,1509,3.53188,15.5747,15.5997,0.021209,0.0075,38.0577179,48.3427891,0.481429,t17_f5_c3,,15.5684,0.0086,,False,False,False,correction_0.0.1,0.0,ZTF19aaywash
ztf,59263.17554400023,1509175544615015004,2,1509175544615,19.3352,1,1509,3.49364,15.5166,15.6064,0.029784,0.0085,38.0576644,48.3427715,0.311429,t17_f5_c3,,15.5412,0.0096,,False,False,False,correction_0.0.1,0.0,ZTF19aaywash
ztf,59265.140173600055,1511140174615015008,2,1511140174615,20.287941,1,1511,3.693275,15.556818,15.5654,0.041692637,0.0079,38.0576668,48.3428354,0.6028572,t17_f5_c3,0.7485622,15.5689,0.0092,740120246.0,True,False,False,correction_0.0.1,0.0,ZTF19aaywash
ztf,59265.16619209992,1511166194615015007,1,1511166194615,20.118036,1,1511,3.6747386,15.564873,15.5476,0.0348933,0.0079,38.0576802,48.3428393,0.7657143,t17_f5_c3,0.7694478,15.541,0.0092,740120146.0,True,False,False,correction_0.0.1,0.0,ZTF19aaywash
ztf,59267.1398494998,1513139844615015002,2,1513139844615,19.884754,1,1513,3.6891828,15.650225,15.6771,0.029258426,0.0097,38.0576734,48.3428281,0.70428574,t17_f5_c3,0.999709,15.671,0.0116,740120246.0,True,False,False,correction_0.0.1,0.0,ZTF19aaywash
ztf,59267.2008795999,1513200874615015002,1,1513200874615,19.1283,1,1513,3.65582,15.6585,15.685,0.027705,0.0113,38.0577741,48.3428034,0.441429,t17_f5_c3,,15.6418,0.0134,,False,False,False,correction_0.0.1,0.0,ZTF19aaywash
ztf,59269.137280100025,1515137284615015007,2,1515137284615,20.133034,1,1515,3.7243888,15.862958,15.883,0.04269779,0.0116,38.0576683,48.3428399,0.6857143,t17_f5_c3,0.20183745,15.8843,0.0138,740120246.0,True,False,False,correction_0.0.1,0.0,ZTF19aaywash
ztf,59269.20319439983,1515203194615015003,1,1515203194615,19.584375,1,1515,3.6898415,15.84777,15.8282,0.03218745,0.0148,38.0576575,48.3428496,0.80285716,t17_f5_c3,0.96885467,15.821,0.0182,740120146.0,True,False,False,correction_0.0.1,0.0,ZTF19aaywash
ztf,59271.138553199824,1517138554615015001,2,1517138554615,19.871758,1,1517,3.773331,17.189856,17.2933,0.050868183,0.0453,38.0576529,48.3428612,0.7871429,t17_f5_c3,0.72296476,17.3211,0.0575,740120246.0,True,False,False,correction_0.0.1,0.0,ZTF19aaywash
ztf,59271.2035416998,1517203544615015001,1,1517203544615,19.230515,1,1517,3.6659648,17.527388,17.5931,0.06371596,0.085,38.0576862,48.3428353,0.87,t17_f5_c3,0.36876014,17.6116,0.1098,740120146.0,True,False,False,correction_0.0.1,0.0,ZTF19aaywash
ztf,60379.14501160011,2625145014615015002,1,2625145014615,18.682606,1,2625,3.6947036,13.704513,13.6942,0.037555307,0.0051,38.0576702,48.3428479,0.6942857,t17_f5_c3,0.9320525,13.6857,0.006,740120146.0,True,False,False,23.12.x,0.0,ZTF19aaywash
ztf,60379.18119210005,2625181194615015019,2,2625181194615,18.38791,1,2625,3.6888635,13.839425,13.8322,0.02436519,0.007,38.0576618,48.3428311,0.5957143,t17_f5_c3,0.9455836,13.822,0.0085,740120246.0,True,False,False,23.12.x,0.0,ZTF19aaywash
ztf,60388.18587959977,2634185874615015002,2,2634185874615,18.96,1,2634,3.6734622,14.546459,14.6029,0.021931747,0.0058,38.0577066,48.3428151,0.58,t17_f5_c3,0.9990335,14.5773,0.0069,740120246.0,True,False,False,23.12.x,0.0,ZTF19aaywash
ztf,60390.1437615999,2636143764615015002,2,2636143764615,19.40636,1,2636,3.7548342,14.888955,14.8986,0.029848553,0.0077,38.0576679,48.3428493,0.73142856,t17_f5_c3,0.93162,14.8838,0.0093,740120246.0,True,False,False,23.12.x,0.0,ZTF19aaywash
ztf,60390.182141200174,2636182144615015002,1,2636182144615,18.687838,1,2636,3.7733047,14.751204,14.742,0.030885814,0.0104,38.057709,48.3428621,0.7185714,t17_f5_c3,0.99769205,14.7476,0.013,740120146.0,True,False,False,23.12.x,0.0,ZTF19aaywash
ztf,60745.14502310008,2991145024615015002,2,2991145024615,18.329561,1,2991,3.7463098,15.292115,15.3162,0.028484805,0.022,38.0576904,48.3428409,0.6542857,t17_f5_c3,0.99999666,15.3004,0.0274,740120246.0,True,False,False,26.0.1,0.0,ZTF19aaywash
ztf,60745.19337960007,2991193374615015015,1,2991193374615,16.538021,1,2991,3.6320288,14.841419,14.7815,0.05649004,0.0711,38.0576828,48.3428261,0.75142854,t17_f5_c3,0.96281993,14.7337,0.0872,740120146.0,True,False,False,26.0.1,0.0,ZTF19aaywash
