tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,rbversion,oid
ztf,58277.39365739981,523393655415015005,2,523393655415,20.637207,1,523,1.7297274,19.076921,19.6409,0.18448421,0.3658,301.2335963,28.6512414,0.28666666,0.0,18.8966,0.2007,640120254.0,True,False,False,bulk_1.0.0,0.0,0.0,,,,,ZTF18aayvwvp
ztf,58331.3099769,577309975415015017,1,577309975415,20.112007,1,577,0.42111585,19.331856,19.6952,0.21694027,0.2691,301.2335497,28.6516154,0.53,0.0,19.7776,0.3694,640120154.0,False,True,False,bulk_1.0.0,0.0,5.82339785415015e+17,16.843325,0.016547142,0.02192439,t8_f5_c3,ZTF18aayvwvp
ztf,58332.23674769979,578236745415015018,1,578236745415,20.809,1,578,0.138126,18.9967,19.5725,0.235972,0.143,301.2336097,28.6517405,0.53,,19.5532,0.1768,,False,True,False,bulk_1.0.0,0.0,5.82339785415015e+17,16.80435,0.028086457,0.03132713,t8_f5_c3,ZTF18aayvwvp
ztf,58332.31821760023,578318215415015016,2,578318215415,20.4339,1,578,0.720615,17.5745,17.3975,0.513582,0.0498,301.2336292,28.6515289,0.33,,17.3928,0.0551,,False,True,True,bulk_1.0.0,0.0,5.82339785415015e+17,14.046055,0.009866362,0.019917382,t8_f5_c3,ZTF18aayvwvp
ztf,58334.351689800154,580351685415015013,2,580351685415,20.4234,1,580,2.31569,17.8762,17.6715,0.092774,0.0537,301.2336584,28.6510777,0.346667,,17.3946,0.0488,,False,False,False,bulk_1.0.0,0.0,5.84332195415015e+17,,,,t8_f5_c3,ZTF18aayvwvp
ztf,58336.27267359989,582272675415015047,1,582272675415,20.911594,1,582,0.41545117,19.353613,19.6486,0.18802822,0.1428,301.2335325,28.6516387,0.62333333,0.0,19.6238,0.1734,640120154.0,False,True,False,bulk_1.0.0,0.0,5.82339785415015e+17,16.845503,0.011857523,0.018662902,t8_f5_c3,ZTF18aayvwvp
ztf,58336.339780100156,582339785415015025,2,582339785415,20.6274,1,582,0.72301,17.4153,17.679,0.230116,0.058,301.2334756,28.6515769,0.386667,,17.3261,0.0458,,False,True,True,bulk_1.0.0,0.0,5.84332195415015e+17,14.039426,100.0,0.01027063,t8_f5_c3,ZTF18aayvwvp
ztf,58336.339780100156,582339785415015026,2,582339785415,20.627403,1,582,1.143793,17.17948,17.0331,0.052070778,0.0297,301.2334168,28.6514666,0.33666667,0.0,17.0083,0.0316,640120254.0,False,True,True,bulk_1.0.0,0.0,5.84332195415015e+17,14.027734,100.0,0.0028569037,t8_f5_c3,ZTF18aayvwvp
ztf,58337.371678200085,583371675415015019,1,583371675415,20.7915,1,583,0.277132,19.3156,19.6271,0.226551,0.149,301.233557,28.6517391,0.663333,,19.6872,0.1959,,False,True,False,bulk_1.0.0,0.0,5.84332195415015e+17,16.841671,0.01822805,0.023205677,t12_f5_c3,ZTF18aayvwvp
ztf,58338.33219909994,584332195415015013,2,584332195415,20.680735,1,584,0.9104011,17.078173,17.1353,0.10678505,0.0369,301.2336077,28.6514724,0.46,0.0,16.9942,0.0354,640120254.0,True,True,True,bulk_1.0.0,0.0,0.0,14.021923,100.0,0.0063975053,t8_f5_c3,ZTF18aayvwvp
ztf,58340.299652799964,586299655415015020,2,586299655415,20.3877,1,586,0.628347,16.7621,17.0484,0.161927,0.0396,301.2336658,28.6515517,0.32,,16.7452,0.0332,,False,True,True,bulk_1.0.0,0.0,6.16254285415015e+17,14.000162,100.0,0.012721671,t12_f5_c3,ZTF18aayvwvp
ztf,58340.35184030002,586351845415015019,1,586351845415,19.9616,1,586,0.203191,18.9087,19.0605,0.179244,0.1771,301.2335881,28.6516705,0.673333,,19.0682,0.2245,,False,True,False,bulk_1.0.0,0.0,6.16254285415015e+17,16.79225,0.021515688,0.025519015,t12_f5_c3,ZTF18aayvwvp
ztf,58344.340625000186,590340625415015050,1,590340625415,20.842,1,590,0.308711,19.4125,19.7199,0.241677,0.1647,301.2335489,28.6516706,0.49,,19.5353,0.1726,,False,True,False,bulk_1.0.0,0.0,6.16254285415015e+17,16.851208,0.01765847,0.02284116,t12_f5_c3,ZTF18aayvwvp
