tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,rbversion,oid
ztf,58302.371458299924,548371452415010299,2,548371452415,19.661358,-1,548,1.9666319,17.229195,17.6759,0.15102679,0.0428,300.2967114,25.2805359,0.41333333,0.0,17.4679,0.0444,640120224.0,True,False,True,bulk_1.0.0,0.0,0.0,,,,,ZTF18abdpacb
ztf,59628.54089119984,1874540892415015015,2,1874540892415,19.275,1,1874,0.339381,17.8563,17.8133,0.157041,0.0913,300.296823,25.2809823,0.822857,,17.8077,0.1152,,False,True,True,correction_1.0.6,0.0,1.882538042415015e+18,15.792294,0.01521577,0.023464443,t17_f5_c3,ZTF18abdpacb
ztf,59628.54344910011,1874543442415015020,2,1874543442415,19.1942,1,1874,1.08884,18.1944,18.0329,0.133467,0.111,300.2970828,25.2808763,0.718571,,18.099,0.1505,,False,True,True,correction_1.0.6,0.0,1.882538042415015e+18,15.836594,100.0,0.015214267,t17_f5_c3,ZTF18abdpacb
ztf,59628.54601849988,1874546012415015011,2,1874546012415,19.1915,1,1874,0.315845,17.7779,18.0052,0.166872,0.1062,300.2968194,25.2809899,0.672857,,18.1087,0.148,,False,True,True,correction_1.0.6,0.0,1.882538042415015e+18,15.780213,0.019758888,0.026503824,t17_f5_c3,ZTF18abdpacb
ztf,59628.551145799924,1874551142415015011,2,1874551142415,19.2746,1,1874,1.22894,17.9629,18.0177,0.146961,0.1072,300.2971538,25.280902,0.785714,,18.4144,0.1969,,False,True,True,correction_1.0.6,0.0,1.882538042415015e+18,15.807571,0.008907602,0.02018694,t17_f5_c3,ZTF18abdpacb
ztf,59629.54177080002,1875541772415015012,2,1875541772415,19.3001,1,1875,0.68304,17.9918,18.2432,0.10602,0.1225,300.2969757,25.2809422,0.871429,,18.2189,0.1518,,False,True,True,correction_1.0.6,0.0,1.882538042415015e+18,15.811496,100.0,0.014232001,t17_f5_c3,ZTF18abdpacb
ztf,59629.5443519,1875544352415015015,2,1875544352415,19.4581,1,1875,0.145834,18.047,17.932,0.119043,0.0889,300.2968484,25.281043,0.938571,,17.9907,0.1185,,False,True,True,correction_1.0.6,0.0,1.882538042415015e+18,15.818745,100.0,0.015289784,t17_f5_c3,ZTF18abdpacb
ztf,59629.54694439983,1875546942415015009,2,1875546942415,19.443,1,1875,0.397553,17.9803,18.0059,0.153455,0.0954,300.2968916,25.2809841,0.678571,,17.949,0.1145,,False,True,True,correction_1.0.6,0.0,1.882538042415015e+18,15.809945,0.010128539,0.020789241,t17_f5_c3,ZTF18abdpacb
ztf,59629.552118100226,1875552112415015013,2,1875552112415,19.5069,1,1875,0.425582,18.0153,18.0936,0.11238,0.1019,300.2968843,25.2809711,0.874286,,18.0402,0.1226,,False,True,True,correction_1.0.6,0.0,1.882538042415015e+18,15.814621,100.0,0.014805296,t17_f5_c3,ZTF18abdpacb
ztf,59630.53896989999,1876538962415015017,2,1876538962415,19.8865,1,1876,0.505639,17.841,18.1567,0.125792,0.0884,300.2968957,25.2809511,0.565714,,18.3258,0.1285,,False,True,True,correction_1.0.6,0.0,1.882538042415015e+18,15.789993,0.006641954,0.019021753,t17_f5_c3,ZTF18abdpacb
ztf,59630.541493100114,1876541492415015014,2,1876541492415,19.983,1,1876,0.465349,18.0222,18.2038,0.11084,0.0875,300.2968836,25.280962,0.791429,,18.4086,0.1311,,False,True,True,correction_1.0.6,0.0,1.882538042415015e+18,15.815527,100.0,0.014522038,t17_f5_c3,ZTF18abdpacb
ztf,59630.54651620006,1876546512415015011,2,1876546512415,20.0476,1,1876,0.254014,17.9818,18.0858,0.102059,0.0758,300.2968674,25.2810178,0.881429,,18.1031,0.0954,,False,True,True,correction_1.0.6,0.0,1.882538042415015e+18,15.810148,100.0,0.013809897,t17_f5_c3,ZTF18abdpacb
ztf,59630.54903940018,1876549032415015016,2,1876549032415,19.9901,1,1876,0.398779,18.0473,18.0035,0.107402,0.0722,300.29685,25.2809657,0.814286,,18.1889,0.1058,,False,True,True,correction_1.0.6,0.0,1.882538042415015e+18,15.818783,100.0,0.013791309,t17_f5_c3,ZTF18abdpacb
ztf,59636.53542819992,1882535422415015026,2,1882535422415,19.5965,1,1882,0.571808,17.8889,17.9758,0.131565,0.0663,300.2969862,25.2810089,0.665714,,17.9556,0.081,,False,True,True,correction_1.0.6,0.0,1.882538042415015e+18,15.797103,0.006726767,0.019161131,t17_f5_c3,ZTF18abdpacb
ztf,59636.538044000044,1882538042415015027,2,1882538042415,19.487728,1,1882,1.2014835,18.167353,18.182,0.09646485,0.0827,300.2967203,25.2807541,0.47857141,0.99975365,18.0795,0.0946,640120224.0,True,True,True,correction_1.0.6,0.0,,15.833475,100.0,0.011241341,t17_f5_c3,ZTF18abdpacb
ztf,59636.538044000044,1882538042415015028,2,1882538042415,19.487728,1,1882,1.1958721,18.092667,18.0278,0.12760478,0.0702,300.2967261,25.2807543,0.5042857,0.99975365,17.9594,0.0823,640120224.0,True,True,True,correction_1.0.6,0.0,,15.824503,100.0,0.015797975,t17_f5_c3,ZTF18abdpacb
