tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,58276.41046300018,522410464415015003,1,522410464415,20.56954,1,522,1.8087792,17.853237,17.8504,0.022553079,0.0342,321.433031,63.3883245,0.77,0.0,17.8517,0.0425,830120144.0,False,False,False,bulk_1.0.0,0.0,5.2443212441501504e+17,,,,,ZTF18aayoxjs
ztf,58277.45250000013,523452494415015009,1,523452494415,20.599634,1,523,1.8355948,18.601635,18.6188,0.04298227,0.0684,321.4330234,63.3883312,0.7366667,0.0,18.5778,0.0829,830120144.0,False,False,False,bulk_1.0.0,0.0,5.2443212441501504e+17,,,,,ZTF18aayoxjs
ztf,58278.432129600085,524432124415015015,1,524432124415,20.695332,1,524,1.629023,19.851862,20.3971,0.1178407,0.3009,321.4330425,63.3882692,0.69,0.0,20.4883,0.415,830120144.0,True,False,False,bulk_1.0.0,0.0,0.0,,,,,ZTF18aayoxjs
ztf,58323.43498839997,569434984415015082,1,569434984415,20.821497,1,569,1.8166846,17.622965,17.6739,0.046589296,0.0254,321.4330404,63.3883239,0.69666666,0.0,17.6356,0.03,830120144.0,False,False,False,bulk_1.0.0,0.0,5.7536517441501504e+17,t8_f5_c3,,,,ZTF18aayoxjs
ztf,58323.47527780011,569475274415015093,2,569475274415,20.776657,1,569,1.7979958,17.427326,17.4581,0.053928003,0.0229,321.4330922,63.3883208,0.59,0.0,17.4936,0.0287,830120244.0,False,False,False,bulk_1.0.0,0.0,5.7536517441501504e+17,t8_f5_c3,,,,ZTF18aayoxjs
ztf,58324.45505789993,570455054415015026,1,570455054415,19.781614,1,570,1.7601818,17.578934,17.5786,0.051478766,0.0447,321.4330689,63.3883051,0.6533333,0.0,17.5657,0.0557,830120144.0,False,False,False,bulk_1.0.0,0.0,5.7536517441501504e+17,t8_f5_c3,,,,ZTF18aayoxjs
ztf,58324.47457179986,570474574415015039,2,570474574415,20.6749,1,570,1.7897549,17.19737,17.2031,0.04808084,0.0195,321.4330478,63.388322,0.5933333,0.0,17.154,0.0225,830120244.0,False,False,False,bulk_1.0.0,0.0,5.7536517441501504e+17,t8_f5_c3,,,,ZTF18aayoxjs
ztf,58325.401782399975,571401784415015001,1,571401784415,19.513807,1,571,1.7659341,17.50321,17.5436,0.067617,0.0558,321.4330636,63.3883065,0.54333335,0.0,17.514,0.0692,830120144.0,False,False,False,bulk_1.0.0,0.0,5.7536517441501504e+17,t8_f5_c3,,,,ZTF18aayoxjs
ztf,58325.47148150019,571471484415015016,2,571471484415,19.89145,1,571,1.8488612,17.408714,17.438,0.0541187,0.0402,321.4330444,63.3883389,0.7266667,0.0,17.4185,0.0499,830120244.0,False,False,False,bulk_1.0.0,0.0,5.7536517441501504e+17,t8_f5_c3,,,,ZTF18aayoxjs
ztf,58326.38232639991,572382324415015016,2,572382324415,19.802084,1,572,1.8418896,17.485077,17.4892,0.039866284,0.0497,321.4330266,63.3883357,0.75666666,0.0,17.4544,0.0611,830120244.0,False,False,False,bulk_1.0.0,0.0,5.7536517441501504e+17,t8_f5_c3,,,,ZTF18aayoxjs
ztf,58326.46616900014,572466164415025008,1,572466164415,19.5976,1,572,1.90453,17.7278,17.7472,0.063634,0.0782,321.4330643,63.3883441,0.683333,,17.6598,0.0923,,False,False,False,bulk_1.0.0,0.0,5.7536517441501504e+17,t8_f5_c3,,,,ZTF18aayoxjs
ztf,58327.39929400012,573399294415015022,2,573399294415,19.52603,1,573,1.7815409,17.349623,17.4074,0.06551609,0.0576,321.4330537,63.388324,0.67333335,0.0,17.3839,0.0719,830120244.0,False,False,False,bulk_1.0.0,0.0,5.7536517441501504e+17,t8_f5_c3,,,,ZTF18aayoxjs
