tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,60363.538912000135,2609538911615015040,1,2609538911615,18.0546,1,2609,4.16019,18.3364,18.8601,0.291301,0.6039,237.0103892,25.2500012,0.472857,t17_f5_c3,18.6698,0.6512,False,False,True,23.12.x,0.0,2.614465861615015e+18,,,,,,ZTF24aagkuss
ztf,60368.46586810006,2614465861615015002,1,2614465861615,19.748869,1,2614,4.019089,18.31578,18.3846,0.07600636,0.1103,237.0103287,25.2498084,0.9357143,t17_f5_c3,18.4527,0.1505,True,False,True,23.12.x,0.0,,0.9999998,631120116.0,,,,ZTF24aagkuss
ztf,60368.51796300011,2614517961615015010,2,2614517961615,19.889734,1,2614,5.464687,18.475416,18.5052,0.06699883,0.1077,237.0103359,25.2497843,0.9257143,t17_f5_c3,18.4221,0.1283,True,False,False,23.12.x,0.0,,0.99999845,631120216.0,,,,ZTF24aagkuss
ztf,60369.42428239994,2615424282915015003,2,2615424282915,20.192045,1,2615,5.003351,18.446762,18.575,0.07095425,0.1049,237.0103373,25.2498092,0.8685714,t17_f5_c3,18.5642,0.1335,True,False,False,23.12.x,0.0,,0.99999416,632120229.0,,,,ZTF24aagkuss
ztf,60369.474351900164,2615474352915015003,1,2615474352915,20.183083,1,2615,1.3514428,18.295998,18.3484,0.08913053,0.0816,237.0103153,25.2498438,0.9142857,t17_f5_c3,18.3122,0.101,True,True,False,23.12.x,0.0,,0.99956745,632120129.0,18.248552,0.085212246,0.08531945,ZTF24aagkuss
ztf,60383.41685190005,2629416852915015010,2,2629416852915,19.97314,1,2629,5.1554627,18.734528,18.7756,0.08364339,0.0886,237.0104102,25.2497596,0.75,t17_f5_c3,18.7174,0.1077,True,False,False,23.12.x,0.0,,0.9993501,632120229.0,,,,ZTF24aagkuss
ztf,60383.431481500156,2629431481615015004,2,2629431481615,19.309563,1,2629,5.191679,18.722656,18.7592,0.12667732,0.174,237.0102974,25.2497144,0.79,t17_f5_c3,18.7397,0.2197,True,False,False,23.12.x,0.0,,0.99976015,631120216.0,,,,ZTF24aagkuss
ztf,60389.42768519977,2635427681615015003,1,2635427681615,20.162634,1,2635,4.0208745,19.443537,19.3166,0.13338988,0.1854,237.0103311,25.249819,0.79142857,t17_f5_c3,19.1483,0.2044,True,False,True,23.12.x,0.0,,0.999998,631120116.0,,,,ZTF24aagkuss
ztf,60389.428159699775,2635428152915015007,1,2635428152915,20.091667,1,2635,1.4175193,19.34753,19.1959,0.13833168,0.1674,237.0103569,25.2497809,0.8814286,t17_f5_c3,19.0424,0.1868,True,False,True,23.12.x,0.0,,0.9999958,632120129.0,,,,ZTF24aagkuss
ztf,60389.50421300018,2635504212915015007,2,2635504212915,20.612936,1,2635,4.9030504,18.985174,18.9067,0.1007718,0.0942,237.0103209,25.2498351,0.8914286,t17_f5_c3,18.9169,0.1225,True,False,False,23.12.x,0.0,,0.99902606,632120229.0,,,,ZTF24aagkuss
ztf,60391.4129745001,2637412972915015002,1,2637412972915,19.877584,1,2637,1.4576435,19.503723,19.8048,0.1788106,0.3579,237.0103596,25.2498144,0.8814286,t17_f5_c3,19.507,0.3499,True,False,True,23.12.x,0.0,,0.9999887,632120129.0,,,,ZTF24aagkuss
ztf,60391.41344910022,2637413441615015005,1,2637413441615,19.932175,1,2637,4.0177035,19.353678,19.3772,0.14577645,0.2533,237.0103337,25.2498417,0.8857143,t17_f5_c3,19.5389,0.3774,True,False,True,23.12.x,0.0,,0.99969554,631120116.0,,,,ZTF24aagkuss
ztf,60391.436817099806,2637436812915015004,2,2637436812915,19.93725,1,2637,4.986185,19.034407,19.2534,0.10992424,0.22,237.0103433,25.2498137,0.9342857,t17_f5_c3,19.0681,0.239,True,False,False,23.12.x,0.0,,0.9999995,632120229.0,,,,ZTF24aagkuss
ztf,60391.43728009984,2637437281615015015,2,2637437281615,20.06516,1,2637,5.5528073,19.057241,19.4245,0.095430896,0.2182,237.0103392,25.249818,0.80857146,t17_f5_c3,19.4643,0.2918,True,False,False,23.12.x,0.0,,0.9999988,631120216.0,,,,ZTF24aagkuss
ztf,60396.38399309991,2642383991615015001,1,2642383991615,19.4031,1,2642,4.15176,19.5704,19.6184,0.242489,0.412,237.0103534,25.2497295,0.687143,t17_f5_c3,19.6988,0.5703,False,False,False,24.4.1,0.0,2.668301141615015e+18,,,,,,ZTF24aagkuss
ztf,60396.40303240018,2642403032915015004,1,2642403032915,19.3976,1,2642,1.07425,19.5518,20.1542,0.22519,0.6231,237.0102394,25.2497936,0.651429,t17_f5_c3,19.2816,0.3591,False,True,True,24.4.1,0.0,2.668301141615015e+18,,,19.407625,0.19679487,0.19718735,ZTF24aagkuss
ztf,60396.45460649999,2642454602915015005,2,2642454602915,19.6292,1,2642,5.02747,19.1891,19.7174,0.211743,0.3702,237.0102888,25.2497997,0.705714,t17_f5_c3,19.6095,0.4317,False,False,False,24.4.1,0.0,2.668301141615015e+18,,,,,,ZTF24aagkuss
