tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,rbversion,oid
ztf,58278.416273099836,524416270415010345,1,524416270415,21.0629,-1,524,0.382318,16.9392,13.383298,16.8694,0.032337,100.0,0.0012227541,0.0295,297.1844039,16.1983896,0.38,16.8703,0.0304,False,True,False,bulk_1.0.0,0.0,5.2839826041501005e+17,,,,ZTF18abacptm
ztf,58281.3978587999,527397850415010231,1,527397850415,20.941797,-1,527,1.0464185,16.988684,13.38147,16.9252,0.03402059,100.0,0.0012270327,0.0312,297.184217,16.1983203,0.38666666,16.9338,0.0325,False,True,False,bulk_1.0.0,0.0,5.2839826041501005e+17,0.0,591120104.0,,ZTF18abacptm
ztf,58282.398263900075,528398260415010047,1,528398260415,20.83146,-1,528,0.7815665,16.718353,13.392597,16.6986,0.028286606,100.0,0.0013221434,0.0274,297.1842545,16.1984458,0.42333335,16.688,0.0281,True,True,False,bulk_1.0.0,0.0,0.0,0.0,591120104.0,,ZTF18abacptm
ztf,58317.39467590023,563394670415010029,1,563394670415,19.346437,-1,563,0.34197637,16.338463,13.414067,16.6548,0.052907545,100.0,0.003578982,0.0472,297.1843868,16.1984312,0.39,16.7368,0.0566,False,True,False,bulk_1.0.0,0.0,5.8633291041501e+17,0.0,591120104.0,,ZTF18abacptm
ztf,58321.37887729984,567378870415010262,1,567378870415,20.984013,-1,567,0.6574076,16.239683,13.421085,16.5905,0.07281053,100.0,0.005429442,0.0235,297.1842936,16.1984299,0.42,16.6374,0.0253,False,True,False,bulk_1.0.0,0.0,5.9435072041501e+17,0.0,591120104.0,t8_f5_c3,ZTF18abacptm
ztf,58340.332916699816,586332910415010032,1,586332910415,20.492243,-1,586,0.71899736,16.54194,13.401588,16.6549,0.10885968,100.0,0.006035677,0.0346,297.1842822,16.1983982,0.30666667,16.6697,0.0365,False,True,False,bulk_1.0.0,0.0,6.042496104150102e+17,0.0,591120104.0,t8_f5_c3,ZTF18abacptm
ztf,58348.35072920006,594350720415010100,1,594350720415,20.88822,-1,594,0.720536,16.571508,13.399972,17.228,0.18478206,100.0,0.0099550905,0.0442,297.1843416,16.1983166,0.25333333,17.3218,0.0497,False,True,False,bulk_1.0.0,0.0,6.042496104150102e+17,0.0,591120104.0,t8_f5_c3,ZTF18abacptm
ztf,58358.2496181,604249610415010213,2,604249610415,19.952215,-1,604,0.39222842,16.584011,13.485846,16.8011,0.10605734,100.0,0.0061132815,0.0334,297.1843759,16.19844,0.40333334,16.7316,0.0353,False,True,False,bulk_1.0.0,0.0,6.33169180415015e+17,0.0,591120204.0,t8_f5_c3,ZTF18abacptm
ztf,58370.24770830013,616247700415010072,1,616247700415,20.636,-1,616,0.997085,16.5176,13.402955,17.0421,0.195937,100.0,0.011123941,0.036,297.1844246,16.1987422,0.256667,17.084,0.0392,False,True,False,bulk_1.0.0,0.0,6.35227360415015e+17,,,t12_f5_c3,ZTF18abacptm
ztf,58385.12781250011,631127810415015035,1,631127810415,19.4624,1,631,1.31978,16.1889,13.266787,16.0331,0.10708,100.0,0.0072587705,0.0203,297.184704,16.1981604,0.32,15.9969,0.0227,False,True,False,bulk_1.0.0,0.0,6.35227360415015e+17,,,t12_f5_c3,ZTF18abacptm
